BYSID,BYTID,BYAID,BYHID,GENDER,BYS02003,BYS02004,BYS02012,BYS03001,BYS04007,BYS04008,BYS04009,BYS04010,BYS05001,BYS05003,BYS05006,BYS06001,BYS06004,BYS07001,BYS07002,BYS07003,BYS07006,BYS07014,BYS07022,BYS07025,BYS07026,BYS07027,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08007,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10005,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS12001,BYS12004,BYS12007,BYS12010,BYS12013,BYS12016,BYS12019,BYS12022,BYS13001,BYS14001,BYS14013,BYS14025,BYS15001,BYS16001,BYS20001,BYS20007,BYS20009,BYS20011,BYS20013,BYS20015,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS21001,BYS22001,BYS22002,BYS22003,BYS22006,BYS22010,BYS22012,BYS22013,BYS22014,BYS22015,BYS22017,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26009,BYS27001,BYS27003,BYS27006,BYS27010,BYS27011,BYS27012,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYSCLASS,J007C
4735,2213,221,47351,2,2,3,2,2,4,6,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,4,3,2,2,3,2,4,3,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,7,1,1,8,3,4,1,2,2,4,4,3,3,7,3,2,2,2,3,5,3,2,3,2,1,2,1,2,2,2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
4737,2294,229,47371,2,3,2,5,1,3,6,2,2,1,1,1,1,2,3,1,1,1,1,1,2,2,2,1,1,6,2,6,10,8,4,1,2,3,1,2,5,4,1,2,2,3,3,2,2,2,2,2,2,1,2,2,3,1,1,2,2,3,2,1,2,2,1,1,2,1,2,1,13,2,1,3,3,3,1,3,4,4,4,3,3,2,8,2,2,1,2,6,3,2,2,3,1,2,2,2,2,2,2,1,20,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5
4739,2752,275,47391,2,3,4,5,1,4,1,3,2,1,2,1,2,2,5,1,2,1,1,1,4,1,1,1,1,5,4,6,1,1,3,1,6,3,1,2,2,6,1,3,1,4,1,2,2,2,2,2,2,2,2,2,4,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,7,2,1,8,4,4,1,4,4,3,3,4,7,3,2,2,7,2,4,6,2,2,3,1,1,1,2,2,2,2,2,2,0,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4741,2363,236,47411,2,4,2,4,1,4,2,3,2,2,1,1,2,2,4,3,1,3,1,1,5,4,3,4,2,5,6,6,1,5,4,1,4,3,4,2,1,5,4,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,5,1,2,8,3,4,1,4,4,4,4,5,1,2,2,2,2,2,2,7,3,2,2,2,1,1,1,1,2,2,1,2,5,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4743,2332,233,47431,1,3,3,1,1,3,4,1,2,2,1,1,2,2,3,1,1,1,1,1,3,2,1,3,6,5,4,6,4,6,2,1,5,3,1,1,6,4,2,3,1,3,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,12,2,1,2,2,4,2,3,3,2,2,1,1,5,1,1,1,1,3,7,1,3,4,3,2,3,2,3,2,1,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4745,2814,281,47451,2,3,2,3,1,4,1,6,2,1,1,1,2,2,3,4,2,6,2,1,2,3,1,4,4,5,3,4,2,3,3,2,4,4,2,5,6,4,3,3,2,2,4,3,1,1,1,1,1,2,2,2,2,1,2,2,1,3,2,2,1,1,2,1,1,2,1,2,3,1,1,2,3,4,1,2,3,3,3,4,1,3,4,2,7,1,4,7,2,2,3,2,1,1,1,2,2,2,1,2,5,0,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4751,2773,277,47511,2,3,1,4,1,4,4,5,2,2,2,2,2,2,4,1,1,1,1,1,3,4,1,1,2,5,3,6,1,1,3,1,4,3,2,2,2,5,3,2,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,2,2,2,2,2,1,1,1,2,6,2,1,3,2,3,1,2,3,4,3,3,2,7,3,2,5,2,4,7,1,2,4,2,1,1,1,1,2,2,2,2,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
4753,2901,290,47531,2,2,1,2,2,3,9,3,2,2,2,2,2,2,3,3,1,6,1,1,3,2,1,3,2,5,6,6,2,1,2,1,4,2,2,2,1,6,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,12,1,8,1,2,3,1,2,2,3,2,3,3,2,4,2,7,2,4,7,1,2,2,2,2,1,1,1,1,2,1,2,10,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
4756,2294,229,47561,1,3,1,3,1,3,1,4,2,2,2,1,2,2,3,1,1,1,1,1,4,1,1,1,1,1,3,6,2,1,4,1,4,3,4,2,6,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,3,1,2,1,1,2,2,2,2,2,1,7,1,2,1,2,4,1,5,5,4,4,3,1,3,2,1,2,1,4,8,3,2,2,2,2,2,2,2,2,2,1,2,12,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4759,2561,256,47591,1,3,1,5,1,3,3,1,2,1,1,2,2,2,3,2,2,1,6,1,3,2,1,1,7,6,4,6,8,11,2,3,6,2,1,2,6,2,4,2,3,1,3,1,2,2,2,2,2,1,1,1,4,1,1,2,1,5,1,1,1,1,1,2,1,1,1,1,3,1,2,1,3,5,1,3,4,3,3,3,1,4,2,1,1,1,2,7,1,2,3,2,2,4,2,2,1,1,1,1,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8
4762,2251,225,47621,1,2,4,1,1,3,1,4,2,2,2,2,2,2,3,1,1,1,1,2,3,3,3,4,7,1,5,6,14,5,4,1,4,4,3,2,2,4,2,2,3,2,5,3,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,3,1,1,2,2,5,1,5,5,3,4,4,1,3,2,1,1,2,5,7,1,2,2,2,1,1,1,1,2,1,1,2,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4763,3001,300,47631,1,4,3,2,1,4,4,6,2,2,2,2,2,2,3,1,1,1,1,1,4,1,1,1,7,5,6,6,2,2,3,1,5,1,1,1,6,4,3,3,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,7,2,1,6,2,4,1,3,4,3,4,2,1,4,4,1,7,2,3,5,3,2,2,2,1,2,2,2,2,1,1,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
4765,2634,263,47651,1,4,2,4,2,4,4,3,2,2,2,2,2,2,5,1,1,1,1,1,4,1,1,2,2,5,5,6,1,2,1,1,4,3,4,5,6,6,3,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,2,2,1,2,2,1,1,2,1,1,3,2,1,8,2,4,1,2,4,3,4,3,3,6,1,1,7,2,3,8,2,3,4,1,1,1,1,2,2,2,2,2,5,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4768,2354,235,47681,2,3,2,3,1,3,4,6,2,1,2,1,2,2,5,1,1,1,1,1,2,4,1,2,2,1,4,6,1,5,4,1,3,5,1,1,3,5,3,3,1,1,3,3,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,5,1,1,3,2,5,1,3,3,3,3,2,1,2,1,2,7,2,4,7,2,2,3,1,1,2,1,1,2,2,1,1,58,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4772,2314,231,47721,2,1,2,4,1,4,1,9,2,2,2,1,2,2,4,1,1,1,1,1,3,1,1,1,2,1,5,6,1,1,3,1,2,2,3,2,1,4,4,3,2,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,1,2,2,1,1,1,1,12,1,3,2,4,4,1,4,4,4,4,4,1,2,2,2,2,2,4,6,1,2,2,3,1,1,1,1,2,2,2,2,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4773,2963,296,47731,1,3,1,1,1,5,4,1,2,1,2,2,2,2,5,1,1,1,1,2,2,1,1,1,2,6,5,6,1,2,1,1,6,5,2,5,4,6,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,12,2,2,1,1,5,1,4,5,1,5,1,2,3,1,1,3,2,3,6,1,4,4,1,1,4,1,4,2,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4777,2832,283,47771,1,4,1,3,1,4,4,3,2,2,1,1,2,2,4,1,1,1,1,1,4,3,1,2,6,3,6,6,1,2,5,1,4,5,4,2,2,5,3,3,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,5,1,2,3,3,4,1,4,4,4,3,3,6,8,1,1,1,2,3,6,2,1,2,2,1,1,1,2,2,1,2,2,10,5,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4779,2231,223,47791,2,2,1,4,1,3,9,6,2,1,2,2,2,2,4,1,1,1,1,1,4,4,3,1,1,1,4,6,2,5,4,1,4,4,3,2,6,4,4,2,1,1,3,2,1,2,1,2,2,1,2,2,1,2,2,2,1,3,1,2,1,2,2,2,1,1,1,1,4,2,1,2,2,4,1,4,4,4,3,3,1,2,4,2,1,1,4,7,2,2,2,1,1,2,1,1,2,1,2,2,10,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4783,2152,215,47831,2,2,2,3,1,2,1,6,2,2,1,2,2,2,2,1,1,1,1,1,3,2,1,2,7,5,2,5,1,2,1,1,4,3,3,2,2,3,2,2,4,3,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,1,1,1,2,1,1,1,1,1,12,2,1,3,3,3,1,2,2,2,3,2,2,3,2,2,7,1,2,5,1,3,4,2,2,3,3,4,1,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4784,2311,231,47841,2,3,3,4,1,3,3,1,2,2,1,2,2,2,3,1,1,1,1,1,3,3,1,3,1,3,2,2,1,2,2,1,2,3,3,4,2,4,4,4,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,4,2,5,1,4,5,5,4,4,1,2,2,2,1,2,3,6,2,2,3,2,2,2,2,2,2,2,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
4785,2402,240,47851,2,4,4,4,2,3,6,4,2,2,1,1,2,2,4,1,1,1,1,1,5,1,1,2,1,5,6,6,14,1,5,1,4,5,3,2,1,4,3,3,3,2,4,3,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,12,1,5,6,2,4,2,1,2,4,2,2,4,6,7,2,2,1,3,6,3,4,4,3,3,1,3,1,2,2,2,2,5,50,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4786,2204,220,47861,2,3,4,3,2,4,9,4,2,1,2,2,2,2,3,1,1,1,1,1,4,1,1,4,7,5,2,6,1,2,5,1,3,2,4,5,5,5,3,3,1,2,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,12,1,1,3,3,5,1,4,4,4,4,4,1,2,2,2,7,2,4,7,2,2,2,1,1,2,1,1,1,2,1,2,50,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4787,2713,271,47871,2,4,2,4,1,5,5,6,2,1,2,1,2,2,4,1,1,1,1,1,4,1,2,2,1,1,3,5,1,1,1,1,1,3,4,2,2,4,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,3,2,3,1,2,3,1,4,4,4,3,4,2,3,2,2,7,2,5,6,1,2,3,3,2,2,1,2,1,2,2,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4788,2504,250,47881,2,3,2,3,1,4,1,5,2,1,2,2,2,2,4,1,1,1,1,1,4,2,1,1,2,3,4,5,1,1,1,1,2,1,4,4,5,3,3,3,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,1,1,1,1,1,1,2,3,3,4,1,3,4,4,3,3,1,2,4,2,1,2,4,7,3,2,2,2,1,1,1,2,2,2,2,2,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4789,2464,246,47891,2,5,1,4,1,3,1,3,2,2,2,2,2,2,4,1,1,1,1,2,4,1,1,4,1,1,4,6,1,2,3,1,4,3,3,2,3,5,3,4,2,3,4,4,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,12,1,2,1,3,3,2,3,4,3,2,3,1,4,2,2,3,1,3,7,2,2,3,1,1,1,1,2,2,2,2,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6
4790,2262,226,47901,1,4,1,5,1,5,5,4,2,2,2,2,2,2,3,1,1,1,1,1,4,1,3,4,2,5,6,6,1,2,2,1,2,2,4,2,2,6,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,2,2,1,2,2,1,1,2,2,5,2,6,2,3,5,1,5,3,3,3,3,1,3,4,1,2,2,4,8,1,2,2,2,2,2,1,2,2,2,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4791,2583,258,47911,1,3,1,3,2,3,4,6,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,1,2,5,6,6,2,1,5,1,5,4,3,1,3,6,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,12,2,2,1,2,2,2,3,4,3,4,3,2,1,2,1,7,1,4,7,3,1,1,1,1,1,1,1,2,1,2,1,50,30,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4792,2113,211,47921,1,1,3,3,1,4,2,1,2,2,2,2,2,2,3,3,1,6,1,1,3,1,1,2,1,3,5,6,2,11,2,3,5,1,3,2,3,5,3,4,1,1,4,3,1,2,1,2,2,2,2,2,1,2,2,2,1,3,1,1,2,1,2,2,1,2,2,2,6,1,1,8,4,4,1,3,5,4,4,5,1,2,1,1,7,1,3,5,3,1,4,4,1,1,1,1,2,2,1,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4793,2192,219,47931,1,3,2,2,1,5,4,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,6,6,1,3,3,1,1,2,4,2,6,4,2,3,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,7,1,3,8,3,4,2,3,2,3,4,4,2,3,2,1,2,2,2,6,1,2,3,4,2,1,1,1,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4795,2203,220,47951,2,2,3,3,1,3,2,5,2,1,1,2,2,2,3,1,1,1,1,1,4,1,1,1,1,3,6,6,2,1,4,1,2,2,4,1,1,5,3,3,5,5,4,3,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,2,2,1,2,2,1,1,1,1,7,1,2,1,3,4,1,3,4,3,3,3,1,2,2,2,7,1,3,7,2,2,2,1,1,1,1,1,1,2,1,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4796,2932,293,47961,1,4,2,4,1,5,4,3,2,2,2,2,2,2,4,1,1,1,1,1,3,1,1,3,2,3,6,6,2,3,3,1,4,3,1,2,1,5,5,3,5,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,7,1,1,8,3,3,2,2,2,2,3,3,1,2,2,1,7,1,4,9,1,2,3,2,1,2,1,2,2,2,2,2,0,0,2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6
4797,2591,259,47971,1,3,2,2,1,3,4,9,2,2,1,2,2,2,4,1,1,1,1,1,4,2,2,2,2,1,5,6,1,4,1,1,4,4,3,2,1,6,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,3,1,2,2,1,2,1,1,1,1,1,8,2,8,2,2,4,1,3,3,4,3,3,1,2,2,1,2,2,4,7,1,2,2,2,2,1,2,3,2,2,2,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4799,2723,272,47991,1,1,2,1,1,5,4,3,2,2,2,2,2,2,4,3,1,3,1,1,3,3,1,1,7,3,2,2,2,11,1,3,2,1,4,1,6,4,3,3,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,2,1,2,2,2,2,1,2,12,1,2,8,3,3,1,3,3,2,3,2,2,7,2,1,1,2,4,7,3,2,2,4,1,1,1,2,2,2,2,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4801,2551,255,48011,1,4,3,4,1,5,4,3,2,2,1,2,2,2,4,1,1,1,1,1,5,3,2,5,2,1,6,6,4,4,3,1,3,4,1,4,5,3,4,4,4,4,4,4,2,2,2,2,2,2,1,2,3,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,6,2,2,8,4,5,1,4,4,4,4,4,1,4,2,1,1,2,5,7,1,2,1,2,1,1,1,1,2,2,2,2,0,0,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8
4802,2891,289,48021,1,3,3,2,2,3,6,4,2,2,2,2,2,2,3,1,1,1,1,1,4,3,3,3,2,1,6,6,2,5,3,1,4,3,1,1,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,1,2,2,3,1,2,2,2,2,2,1,1,1,1,7,1,3,9,3,3,1,3,3,3,3,3,4,9,2,1,2,1,4,7,3,2,2,2,2,2,2,2,2,2,2,2,10,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
4803,2693,269,48031,2,2,2,4,1,5,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,3,3,6,2,2,1,1,3,3,1,5,5,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,12,1,6,9,4,4,1,4,4,4,4,4,3,2,2,2,2,2,3,7,1,2,2,4,2,1,2,2,2,2,2,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4804,2781,278,48041,2,3,1,2,2,4,1,2,2,1,2,2,2,2,3,1,1,1,1,1,3,1,1,1,4,2,1,6,1,1,3,1,2,3,1,3,3,6,2,2,1,1,5,3,2,2,2,2,2,2,2,2,3,2,2,2,1,3,1,2,2,2,2,2,1,1,2,2,3,1,8,1,2,5,1,3,5,4,3,4,1,8,2,2,7,2,2,6,3,4,4,3,1,1,1,2,2,2,1,2,70,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4805,2543,254,48051,2,3,3,3,1,4,3,1,2,2,1,1,2,2,5,1,1,1,1,1,4,4,3,4,4,1,6,6,1,1,2,1,6,3,3,2,4,6,2,3,3,5,3,5,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,5,2,2,3,3,4,1,4,4,4,4,3,1,2,1,2,3,2,4,5,1,3,3,2,2,2,2,2,1,2,1,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
4806,2334,233,48061,1,4,4,3,1,5,4,9,2,2,2,1,1,2,3,1,1,1,1,2,4,1,1,4,2,5,6,6,2,6,1,1,3,2,3,1,1,6,3,4,1,1,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,2,2,2,2,2,2,1,1,1,1,12,2,8,2,4,3,1,3,4,2,2,4,1,6,3,1,1,2,4,7,2,2,3,3,1,1,2,3,2,2,1,2,5,0,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5
4808,2782,278,48081,2,2,3,2,2,4,1,4,2,2,2,2,2,2,4,1,1,1,1,1,4,1,1,1,4,1,2,6,1,2,2,1,2,4,2,2,1,2,2,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,1,2,5,2,1,4,1,1,1,1,1,1,3,3,1,5,2,2,1,2,3,7,3,4,4,2,1,1,2,4,1,2,2,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4810,2392,239,48101,1,4,2,2,1,3,4,5,2,1,2,1,2,2,3,1,1,1,1,1,3,2,2,1,4,3,6,6,1,1,1,1,2,3,3,3,5,5,3,3,2,1,3,1,2,1,1,2,2,2,2,2,1,2,2,1,2,3,1,2,2,1,2,1,2,1,1,1,3,1,1,2,2,3,1,3,3,3,3,3,1,4,2,1,7,2,3,6,1,3,3,2,2,2,1,2,2,2,1,2,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4812,2504,250,48121,2,2,4,2,2,4,1,3,2,1,2,2,2,2,3,1,1,1,1,1,3,1,1,4,1,3,2,5,1,1,3,1,4,1,2,2,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,7,2,1,7,2,2,1,2,2,4,3,2,2,3,1,2,7,1,2,4,2,3,4,2,1,2,1,2,2,2,2,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4817,2932,293,48171,1,4,1,4,1,3,4,6,2,2,2,2,2,2,4,1,1,1,1,1,4,1,1,3,6,5,6,6,1,8,3,1,5,4,5,1,2,6,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,3,2,1,7,2,4,2,4,4,4,3,3,1,8,2,1,7,2,4,9,2,1,3,2,1,1,1,2,2,1,1,1,50,20,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4818,2441,244,48181,2,3,1,2,2,4,3,5,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,2,4,4,6,12,14,1,1,2,2,3,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,7,1,8,1,1,4,1,2,2,4,3,3,1,3,4,2,3,1,3,7,1,3,3,3,1,1,1,1,2,2,1,2,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4820,2613,261,48201,1,3,3,2,1,2,1,6,2,1,1,2,2,2,3,1,1,1,1,1,3,3,1,3,1,1,2,3,4,6,3,1,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,3,1,2,1,1,2,2,1,1,2,2,5,1,1,2,3,4,1,4,4,4,4,4,1,3,2,1,1,2,4,8,1,2,3,2,1,2,1,2,2,2,2,2,3,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4823,2194,219,48231,1,3,3,2,1,3,4,3,2,2,2,1,2,2,3,2,1,1,6,1,5,4,1,2,2,5,4,6,1,4,2,3,4,3,3,2,3,5,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,6,1,2,3,1,3,3,3,3,5,1,4,2,1,7,2,3,7,2,2,2,2,2,1,3,2,2,2,1,2,10,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
4824,2293,229,48241,1,3,3,3,1,3,4,5,2,2,2,1,2,2,4,1,1,1,1,1,4,3,1,2,2,1,4,6,2,1,3,1,4,4,2,2,3,5,2,3,1,1,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,7,2,1,2,2,4,1,3,3,3,2,4,1,7,2,1,7,2,3,6,2,2,2,1,1,1,1,2,2,2,1,2,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4825,2344,234,48251,1,3,4,1,1,5,4,3,2,2,1,2,2,2,1,3,2,2,1,2,1,1,1,1,2,5,2,2,2,2,2,3,2,1,2,1,1,5,3,2,5,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,1,2,2,2,2,1,12,1,2,8,2,1,2,2,2,3,2,2,1,2,4,1,7,2,3,8,2,4,4,4,3,2,1,3,1,2,1,2,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4828,2474,247,48281,2,2,4,4,1,4,1,4,2,2,2,1,2,2,3,1,1,1,1,1,4,2,2,1,2,5,5,6,2,1,2,1,4,2,4,2,1,4,4,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,3,1,3,8,2,4,1,3,4,4,3,4,1,2,2,2,1,2,4,8,2,2,3,2,2,1,1,2,2,2,1,2,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
