BYSID,BYTID,BYAID,BYHID,GENDER,BYS02003,BYS02004,BYS02012,BYS03001,BYS04007,BYS04008,BYS04009,BYS04010,BYS05001,BYS05003,BYS05006,BYS06001,BYS06004,BYS07001,BYS07002,BYS07003,BYS07006,BYS07014,BYS07022,BYS07025,BYS07026,BYS07027,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08007,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10005,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS12001,BYS12004,BYS12007,BYS12010,BYS12013,BYS12016,BYS12019,BYS12022,BYS13001,BYS14001,BYS14013,BYS14025,BYS15001,BYS16001,BYS20001,BYS20007,BYS20009,BYS20011,BYS20013,BYS20015,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS21001,BYS22001,BYS22002,BYS22003,BYS22006,BYS22010,BYS22012,BYS22013,BYS22014,BYS22015,BYS22017,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26009,BYS27001,BYS27003,BYS27006,BYS27010,BYS27011,BYS27012,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYSCLASS,J007C
5046,3804,380,50461,2,3,3,4,1,5,1,5,2,2,2,1,2,2,3,1,1,1,1,1,3,1,1,2,2,1,2,4,1,1,1,1,2,3,3,2,1,1,3,3,5,5,5,5,2,1,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,2,2,1,1,1,1,10,2,2,6,4,5,1,4,5,4,3,5,1,2,2,2,2,1,4,7,1,2,2,2,2,1,1,1,2,2,2,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5047,3851,385,50471,1,1,5,1,1,4,4,1,2,1,1,1,2,2,4,1,1,1,1,1,3,1,1,2,2,1,4,6,1,2,4,1,4,4,5,1,1,5,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,3,1,1,2,1,2,2,2,1,1,1,12,2,1,2,2,4,1,4,4,3,2,3,1,2,2,1,3,1,5,7,1,3,2,1,3,2,2,2,2,2,2,2,5,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5052,3982,398,50521,2,4,4,3,1,4,1,4,2,2,1,1,2,2,3,1,1,1,1,1,3,3,2,1,4,4,1,6,3,1,1,1,2,4,1,5,6,4,4,3,2,2,4,3,2,2,2,2,2,2,2,2,8,1,2,1,2,5,1,1,1,1,2,1,2,1,1,1,7,1,6,3,3,2,1,2,4,4,4,3,4,1,4,2,3,2,2,4,1,3,3,2,2,1,1,2,1,2,2,2,30,0,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5054,3103,310,50541,2,4,2,4,1,4,3,1,2,2,2,2,2,2,5,1,1,1,1,1,3,2,1,3,4,3,1,6,13,10,3,1,2,4,1,4,6,1,4,3,4,1,4,3,2,1,1,2,2,2,2,2,5,2,2,2,1,3,2,2,1,1,2,2,1,1,1,1,1,2,8,10,2,3,1,2,4,4,3,3,3,1,2,2,3,2,3,5,1,2,2,1,1,1,1,2,1,2,2,2,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5055,3953,395,50551,1,2,2,3,1,3,4,3,2,1,2,2,2,2,5,1,1,1,1,1,4,2,2,4,4,1,1,6,1,2,2,1,2,1,2,2,3,2,2,2,5,2,5,3,2,1,2,1,2,2,2,2,4,2,2,2,1,3,1,1,1,2,2,2,1,1,1,1,3,2,1,2,2,5,1,4,4,5,5,5,1,2,3,1,1,2,5,5,1,2,2,1,1,2,1,1,2,1,1,2,5,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5056,3544,354,50561,1,4,1,3,1,3,4,5,2,2,2,2,2,2,4,3,1,6,1,2,4,1,1,1,2,5,6,6,2,1,1,1,3,2,4,1,6,6,1,1,1,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,1,2,2,1,1,1,2,12,1,1,2,3,5,1,4,4,4,3,3,1,2,2,1,1,2,3,7,3,2,3,3,2,2,1,1,2,2,1,2,2,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5058,3172,317,50581,2,3,2,1,1,4,1,3,2,2,1,1,2,2,4,1,1,1,1,1,5,3,2,4,4,1,1,3,2,1,3,1,2,4,1,5,5,2,3,3,4,3,5,4,1,1,1,2,1,2,2,2,7,2,2,1,1,3,1,2,1,1,2,1,1,1,1,1,12,2,9,2,4,5,1,5,5,4,4,4,6,3,2,2,7,2,4,4,1,3,3,2,1,1,1,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5059,3862,386,50591,2,2,4,3,1,4,2,1,2,1,1,1,2,2,3,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,4,2,2,4,5,2,4,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,12,1,2,7,3,5,1,4,5,5,3,3,1,8,4,2,1,2,3,6,1,3,4,4,2,1,2,2,1,2,1,2,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5060,3634,363,50601,1,3,2,4,1,4,4,3,2,2,2,1,2,2,5,1,1,1,1,1,3,3,2,4,2,1,2,4,1,2,1,1,1,3,2,3,4,4,4,3,3,2,3,2,2,1,2,1,2,2,2,2,4,2,2,1,2,3,1,2,1,1,2,1,1,1,1,1,12,2,1,2,3,3,1,3,3,2,3,3,1,3,2,1,2,2,4,6,1,3,3,2,1,2,2,2,2,2,1,2,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5064,3241,324,50641,2,2,4,2,1,4,3,1,2,1,1,1,2,2,4,1,1,1,1,1,4,3,3,3,4,1,4,4,1,1,2,1,4,3,2,3,5,2,3,3,2,2,4,3,1,1,2,2,1,2,2,2,3,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,7,2,2,3,3,3,1,3,3,3,2,2,1,2,3,2,2,2,4,5,1,3,3,2,2,2,2,2,2,2,1,2,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5065,3954,395,50651,1,3,1,4,1,4,1,4,2,2,2,2,2,2,4,1,1,1,1,1,4,3,1,4,2,1,2,2,13,2,2,1,4,5,4,3,6,4,2,1,4,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,1,2,1,1,1,1,2,12,2,3,9,1,4,1,2,4,4,4,4,3,9,4,1,7,2,2,6,1,2,3,1,1,1,2,3,2,2,2,2,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5066,3731,373,50661,2,3,2,1,1,4,5,1,2,1,1,2,2,2,4,1,1,1,1,1,4,2,2,2,2,1,1,3,2,2,2,1,2,2,1,3,3,3,4,3,4,4,3,2,1,1,1,2,1,2,2,2,4,2,2,1,1,4,1,1,2,1,2,1,1,1,1,1,12,2,1,2,2,4,1,4,5,4,3,4,2,1,2,2,3,2,3,5,1,3,3,2,1,3,2,2,2,2,2,2,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
5068,3721,372,50681,1,1,3,3,1,5,6,3,2,1,1,1,2,2,4,1,1,1,1,2,4,3,3,1,2,1,3,4,1,1,3,1,3,5,2,4,6,5,4,4,1,1,4,5,2,1,2,2,2,2,2,2,8,1,2,2,1,4,1,2,1,1,2,1,1,1,1,1,12,2,9,2,4,5,1,5,5,5,3,5,1,6,3,1,7,2,4,5,1,2,2,1,1,2,1,1,2,2,1,2,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5069,3611,361,50691,1,2,3,2,1,5,3,1,2,1,2,1,1,2,3,1,1,1,1,1,3,2,1,3,2,1,4,6,3,2,3,1,3,3,1,5,5,5,3,3,1,1,3,3,1,2,1,2,1,2,2,2,3,2,2,2,1,3,1,2,1,1,2,1,1,1,1,1,12,2,3,2,3,5,1,3,4,4,4,2,2,1,4,1,7,1,4,5,1,3,3,2,2,2,2,2,1,2,1,1,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5070,3094,309,50701,2,3,3,3,1,3,4,1,2,1,1,1,2,2,4,2,1,1,6,1,4,1,1,2,2,2,3,6,3,1,3,1,4,4,3,5,5,4,5,2,1,1,3,2,2,1,2,2,2,2,2,2,6,1,2,2,1,3,2,1,2,1,2,1,1,1,1,2,12,1,6,2,2,4,1,3,4,5,4,3,4,1,2,2,1,2,3,6,1,3,4,1,1,1,2,2,2,2,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5071,3511,351,50711,1,1,5,1,1,3,1,4,2,1,2,1,2,2,3,1,1,1,1,1,3,1,1,1,1,1,3,4,1,2,3,1,4,3,2,3,6,2,1,1,1,1,3,2,2,2,1,2,2,1,2,2,3,2,2,2,2,3,1,1,2,2,2,1,1,1,1,2,8,2,3,1,3,5,1,3,3,5,4,3,2,9,1,1,1,2,3,6,3,1,4,3,1,1,2,2,1,2,2,2,17,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5072,3031,303,50721,2,3,2,3,2,3,9,1,2,1,2,2,2,2,4,1,1,1,1,1,4,1,1,1,2,5,2,3,1,12,2,1,3,3,3,2,1,3,4,3,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,1,1,2,2,12,2,8,1,2,3,1,3,4,3,4,4,1,2,4,2,1,2,4,5,2,3,4,1,1,1,1,1,1,2,1,2,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5073,3421,342,50731,1,3,3,2,1,4,3,4,2,2,2,2,2,2,5,1,1,1,1,1,4,3,1,3,2,1,1,3,1,1,3,1,2,3,3,3,6,3,3,3,1,2,3,3,2,1,2,2,2,2,1,2,5,2,2,1,1,3,1,1,1,1,2,2,1,1,1,1,3,2,3,1,3,5,1,5,5,4,2,3,3,1,7,1,2,2,3,5,1,4,4,1,1,1,1,2,1,2,1,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5074,3521,352,50741,2,3,2,2,1,3,1,9,2,2,2,2,2,2,5,1,1,1,1,1,4,1,3,4,2,1,2,6,1,5,4,1,4,4,2,2,1,4,4,3,2,2,2,3,1,2,1,2,2,2,2,2,3,2,2,1,1,3,1,1,1,1,2,1,1,1,1,2,12,2,2,1,2,5,1,3,4,4,3,5,1,8,4,2,7,1,4,5,2,3,2,2,1,2,1,1,2,2,1,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5075,3552,355,50751,2,2,2,1,1,3,4,1,2,2,2,2,2,2,4,1,1,1,1,1,4,2,3,4,2,4,1,6,1,5,3,1,3,3,1,3,6,3,2,3,4,3,3,3,1,2,1,2,1,2,2,2,8,2,2,2,1,4,2,2,1,1,2,1,1,1,1,1,1,2,3,2,3,5,1,3,4,4,2,5,3,2,4,2,7,2,4,5,1,2,2,1,2,1,2,2,2,2,2,2,6,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5078,3282,328,50781,2,3,2,3,1,4,4,1,1,1,2,2,2,2,5,1,1,1,1,1,4,3,1,1,1,3,1,2,6,6,2,1,4,3,1,2,2,4,3,3,4,3,4,4,1,1,1,2,1,2,2,2,2,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,12,2,2,1,3,5,1,4,4,4,4,4,3,1,4,2,1,1,4,5,1,2,2,2,1,2,1,1,2,2,1,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5079,3442,344,50791,2,3,1,2,1,4,1,6,2,2,2,1,2,2,4,1,1,1,1,1,4,3,3,3,3,1,2,6,2,2,3,1,2,2,2,1,1,3,2,1,3,1,5,1,2,2,2,2,2,1,1,2,5,2,2,2,1,3,1,2,2,1,2,2,1,1,1,1,12,2,2,4,1,4,1,4,4,4,3,4,1,9,2,2,1,1,3,6,3,4,3,2,2,2,2,1,2,2,2,2,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5080,3971,397,50801,1,3,3,1,1,4,4,6,2,2,2,2,2,1,3,1,1,1,1,1,3,2,1,3,6,1,6,6,11,11,4,3,5,3,2,2,5,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,5,1,2,8,2,4,1,4,4,4,4,4,1,7,2,1,2,2,4,6,2,2,2,2,2,2,1,2,2,1,1,1,20,25,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5081,3361,336,50811,1,4,3,4,2,3,3,4,2,1,1,2,2,2,4,2,1,1,2,2,1,1,1,3,2,5,3,3,5,2,1,1,4,4,1,1,1,6,2,1,1,5,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,12,1,6,2,2,5,1,4,4,2,4,2,1,4,2,1,1,2,4,6,1,2,3,2,2,1,1,2,2,2,2,2,15,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5082,3791,379,50821,2,3,1,2,1,4,1,9,2,2,2,1,2,2,4,1,1,1,1,1,4,3,2,4,4,1,2,5,1,2,4,1,2,4,2,2,3,2,4,3,2,3,4,3,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,3,3,4,1,4,4,4,4,4,3,6,2,2,1,2,4,6,1,2,2,1,1,1,1,1,2,2,1,2,3,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
5083,3953,395,50831,2,2,5,3,2,4,6,1,2,2,2,2,2,2,4,1,1,1,1,1,3,2,1,3,4,6,1,3,13,1,2,1,4,2,2,3,5,2,2,3,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,2,1,2,1,1,1,1,1,12,1,1,3,4,3,1,4,5,4,3,2,2,9,1,2,7,2,2,5,1,3,3,2,1,4,2,2,2,2,1,2,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5088,4001,400,50881,1,1,2,2,1,3,4,1,2,2,2,2,2,2,4,1,1,1,1,1,4,3,2,1,2,1,2,4,1,3,1,1,2,3,1,5,6,6,4,3,4,3,3,2,2,1,1,2,2,2,2,2,3,2,2,2,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,9,3,4,1,3,3,3,2,3,1,6,2,1,7,2,3,7,2,3,2,2,2,2,1,2,1,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5092,3981,398,50921,2,4,1,4,1,4,5,2,2,1,1,2,2,2,4,1,1,1,1,1,4,1,1,1,4,1,1,5,1,1,2,1,4,3,2,2,5,4,3,1,2,1,4,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,12,2,2,9,2,4,1,2,4,4,4,3,1,3,2,2,2,2,3,5,1,2,2,2,1,1,1,2,2,2,1,2,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5094,3291,329,50941,1,2,2,2,1,4,4,3,2,1,1,2,1,2,4,1,1,1,1,1,4,3,2,5,4,1,2,6,1,2,2,1,6,3,2,2,6,3,4,3,3,2,2,1,2,2,2,2,2,2,2,2,7,2,2,2,1,3,2,2,2,1,2,2,1,1,1,1,5,2,1,8,2,4,1,3,3,2,3,4,1,6,2,1,1,2,3,6,1,3,3,3,2,1,1,1,2,2,2,2,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5097,3261,326,50971,1,2,2,2,1,4,4,1,2,2,2,1,2,2,4,1,1,1,1,1,2,1,1,2,1,1,2,6,2,1,2,1,4,2,1,4,5,2,3,3,4,4,1,1,2,1,2,2,2,2,2,2,3,2,2,2,1,3,1,2,1,1,2,2,1,1,1,1,12,2,2,3,3,4,1,4,4,4,3,3,3,2,2,1,2,2,3,7,2,2,2,2,1,2,2,2,2,2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5098,3191,319,50981,1,1,2,2,1,3,1,6,2,2,2,2,2,2,3,1,1,1,1,1,3,1,1,1,4,5,1,2,2,2,2,1,4,4,1,2,1,2,1,1,5,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,5,1,1,1,1,1,2,2,1,1,1,12,2,3,1,2,5,2,4,4,4,4,3,1,2,2,1,1,2,3,5,3,3,3,1,1,1,1,2,1,2,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
5101,3331,333,51011,1,2,4,2,1,3,4,6,2,1,2,2,2,2,3,1,1,1,1,1,3,1,1,1,4,1,4,6,2,2,2,1,5,4,2,6,6,4,3,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,12,2,3,1,2,2,2,2,3,2,3,3,3,2,2,1,2,2,4,6,1,2,2,2,1,1,1,1,2,1,1,2,50,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
5102,3183,318,51021,2,5,2,2,1,5,1,6,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,1,3,1,5,3,1,4,2,2,2,3,3,3,2,4,3,2,1,2,1,2,2,1,2,2,2,7,2,2,2,1,3,1,1,2,1,2,1,1,1,1,2,7,2,3,2,3,3,1,3,3,4,4,4,2,7,4,2,1,2,3,6,1,4,3,3,2,2,2,1,2,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5105,3763,376,51051,1,2,1,2,1,3,4,5,2,1,1,1,2,2,5,1,1,1,1,1,4,3,1,3,4,1,5,5,4,8,3,1,4,4,1,4,6,4,5,4,3,1,3,3,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,1,2,2,3,2,1,3,2,3,1,4,4,4,4,3,6,2,2,1,1,2,4,5,1,1,2,1,1,2,1,1,2,2,2,2,5,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5106,3462,346,51061,1,3,2,3,1,5,5,1,2,2,2,2,2,2,3,1,1,1,1,1,4,2,3,2,2,1,2,5,2,8,3,1,3,2,2,4,1,3,3,3,3,3,4,4,2,1,1,1,2,2,2,2,6,2,2,2,2,3,1,1,2,1,2,1,1,1,1,1,12,2,2,1,4,4,1,4,4,4,3,4,1,2,2,1,7,2,2,5,1,3,4,2,3,2,2,2,2,2,2,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5108,3073,307,51081,1,3,2,2,2,4,4,1,2,2,2,2,2,2,4,1,1,1,1,1,3,1,1,3,2,3,6,6,1,2,1,1,6,4,5,2,6,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,1,2,1,1,1,1,2,3,2,1,2,2,3,2,2,2,2,3,2,1,6,2,1,7,2,4,6,3,4,4,2,2,1,1,1,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5109,3353,335,51091,1,1,4,1,1,4,1,5,2,2,2,2,2,2,3,1,1,1,1,1,4,4,1,3,2,1,1,6,13,2,2,1,6,2,1,3,1,2,4,1,5,1,5,1,2,2,2,2,2,2,2,2,4,1,2,2,2,3,2,1,1,1,2,2,1,1,1,1,12,2,1,7,1,5,1,1,4,4,1,5,1,4,2,1,2,2,4,6,1,4,4,4,2,1,3,1,1,2,1,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5113,3841,384,51131,1,4,1,4,1,4,1,6,2,1,1,1,2,2,4,1,1,1,1,1,3,3,1,3,2,1,1,3,1,1,3,1,3,2,2,3,2,3,1,1,4,4,4,2,1,1,1,2,2,2,1,2,4,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,5,2,1,10,3,4,1,4,3,4,3,4,1,6,2,1,7,2,4,5,1,2,2,2,1,2,2,2,2,2,1,2,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5120,3012,301,51201,2,2,2,2,1,3,1,7,2,1,2,2,2,2,3,1,1,1,1,1,3,1,1,3,2,5,4,6,1,1,1,1,3,3,3,2,5,4,4,2,1,1,3,2,2,2,2,2,2,2,2,2,3,2,1,2,1,3,1,1,1,2,2,2,2,1,1,1,12,1,2,3,2,3,2,5,5,4,4,4,1,2,4,2,7,2,4,4,1,3,4,4,2,2,1,1,2,2,2,2,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
5121,3961,396,51211,1,3,2,3,1,4,1,4,2,2,2,2,2,2,4,3,1,6,1,1,4,1,1,1,4,1,2,6,1,2,2,1,4,4,2,2,3,4,4,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,7,1,8,6,3,3,1,2,3,3,3,3,1,2,4,1,7,2,4,5,2,2,3,3,1,1,1,1,2,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5122,3214,321,51221,1,2,2,2,2,4,4,1,2,1,2,2,2,2,4,1,1,1,1,1,4,2,2,3,3,5,2,2,2,2,3,1,4,2,1,3,5,3,2,3,4,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,3,1,2,2,1,2,1,1,1,1,1,12,2,1,2,3,4,2,2,4,4,2,2,1,7,2,1,7,2,4,5,1,3,3,1,1,2,1,3,2,2,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5126,3811,381,51261,2,4,1,3,1,4,3,4,2,1,2,1,2,2,5,1,1,1,1,1,4,3,1,3,3,1,1,3,13,13,1,1,3,3,1,3,1,2,4,3,1,2,3,3,2,1,2,2,2,2,2,2,4,2,2,2,1,3,2,1,1,1,2,1,1,1,1,1,7,2,8,2,3,4,1,2,2,2,3,3,3,1,2,2,1,2,3,5,1,3,3,1,1,2,1,2,2,2,2,2,10,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5127,3354,335,51271,1,2,1,2,1,4,2,4,2,2,2,1,2,2,3,1,1,1,1,1,4,2,1,4,2,5,3,6,2,1,4,1,4,4,4,1,1,5,3,3,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,4,2,3,1,2,3,2,3,3,4,4,3,2,7,2,1,2,2,4,5,2,3,2,3,1,2,1,2,1,2,2,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5129,3333,333,51291,1,2,1,2,1,3,1,4,2,2,2,2,2,2,5,1,1,1,1,1,4,3,2,1,3,1,2,5,2,2,3,1,4,4,2,2,5,3,1,1,4,3,4,1,2,1,2,2,2,2,2,2,6,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,12,2,1,9,3,3,1,3,3,4,4,4,1,2,2,1,7,2,4,5,2,3,3,2,1,2,2,2,2,2,1,2,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5130,3772,377,51301,2,3,3,2,1,4,3,1,2,2,2,2,1,2,2,1,1,1,1,1,3,2,1,4,2,3,3,4,1,2,1,1,4,2,4,2,3,3,2,2,3,2,4,3,2,1,1,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,1,1,1,1,1,12,2,2,7,2,4,1,4,4,3,2,3,3,1,3,2,2,2,3,6,1,3,3,2,2,2,2,3,2,2,2,2,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5131,3803,380,51311,2,2,4,2,1,3,3,6,2,1,1,1,2,2,4,1,1,1,1,1,3,1,1,1,1,1,5,5,5,1,2,1,2,2,3,5,1,3,3,2,2,1,4,3,1,1,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,2,1,2,2,1,2,7,2,2,6,2,4,1,2,4,2,2,3,1,8,4,2,7,2,3,6,1,2,2,1,1,1,1,2,2,2,2,2,10,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5132,3242,324,51321,2,3,3,3,1,5,1,5,2,2,2,1,2,2,4,3,1,6,1,1,4,1,1,3,2,1,3,5,1,6,1,1,4,3,3,4,6,2,4,2,1,1,3,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,12,2,2,1,2,5,1,3,4,4,3,4,1,4,2,2,8,2,4,5,1,3,3,3,2,1,2,1,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5140,3152,315,51401,2,3,1,2,1,5,1,3,2,2,2,2,2,2,4,1,1,1,1,1,3,1,2,3,4,3,3,6,1,2,1,1,4,3,4,2,6,4,5,4,2,1,3,2,2,1,1,2,2,2,2,2,7,2,2,1,1,3,2,1,1,2,2,2,1,1,1,1,12,2,1,7,3,3,1,2,2,2,3,3,3,5,2,2,7,2,3,5,1,3,3,2,2,1,2,2,1,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5142,3682,368,51421,1,2,4,1,1,4,6,4,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,4,2,4,6,2,1,2,1,5,3,2,3,6,6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,1,1,2,2,1,2,2,2,12,1,3,1,3,2,1,4,3,4,5,2,4,1,3,1,7,2,2,6,3,1,1,4,2,3,2,2,2,1,1,1,30,10,2,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6
