BYS02001,BYS02002,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07028,BYS08008,BYS10004,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS12025,BYS20022,BYS22004,BYS22005,BYS22007,BYS22008,BYS22009,BYS22016,BYS23001,BYS24003,BYS24004,BYS26008,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYSID
1,1,3,4,3,4,4,3,3,2,1,2,4,4,4,4,4,4,5,5,5,5,5,1,5,3,8,1,3,2,5,3,5,2,3,2,5,3,3,11,3,3,3,4,4,4,1,179,62,2,2,1,2,2,3,3,4,2,3,4,6872
4,4,3,4,3,4,2,5,5,2,1,1,3,4,2,3,3,5,4,5,4,4,5,2,4,3,6,3,5,3,3,3,4,4,5,3,5,4,3,10,2,4,3,5,4,2,2,168,57,2,1,1,2,3,4,3,4,4,4,4,6873
3,4,3,2,3,4,4,4,3,1,1,1,2,3,2,3,3,4,5,4,4,5,5,1,5,3,2,2,4,4,1,3,2,2,5,3,2,3,4,2,3,4,3,4,5,4,3,167,63,1,1,1,2,5,3,4,5,4,5,5,6878
4,2,3,3,2,1,3,2,3,1,1,1,3,4,4,5,3,4,3,4,3,2,3,3,5,1,2,1,1,3,5,4,5,5,3,3,4,4,4,11,4,4,3,4,3,3,1,177,72,3,1,1,2,4,3,3,4,3,4,4,6879
3,3,3,2,3,4,2,3,4,1,1,1,4,3,4,4,4,4,4,4,4,4,4,1,5,3,6,5,4,3,5,4,5,5,4,3,5,4,4,8,4,3,3,3,4,4,3,162,46,1,2,1,2,3,3,3,4,3,3,2,6880
3,3,4,3,4,4,3,3,2,1,1,1,4,2,2,4,3,4,5,4,5,4,3,2,5,4,6,1,2,2,5,4,4,4,3,2,2,3,4,3,3,4,3,3,3,5,2,162,45,2,2,1,1,2,4,5,4,2,3,4,6881
3,4,2,3,3,3,3,3,3,2,1,2,3,2,3,2,3,4,3,4,3,2,4,5,2,1,13,2,1,1,5,4,3,3,4,4,2,4,5,3,1,3,2,3,3,3,1,162,51,2,2,2,2,4,2,2,4,3,4,3,6882
3,3,3,2,3,3,3,5,4,1,1,2,3,4,3,4,3,4,5,4,5,5,5,3,4,2,13,1,4,3,4,2,3,2,3,2,3,3,3,5,2,3,2,3,4,2,1,150,47,2,1,1,2,2,2,2,4,2,3,3,6883
2,2,3,3,1,2,1,2,1,2,1,2,4,4,4,5,3,4,5,5,5,5,4,4,4,2,2,1,3,2,1,1,4,3,3,2,3,1,4,5,3,2,3,4,3,3,1,167,74,2,1,1,2,2,3,3,3,2,3,3,6884
4,4,4,3,4,4,4,4,4,1,1,1,3,4,4,4,3,5,4,4,4,5,5,2,4,3,5,2,2,1,3,3,3,2,3,2,4,4,4,3,3,4,3,4,4,4,1,183,72,1,1,1,2,2,2,2,3,3,3,3,6887
1,2,3,3,2,3,4,4,4,2,1,1,2,2,4,4,3,4,3,4,4,3,2,3,2,2,1,5,5,4,2,2,4,4,4,4,3,4,4,11,3,3,2,2,2,3,3,161,59,3,1,1,2,4,3,3,4,3,4,4,6890
3,3,1,5,2,3,4,1,1,1,1,1,3,3,2,5,3,4,5,5,5,5,5,1,5,3,13,3,1,1,4,3,3,3,5,4,3,2,4,4,3,2,3,4,3,4,1,165,53,2,2,2,2,4,3,2,4,4,3,4,6891
3,1,2,3,3,3,3,4,3,1,1,1,2,2,2,5,2,3,4,5,5,4,5,1,4,1,13,1,1,1,2,2,3,3,3,3,3,3,5,11,2,2,2,3,3,4,3,154,43,1,2,1,2,3,3,3,5,3,4,3,6892
3,4,3,2,3,3,4,2,3,1,1,2,4,4,4,4,4,5,4,4,4,5,4,2,3,3,6,3,4,3,5,3,5,4,2,1,1,1,4,1,2,3,3,4,4,4,3,159,54,1,1,1,2,2,3,3,5,3,4,4,6893
4,3,4,5,3,2,3,3,3,1,1,2,3,3,4,5,2,5,5,5,5,5,5,2,5,3,1,2,4,4,1,1,3,3,3,3,5,5,3,2,4,4,2,5,5,3,3,165,65,1,1,1,2,2,3,3,4,2,3,3,6894
4,4,3,4,4,3,5,4,5,1,1,1,4,3,2,5,4,5,4,1,3,2,1,1,4,2,12,2,4,3,5,2,5,3,2,1,5,5,5,5,4,3,3,5,4,2,4,158,47,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6895
4,3,5,3,4,4,3,4,3,1,1,1,3,4,4,5,3,5,4,5,5,4,4,2,3,3,13,4,3,3,5,4,5,3,5,4,5,4,5,7,3,3,3,4,4,4,4,170,65,1,1,1,2,1,3,4,5,4,4,4,6896
4,4,3,3,4,5,5,3,4,2,1,1,3,3,3,4,3,4,4,4,3,4,4,3,3,1,2,5,4,4,4,4,3,3,4,4,5,5,3,10,3,3,2,4,4,3,2,172,65,1,1,1,2,3,4,4,4,2,4,5,6898
3,2,4,3,2,1,2,2,2,1,2,1,4,4,3,5,1,5,5,5,4,5,5,1,5,3,6,6,2,2,5,5,5,4,5,4,5,5,3,11,4,3,1,5,4,5,1,182,70,2,1,1,2,3,3,3,4,2,4,5,6900
3,3,2,3,3,2,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,4,3,2,2,2,3,4,3,2,2,1,1,4,2,3,1,2,2,4,3,3,2,1,174,77,3,1,1,2,2,2,2,3,3,3,4,6902
3,3,3,4,3,1,2,2,5,1,1,1,2,2,2,3,3,3,5,5,4,5,5,1,5,4,4,2,2,2,1,1,1,1,1,1,5,5,4,1,2,2,2,4,4,2,1,173,74,2,1,1,2,2,2,2,3,4,2,5,6904
3,3,1,3,3,3,4,3,3,2,2,2,3,4,2,4,3,3,3,3,3,4,3,3,3,3,2,1,3,2,2,3,2,1,1,1,2,2,4,11,1,1,3,3,3,2,3,176,83,3,1,1,2,4,3,5,5,2,5,5,6905
3,3,3,3,3,3,4,4,3,1,1,1,3,3,2,5,3,5,5,4,5,4,4,1,5,2,13,2,2,1,3,3,5,3,3,3,4,3,3,5,3,2,3,5,4,3,1,168,51,2,1,1,2,3,3,2,5,3,5,4,6907
4,4,3,4,4,2,3,2,2,1,1,1,5,4,3,5,4,4,5,4,5,5,3,2,5,3,6,4,1,1,5,4,4,3,3,3,4,3,3,11,4,3,3,3,3,3,3,158,55,2,1,1,2,4,3,3,3,3,4,4,6910
4,4,4,4,4,4,5,4,4,2,1,2,2,5,4,5,4,5,4,5,5,5,5,1,5,3,5,5,5,4,5,4,5,4,5,4,4,2,4,11,4,4,3,4,5,4,1,165,60,2,2,1,2,2,2,4,4,3,4,4,6914
2,2,2,3,2,2,3,2,2,1,2,1,3,3,3,5,3,5,4,5,3,3,4,2,4,4,13,2,3,3,3,3,4,4,2,2,3,3,3,1,3,3,3,4,3,3,3,169,69,3,1,1,2,3,3,3,4,3,4,4,6916
2,5,3,3,3,3,4,4,3,1,1,1,2,2,2,3,3,3,5,5,5,5,5,1,5,3,13,2,1,1,4,4,5,4,1,1,2,1,5,8,4,3,4,4,5,5,3,155,53,2,1,1,2,4,3,3,4,3,4,5,6917
4,4,4,3,3,3,2,2,3,2,1,2,4,3,4,5,3,5,5,5,5,5,4,2,4,3,13,1,4,3,2,2,3,2,1,1,2,2,4,11,3,3,4,4,4,4,4,166,53,2,1,1,2,3,4,3,3,3,3,3,6918
3,3,1,3,3,3,3,4,3,1,2,1,4,3,3,4,3,3,4,3,3,4,4,2,3,1,8,1,1,1,3,3,5,4,4,2,5,5,4,7,4,3,3,3,3,2,4,165,60,2,1,1,2,3,3,3,4,3,4,4,6919
4,2,1,4,1,1,1,1,1,2,1,2,2,5,5,5,1,4,4,3,4,4,4,3,5,2,3,2,1,1,5,5,2,2,2,2,5,5,1,7,5,5,1,5,5,5,4,172,60,2,2,1,2,3,3,3,4,3,4,4,6921
3,3,2,3,3,3,2,3,3,1,1,1,3,3,2,3,3,4,3,5,4,4,4,4,3,2,2,1,4,4,4,4,2,1,4,4,2,2,4,2,2,2,3,3,3,4,4,173,65,2,1,1,2,4,3,3,4,4,4,4,6922
3,3,3,4,3,3,3,4,3,2,1,1,3,4,4,5,3,4,5,4,3,3,5,1,3,3,13,1,3,3,3,3,3,3,2,2,5,5,2,3,4,3,3,5,3,4,1,178,71,2,1,2,2,4,3,4,4,1,4,4,6925
2,3,3,3,4,3,4,4,4,2,2,2,4,3,3,4,3,4,4,3,3,4,3,3,3,2,2,3,4,3,3,3,4,3,4,3,4,3,3,1,3,3,3,4,3,3,1,174,89,2,1,1,2,2,2,3,3,3,3,3,6926
3,2,3,3,2,3,1,1,3,1,1,2,2,3,2,3,3,4,3,4,4,2,3,4,3,3,1,1,3,2,4,3,5,3,3,2,5,4,3,11,4,3,3,4,3,3,4,187,95,2,1,1,2,3,4,4,4,3,4,4,6927
2,1,2,4,2,3,4,3,3,2,2,2,3,4,3,2,3,5,4,3,3,4,4,3,5,1,3,3,3,1,3,3,1,1,1,1,1,1,4,11,1,1,2,3,3,3,1,172,57,2,1,1,2,3,3,3,3,3,3,3,6935
4,3,3,3,4,3,4,3,3,2,1,2,3,3,4,4,3,4,4,5,4,4,4,3,3,3,8,2,4,3,1,2,2,2,2,2,3,2,3,6,4,3,3,4,3,2,3,160,52,3,1,1,2,3,2,2,4,3,4,4,6936
4,3,4,4,5,5,3,3,5,1,1,1,3,4,2,4,3,5,5,4,5,5,5,1,5,3,6,5,3,2,4,3,5,5,5,5,3,4,5,11,3,3,4,4,4,4,1,166,66,3,1,2,2,4,3,3,4,3,3,5,6937
4,3,5,3,3,3,4,4,4,1,1,1,5,4,3,5,4,5,3,5,5,4,3,3,5,2,14,1,1,1,5,5,3,3,3,3,5,5,1,1,3,5,5,5,5,4,3,171,76,1,1,1,2,3,4,5,4,4,4,4,6938
2,2,2,3,2,3,4,5,4,2,1,2,4,4,4,4,2,3,4,4,3,4,4,2,4,2,6,2,3,3,5,5,3,2,3,3,3,5,4,11,3,3,2,3,3,3,1,170,55,2,1,1,2,3,3,3,4,2,3,3,6941
4,4,3,2,3,4,4,4,3,1,1,1,4,3,3,3,3,4,5,5,5,5,5,1,5,3,2,1,3,3,4,4,4,4,3,3,3,2,5,3,3,4,3,4,4,4,1,152,49,2,1,1,2,5,3,4,4,3,3,5,6942
4,4,5,4,4,4,3,5,5,1,1,1,4,4,3,5,3,4,5,5,5,5,5,1,5,3,5,2,1,1,5,4,2,2,3,3,3,3,4,2,3,3,3,4,4,3,1,155,55,2,1,1,2,4,3,3,5,4,4,5,6943
3,3,1,3,2,2,3,2,2,1,1,1,3,3,4,5,2,5,3,5,4,4,5,3,3,3,13,4,3,3,5,5,5,5,5,3,4,4,5,2,3,4,2,5,5,5,4,165,80,3,1,1,2,4,2,3,4,2,4,5,6946
4,4,4,3,4,4,4,3,4,1,1,1,3,4,3,4,3,4,4,5,4,4,4,1,4,4,3,2,3,3,2,2,2,2,2,2,3,3,4,11,3,3,3,4,4,4,1,169,58,2,1,1,2,3,3,3,3,3,3,4,6947
3,3,3,3,3,3,4,2,2,1,1,1,3,4,4,3,3,5,5,4,5,3,5,1,5,3,2,2,5,5,5,5,5,5,1,1,5,5,4,2,4,4,4,5,2,2,1,168,50,1,3,3,2,3,3,3,3,3,3,3,6948
4,2,1,3,1,3,4,4,2,1,1,1,3,2,2,3,3,3,3,4,4,4,4,3,4,2,13,2,4,3,4,4,3,3,3,3,3,2,4,11,3,3,2,4,3,2,3,167,60,2,3,1,2,4,2,3,4,3,3,3,6949
3,3,4,3,2,3,1,2,3,1,1,1,4,4,4,5,4,5,4,4,5,4,4,2,4,2,13,1,1,1,4,3,4,4,1,1,3,3,4,5,3,4,3,4,4,2,1,164,52,3,1,1,2,3,3,5,3,3,4,5,6950
4,2,3,3,4,2,2,4,4,1,1,1,4,2,3,4,2,4,3,4,4,3,3,3,4,2,2,1,2,2,2,2,3,2,4,5,2,2,4,2,2,3,2,4,4,2,1,153,58,4,1,1,2,3,3,3,4,3,4,4,6952
5,4,3,3,4,3,2,5,4,1,1,1,3,3,3,5,3,5,5,4,4,3,4,1,5,1,2,1,2,2,3,3,2,2,1,1,4,3,4,11,3,3,3,5,4,2,1,156,73,4,1,1,2,2,4,3,4,3,4,4,6955
3,3,2,3,1,2,3,4,3,1,1,1,3,4,3,5,3,5,4,5,5,5,3,4,4,1,13,1,3,1,1,2,2,4,3,4,3,3,4,5,3,3,3,4,4,3,3,155,49,2,1,1,2,4,3,3,4,3,4,4,6956
5,4,3,2,3,4,2,2,4,1,1,1,4,4,5,5,4,5,5,4,5,5,5,1,5,1,13,3,1,1,4,4,2,2,2,1,5,4,5,1,4,5,5,5,5,4,1,175,71,1,1,1,2,4,3,4,4,5,4,4,6957
4,3,1,3,2,2,3,1,1,1,1,1,4,5,4,3,5,4,3,4,4,4,5,2,3,2,14,2,2,2,4,3,5,4,2,2,3,1,4,2,3,3,3,4,4,3,1,159,48,2,1,1,2,3,3,2,4,5,3,3,6958
4,3,3,2,3,4,4,1,3,2,2,2,3,3,3,4,3,5,5,3,5,4,4,1,4,3,4,1,4,2,4,3,3,3,3,3,5,5,4,7,3,3,3,5,5,3,1,173,54,2,1,1,2,2,3,3,4,3,5,4,6959
3,3,3,3,3,4,3,4,4,1,1,2,5,3,3,4,3,4,3,4,3,3,2,2,3,1,2,1,2,3,2,3,1,1,4,3,1,1,1,1,2,2,2,3,3,3,1,160,65,2,2,1,2,3,3,3,3,3,3,3,6960
4,3,3,3,3,4,4,5,3,1,1,1,2,4,4,5,3,5,3,5,4,3,4,4,5,2,8,3,1,1,5,4,1,1,1,1,5,5,4,2,4,4,3,5,3,4,3,180,72,2,1,1,2,2,3,3,4,3,3,4,6962
4,3,3,3,3,1,4,2,3,2,2,2,3,3,3,2,2,3,3,5,5,2,1,2,3,1,12,2,3,3,4,3,3,3,3,2,4,4,3,3,4,3,3,3,5,3,3,153,43,1,1,1,2,3,5,3,4,3,4,4,6965
2,3,3,3,4,2,4,3,3,1,1,1,3,4,3,4,3,4,4,4,3,5,4,2,5,3,2,1,1,1,4,3,4,2,5,4,3,2,5,11,2,2,3,3,3,3,1,174,60,2,1,1,2,2,2,2,4,3,4,5,6966
4,3,4,4,3,4,3,4,2,1,1,1,3,4,2,3,3,4,5,5,4,5,5,1,4,4,4,3,3,2,1,1,1,1,1,1,3,3,4,11,3,2,3,4,3,4,1,176,70,1,1,1,2,3,3,3,4,3,4,5,6967
4,2,3,3,4,3,4,2,4,1,1,1,3,4,3,4,3,3,4,3,4,4,4,2,2,4,4,1,2,2,1,1,5,5,5,5,5,5,4,1,4,3,3,3,4,4,1,173,64,1,1,1,2,3,4,3,3,3,3,3,6969
3,2,2,3,3,4,2,1,3,2,1,1,2,3,2,4,3,4,4,3,3,3,2,2,4,3,4,2,4,4,4,2,5,3,4,3,5,4,4,11,2,1,2,2,3,2,3,187,114,4,1,1,2,2,3,3,4,3,3,4,6971
3,4,4,4,3,3,2,3,3,2,1,2,3,2,3,3,3,4,4,4,4,3,4,3,4,2,2,2,4,3,3,3,4,3,3,3,2,2,3,2,2,2,3,3,3,4,1,166,50,2,2,1,2,2,3,3,4,2,4,4,6972
3,3,3,2,2,1,3,2,2,1,1,1,3,4,3,5,3,3,5,5,5,5,5,2,5,4,12,1,2,2,2,2,4,2,2,1,4,4,4,4,4,3,3,3,3,3,4,165,51,2,2,1,2,4,4,4,4,3,5,5,6974
4,4,3,3,3,3,3,3,3,2,2,2,3,5,4,3,3,5,5,4,5,4,5,2,4,3,14,2,3,3,3,2,5,4,3,3,5,5,3,11,5,4,3,5,4,3,3,160,59,2,1,1,2,2,2,2,3,2,3,4,6977
3,3,2,2,2,2,3,2,5,1,2,1,4,3,3,4,4,3,5,3,5,4,5,1,5,4,10,1,3,3,2,2,4,3,4,4,3,3,4,5,3,3,4,3,3,4,4,177,72,1,1,1,2,4,4,4,4,3,4,4,6978
4,3,3,3,4,3,3,2,3,2,1,2,3,3,3,4,4,4,5,5,4,5,4,1,5,3,2,1,1,1,5,4,4,3,3,3,2,2,4,5,2,2,3,4,4,4,3,155,38,2,1,1,2,3,3,3,4,3,4,4,6979
3,3,3,3,4,5,5,5,4,1,1,2,4,4,2,3,3,5,5,5,5,5,5,1,5,4,1,1,4,3,5,4,4,3,5,4,4,3,3,11,3,3,4,5,4,3,1,175,65,2,1,1,2,3,3,4,3,3,4,4,6982
3,4,3,3,4,3,3,2,3,1,1,1,3,4,4,4,3,4,4,4,4,3,4,2,4,3,1,2,2,2,3,3,3,3,3,3,2,3,3,5,2,3,3,3,3,3,1,162,52,2,1,1,1,2,4,4,4,4,5,5,6983
4,3,3,4,5,5,5,4,4,2,1,2,3,3,3,4,3,4,4,3,3,3,3,2,3,2,13,1,4,3,3,3,4,3,4,2,5,5,4,11,3,3,2,5,4,3,1,168,45,1,1,1,2,2,4,4,4,4,4,5,6984
4,4,3,5,4,5,3,4,4,2,2,2,3,2,2,5,3,4,5,5,5,5,4,1,4,3,6,4,5,4,1,1,5,5,5,3,4,4,4,11,4,5,3,4,4,3,3,160,56,2,1,1,2,3,5,3,4,2,3,4,6985
3,4,3,2,3,2,3,3,4,1,1,2,3,4,4,5,4,4,4,4,4,4,4,2,5,3,1,2,5,3,2,2,4,2,3,2,5,3,4,11,2,3,3,3,3,2,1,165,58,2,1,1,2,4,3,3,4,3,3,4,6990
3,3,2,3,2,3,3,1,3,1,1,1,4,5,5,5,3,5,5,5,5,4,4,2,5,3,2,1,3,2,5,4,2,1,1,1,5,3,5,4,2,3,3,5,5,1,1,177,64,2,1,1,2,4,2,3,4,3,4,5,6991
3,3,3,4,3,3,3,3,3,2,1,2,3,3,3,4,3,4,5,4,4,4,4,3,4,3,3,1,2,2,4,3,2,3,2,2,3,2,4,11,3,3,3,4,4,3,1,176,87,2,1,1,2,3,2,3,3,4,3,4,6992
4,3,3,4,4,3,4,4,3,2,1,2,3,4,3,4,3,4,4,4,4,4,4,2,4,3,8,2,4,3,4,2,4,3,3,2,5,4,4,11,4,3,3,4,4,3,1,183,78,2,1,1,2,4,4,4,4,3,4,4,6994
4,4,5,3,4,4,4,3,3,1,1,1,4,4,3,4,3,4,5,5,5,5,5,2,5,2,6,1,4,5,3,3,4,2,1,2,5,5,5,2,3,3,3,4,3,4,1,164,59,2,2,1,2,5,3,3,5,2,4,3,6995
3,2,3,2,3,3,4,2,2,1,1,1,4,4,5,4,2,5,3,4,5,4,4,4,5,1,2,1,5,3,1,1,5,3,2,3,2,2,5,5,1,1,3,3,3,4,3,166,50,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6999
2,2,2,4,4,5,4,4,4,1,1,1,2,3,2,4,3,4,5,5,5,5,4,1,4,3,13,1,1,1,3,2,4,3,2,2,3,2,3,2,4,4,3,5,4,2,4,168,69,3,1,1,2,2,4,4,3,3,4,5,7000
3,3,1,3,3,3,1,2,3,2,2,2,3,3,3,3,2,4,4,3,4,3,3,4,5,1,12,1,3,2,2,2,1,1,1,1,2,2,2,11,2,2,2,3,3,3,1,175,95,1,1,1,2,3,2,2,3,2,3,4,3001
3,3,3,3,3,2,3,2,3,1,1,1,3,3,3,4,2,5,5,5,5,5,4,1,5,4,13,1,2,3,2,3,5,5,5,4,3,3,4,6,3,3,3,5,4,5,1,165,60,1,1,1,2,3,3,3,4,3,3,4,3003
3,3,3,3,5,4,2,3,4,1,2,2,2,2,2,3,3,3,4,4,4,4,4,2,3,3,1,1,3,3,3,4,2,2,3,4,3,3,3,1,2,2,3,3,3,2,1,172,58,2,1,1,2,2,2,2,2,2,3,3,3005
4,4,2,3,3,4,4,2,4,1,1,2,4,3,3,4,3,5,4,5,4,4,4,2,5,4,2,1,3,3,2,3,3,3,3,3,4,4,3,3,3,4,3,4,4,3,1,170,55,2,1,1,2,3,4,3,4,3,4,4,3006
4,4,3,3,2,2,3,3,2,1,2,1,2,4,3,4,3,4,3,5,3,3,3,3,3,1,11,1,1,2,3,3,4,4,4,3,5,5,3,9,4,4,2,5,4,4,3,174,65,2,2,1,2,2,4,3,4,3,4,2,3012
3,3,2,3,3,4,4,5,3,2,1,2,3,3,3,4,3,5,4,4,3,5,4,1,3,2,2,1,5,4,3,3,5,3,1,2,5,3,3,1,3,4,2,4,5,5,1,169,64,1,2,1,2,4,2,2,3,3,4,5,3013
3,3,3,3,4,3,4,3,4,2,2,1,3,2,3,3,3,4,3,3,2,3,3,3,3,3,2,1,-4,-4,-4,-4,-4,-4,3,3,-4,-4,3,11,3,2,2,3,3,3,1,170,58,2,2,2,2,1,3,3,3,1,4,4,3015
3,3,2,2,2,3,2,2,2,1,1,1,3,4,5,4,3,4,5,4,4,5,5,1,5,3,2,2,1,2,1,2,1,1,4,3,4,3,4,2,3,3,3,4,3,3,3,157,49,2,1,1,2,3,3,2,3,3,3,4,3016
3,3,2,3,4,4,2,4,4,2,1,1,2,2,2,4,2,3,4,5,4,4,4,2,4,2,2,1,1,1,2,1,3,2,3,3,3,3,4,2,2,2,3,4,4,2,1,155,49,3,2,1,2,2,2,2,4,3,2,5,3017
3,2,1,5,1,1,1,1,2,1,2,2,3,3,3,4,1,5,4,4,1,5,4,4,4,1,4,1,1,1,3,3,4,4,2,2,5,5,2,3,3,4,1,5,5,2,4,165,58,2,1,1,2,3,3,3,3,3,3,3,3018
4,4,3,3,4,3,3,2,2,1,1,1,3,4,3,5,4,3,4,4,4,3,3,3,4,2,4,1,3,2,1,1,1,1,1,1,5,3,1,3,2,2,2,5,3,3,1,177,57,2,2,1,2,5,3,3,4,3,4,4,3019
3,3,4,4,3,4,3,3,4,2,1,2,2,4,3,5,3,4,-5,-5,-5,-5,-5,-5,-5,2,11,5,2,2,4,3,4,3,1,1,4,4,3,7,4,3,3,4,4,4,3,174,57,2,1,1,2,3,5,4,4,3,5,4,3020
3,2,2,5,2,3,2,2,3,2,2,2,3,4,3,3,2,5,4,3,5,4,3,3,4,2,10,1,2,2,3,3,4,3,3,3,4,4,3,2,4,3,2,5,3,4,1,160,50,2,1,1,2,4,3,3,4,2,4,4,3021
4,3,3,3,3,4,2,3,2,2,1,2,3,4,2,5,3,4,4,4,4,5,4,4,5,2,1,1,1,1,2,3,4,3,4,4,4,4,3,11,4,3,3,4,4,4,3,158,55,2,2,2,2,3,3,2,3,2,4,3,3022
4,3,1,3,4,3,3,3,2,2,2,2,3,4,3,5,1,5,4,5,3,2,3,4,4,1,4,1,2,2,4,3,2,2,2,2,5,5,4,2,4,3,2,5,4,4,1,172,63,1,1,1,2,4,4,4,4,3,4,5,3023
3,3,3,3,3,3,3,4,3,1,1,1,5,5,5,5,4,4,5,5,5,5,4,1,4,2,13,2,1,1,2,2,3,3,3,2,4,3,4,11,3,2,1,3,4,3,3,178,70,2,1,1,2,3,3,3,4,3,4,4,3024
4,4,2,3,3,4,2,3,4,1,1,1,4,5,3,4,3,4,3,4,4,4,2,3,4,3,12,2,4,3,4,3,2,2,2,2,4,4,4,2,4,3,2,4,4,2,1,176,60,2,1,1,2,4,3,3,4,2,4,5,3025
3,3,2,4,3,4,3,4,2,1,1,1,3,3,3,4,4,4,5,5,5,5,5,2,4,3,2,1,2,2,4,3,3,3,2,2,4,4,3,2,4,3,3,3,3,3,1,158,50,2,1,1,1,3,4,4,4,5,4,4,3026
3,3,2,2,3,3,2,3,3,2,1,2,2,2,3,4,3,4,4,4,4,3,2,2,4,1,2,2,4,3,3,2,3,2,2,2,4,3,4,8,3,2,3,3,4,3,1,168,66,2,1,1,2,4,3,3,4,4,4,4,3027
2,2,2,4,2,2,2,3,3,2,1,2,3,4,4,4,3,4,4,4,4,3,4,4,4,3,2,1,4,3,3,3,4,3,2,2,3,2,4,4,2,2,3,4,3,2,4,159,55,3,1,1,2,4,2,2,4,3,3,3,3030
3,3,3,3,3,4,4,4,2,1,2,2,3,2,4,4,3,4,3,2,2,2,4,1,4,3,2,2,3,2,3,3,2,2,2,2,4,4,3,1,3,3,3,3,3,4,1,167,88,1,1,2,2,2,2,2,3,3,3,4,3035
5,5,4,3,4,4,2,2,2,1,1,2,2,3,3,3,3,3,5,5,5,5,5,1,5,3,14,2,3,3,4,4,3,3,1,1,5,5,3,2,5,4,2,4,5,4,4,172,60,2,1,1,2,3,3,3,4,2,4,4,3036
1,2,2,2,4,4,4,4,3,1,2,1,3,3,3,3,3,2,4,5,4,4,3,2,5,3,2,2,3,2,2,2,2,2,5,4,2,2,3,11,3,3,3,3,2,3,1,169,66,2,2,2,2,2,4,2,4,2,2,3,3038
3,2,1,3,3,4,3,3,3,1,1,2,3,2,2,4,3,3,4,4,3,5,4,1,3,3,11,1,4,3,3,2,5,3,5,3,5,4,4,5,5,4,2,5,4,2,1,162,50,2,1,1,2,4,4,4,4,3,4,5,3039
4,4,4,3,5,5,1,5,5,1,1,1,3,3,3,4,2,4,3,4,4,4,4,3,4,3,13,1,3,3,5,4,3,3,2,2,4,4,2,11,3,3,2,4,4,3,1,159,58,2,2,1,2,4,3,3,3,3,4,4,3043
4,3,4,5,4,4,4,2,2,1,1,1,5,3,4,5,3,4,4,4,4,5,5,3,3,3,8,1,2,2,3,3,4,3,4,2,1,2,4,5,3,4,3,4,4,3,3,167,58,2,1,1,2,4,4,3,5,4,4,5,3044
5,2,3,3,3,3,3,3,2,2,1,2,2,2,2,4,1,4,5,4,4,5,4,2,5,3,10,1,1,1,3,3,3,-2,3,2,2,2,4,2,2,2,2,4,4,3,1,162,51,2,2,2,2,2,2,2,3,2,3,5,3046
3,2,1,2,3,4,2,2,3,2,1,1,4,2,2,4,3,4,5,5,5,5,5,2,5,4,2,1,1,1,1,1,4,3,5,5,3,5,3,1,4,4,4,5,5,3,1,176,60,2,2,1,2,2,4,2,1,3,3,2,3048
2,2,1,3,3,4,2,2,3,2,1,2,3,3,2,5,3,5,3,4,4,3,3,2,3,2,13,2,5,5,3,3,4,3,5,5,2,2,4,4,2,2,2,3,3,3,1,156,48,3,1,1,2,4,4,3,5,4,3,4,3049
4,4,2,5,2,2,1,1,1,1,1,1,3,2,4,4,5,5,-5,-5,-5,-5,-5,-5,-5,4,-5,2,2,2,3,3,3,4,2,2,4,4,4,1,4,4,3,5,5,5,4,178,69,1,1,1,2,4,2,3,4,1,4,5,3051
1,2,1,2,2,2,2,1,2,1,1,1,1,3,3,5,3,4,3,3,4,5,2,3,4,1,13,2,1,1,1,1,4,3,5,5,3,2,3,2,3,3,3,4,2,5,4,164,56,2,3,1,1,2,2,2,4,2,2,3,3053
3,3,3,4,2,2,3,2,2,1,1,1,3,3,4,4,2,4,3,4,2,2,2,3,4,1,6,2,1,1,1,1,5,5,5,5,4,4,3,3,4,4,4,4,4,4,3,180,65,1,2,2,2,3,2,2,3,2,3,3,3056
5,4,2,5,5,4,5,4,5,1,1,1,4,4,3,3,4,4,5,4,5,5,5,1,5,2,1,1,3,2,3,3,5,5,3,3,3,3,3,2,5,4,4,4,3,2,2,156,52,2,1,1,2,2,4,2,4,3,5,5,3057
3,1,2,3,3,3,3,2,2,2,1,2,4,3,3,4,3,3,3,3,3,3,3,3,3,1,8,1,3,3,3,3,4,2,3,3,3,3,4,6,3,3,2,3,3,2,1,167,55,3,1,1,2,3,3,3,4,2,3,4,3059
4,3,3,3,3,4,4,3,3,1,1,1,3,3,3,3,3,5,5,5,5,5,3,1,5,4,4,2,4,3,3,3,3,3,3,3,4,4,3,11,3,3,3,5,4,4,4,160,50,2,1,1,2,3,2,3,3,3,4,4,3061
