BYS02001,BYS02002,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07028,BYS08008,BYS10004,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS12025,BYS20022,BYS22004,BYS22005,BYS22007,BYS22008,BYS22009,BYS22016,BYS23001,BYS24003,BYS24004,BYS26008,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYSID
3,3,3,4,3,3,4,2,3,2,1,2,3,4,3,3,3,4,4,5,4,5,4,4,3,4,12,1,3,2,4,4,4,3,4,3,2,2,4,2,3,3,3,3,3,3,1,143,37,2,1,1,2,1,2,3,3,3,3,3,1748
4,5,4,5,3,1,2,1,1,1,1,1,2,2,3,4,4,4,5,5,5,5,4,2,5,3,13,4,3,4,2,4,4,4,5,5,5,5,3,1,2,3,4,4,3,3,3,165,50,1,1,1,2,3,4,5,4,4,4,4,1752
3,2,3,3,3,2,1,3,4,1,1,1,4,4,4,3,3,4,5,5,5,5,5,1,5,3,14,1,2,1,3,3,4,3,1,1,1,2,3,2,3,2,3,5,3,3,4,153,40,2,1,1,2,2,3,2,3,3,3,3,1754
4,3,3,4,3,4,4,4,2,1,1,1,4,4,3,4,3,4,5,5,5,4,4,1,4,3,1,3,2,2,3,3,3,3,3,2,5,4,4,1,2,3,3,4,3,3,4,172,83,2,1,1,2,2,3,3,4,3,5,5,1755
3,3,3,3,3,1,4,2,2,2,2,2,3,3,3,3,3,5,5,5,5,3,3,3,3,1,1,2,1,1,1,1,3,2,4,1,3,2,4,1,1,1,1,1,1,1,3,164,55,1,1,1,2,3,3,2,3,3,4,4,1756
2,3,1,5,3,2,3,2,3,2,1,2,3,3,3,4,3,4,4,4,4,4,4,4,3,2,13,1,1,3,1,2,3,3,2,3,3,2,4,3,2,3,3,4,2,3,3,150,45,3,1,1,2,4,3,3,4,3,4,4,1759
3,3,3,5,4,3,3,4,3,1,1,1,3,4,3,4,2,4,-5,-5,-5,-5,-5,-5,-5,3,10,3,3,3,3,3,4,3,4,3,4,4,3,1,3,3,2,4,3,3,1,164,53,2,1,1,2,3,3,2,3,2,3,3,1760
4,3,4,4,3,3,1,4,3,2,1,1,4,4,3,3,3,4,3,2,3,2,2,2,2,3,3,2,4,3,4,3,4,3,4,4,4,4,2,3,2,2,2,4,4,2,4,168,65,3,1,1,2,1,2,2,3,1,2,4,1761
3,3,3,3,4,3,2,3,3,2,2,2,3,5,4,3,3,4,4,3,3,4,4,2,4,2,2,3,4,4,2,2,4,3,2,2,2,2,4,4,2,2,2,3,3,3,1,158,45,2,1,1,2,3,3,3,4,3,5,4,1767
4,4,4,4,4,4,5,4,4,2,1,1,4,2,3,4,4,5,5,5,4,5,5,1,5,4,8,2,3,2,4,3,5,4,4,3,4,4,4,2,3,3,3,5,4,4,1,160,47,3,2,1,2,3,3,3,4,3,4,4,1768
4,5,3,2,4,2,3,4,4,2,1,1,3,2,2,4,3,3,2,3,3,3,2,1,5,4,2,1,2,2,3,3,4,2,4,4,5,4,4,1,2,2,3,4,3,3,4,167,57,1,1,1,2,2,2,2,3,2,3,4,1772
3,3,3,3,2,3,3,3,3,1,2,1,4,2,3,4,3,4,4,4,3,5,5,2,3,3,4,2,2,2,3,3,3,3,4,3,3,3,2,2,2,3,3,4,3,3,1,159,50,2,1,1,2,3,3,3,4,3,4,5,1773
4,3,3,4,3,3,1,4,3,2,1,2,4,3,5,4,3,5,2,5,3,5,4,2,3,3,13,2,2,1,1,1,2,2,3,3,1,1,4,11,2,2,3,3,3,3,1,161,47,2,1,1,2,4,3,3,4,3,3,5,1776
4,2,1,4,3,3,3,4,4,2,2,2,3,2,3,2,4,3,5,5,4,3,3,4,4,2,12,1,2,2,3,2,4,3,3,3,5,4,4,5,2,3,4,3,3,3,4,152,45,2,1,1,2,3,3,4,5,4,3,5,1778
4,3,4,5,3,4,4,3,3,1,1,2,4,4,3,4,5,4,3,5,3,5,4,4,3,3,13,2,4,3,4,3,5,4,4,2,4,2,3,2,2,2,3,4,3,4,1,158,45,3,2,2,2,2,3,2,4,2,4,4,1779
4,3,3,2,1,4,5,2,3,1,1,1,3,2,3,4,5,4,3,3,2,3,2,2,3,1,4,4,4,3,5,5,2,3,2,2,5,5,1,1,4,3,3,5,4,4,2,171,55,2,1,1,2,5,3,4,4,2,4,5,1780
4,4,3,2,3,3,4,3,4,2,1,1,3,4,2,4,3,4,5,4,5,5,3,1,5,5,4,1,4,2,4,3,1,1,2,1,5,5,3,9,3,1,3,4,4,5,4,173,56,2,1,1,2,4,1,1,4,4,3,5,1781
4,4,4,5,3,3,4,4,3,2,2,1,3,4,4,4,4,4,5,4,4,5,4,1,5,3,14,2,2,1,2,1,3,3,2,2,5,4,3,11,4,4,3,5,3,4,1,175,65,2,1,1,2,2,3,3,4,1,4,4,1783
3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,5,3,4,5,5,5,5,5,2,5,4,12,4,4,4,3,2,5,5,4,3,3,2,3,2,3,3,3,4,4,3,3,165,75,2,1,1,2,4,2,3,4,4,4,5,1789
3,2,2,5,2,4,3,4,3,2,1,2,3,4,3,2,2,5,3,4,3,4,4,2,3,3,1,1,4,4,2,2,3,3,3,3,4,4,3,7,4,4,2,4,3,3,1,155,36,1,1,1,2,3,3,3,3,3,4,4,1790
4,3,3,4,2,1,2,1,2,2,2,2,4,5,3,5,3,5,3,5,4,4,3,5,4,3,1,2,5,4,5,4,3,3,2,3,5,5,5,1,5,3,3,5,4,3,3,178,70,2,1,1,2,4,4,3,3,3,4,4,1791
3,3,4,4,3,2,3,3,3,2,1,1,2,3,3,3,3,4,4,4,3,4,5,2,4,4,8,2,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,5,3,4,4,165,47,2,1,1,2,2,2,2,4,1,2,4,1792
3,3,3,4,2,2,3,2,3,1,1,1,3,3,2,4,3,5,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,4,3,4,1,175,67,1,1,1,2,2,4,4,3,2,4,4,1793
4,3,3,3,2,4,3,5,3,2,1,1,3,3,3,4,3,4,4,4,4,4,4,3,4,3,2,1,3,4,5,5,1,2,2,2,3,3,3,2,3,3,3,4,4,3,1,160,45,2,1,1,2,3,2,4,4,3,4,4,1795
3,3,2,3,2,3,2,2,3,2,2,2,3,2,4,3,3,5,4,5,3,5,4,3,4,5,10,5,4,4,3,3,5,5,5,5,5,5,3,2,4,4,3,5,3,4,4,171,76,2,1,1,2,3,2,2,3,3,4,3,1797
3,4,3,4,3,3,2,2,3,1,1,1,4,3,3,4,3,4,3,3,3,3,3,3,3,4,2,3,4,3,4,4,3,4,3,3,3,3,4,6,3,3,3,4,3,4,3,159,43,1,1,1,2,4,4,4,4,4,4,5,1798
4,3,3,3,3,3,4,3,3,1,1,1,2,3,2,3,3,4,-5,-5,-5,-5,-5,-5,-5,3,4,2,3,2,2,2,3,2,3,3,5,5,3,3,3,2,2,4,3,3,1,162,53,1,3,1,2,2,2,2,2,2,4,3,1801
4,3,3,3,4,1,4,2,4,1,1,1,2,3,3,5,3,4,4,3,4,3,4,2,4,2,4,2,4,3,3,2,1,1,1,1,5,5,1,7,4,3,3,4,3,3,3,165,48,2,1,1,2,2,3,3,3,3,4,3,1802
3,3,2,3,2,2,3,3,3,2,1,2,3,3,3,3,3,4,4,4,4,4,3,2,3,3,2,1,3,2,3,2,3,2,3,2,4,4,3,5,3,3,2,3,3,3,1,176,60,2,1,1,2,2,2,2,3,3,3,3,1804
4,3,3,4,4,4,4,4,4,2,1,2,3,4,3,4,3,4,4,3,4,4,3,2,3,4,2,2,3,3,3,3,4,4,4,4,4,4,2,1,4,3,3,4,3,3,3,167,48,2,1,1,2,3,3,3,3,3,3,3,1805
3,3,4,3,3,4,3,3,4,2,2,1,4,3,3,4,3,4,4,4,4,4,3,3,4,3,1,2,3,3,2,2,4,3,4,4,3,3,3,1,2,2,3,3,3,3,1,161,68,2,1,1,2,3,4,4,2,4,4,4,1806
3,3,3,4,3,3,4,2,3,1,1,1,4,4,3,4,3,4,3,4,4,3,3,4,3,1,13,1,3,1,2,1,2,1,3,2,4,2,4,2,2,3,2,4,4,3,3,153,47,4,1,1,2,4,2,2,4,3,3,4,1809
5,5,3,2,3,3,4,3,3,1,1,1,4,2,3,5,4,4,5,5,4,5,4,2,5,4,4,2,5,3,5,3,3,2,5,5,5,5,3,2,4,3,3,4,4,3,2,157,50,2,1,1,2,2,4,4,3,2,3,5,1810
3,3,3,4,2,2,3,3,2,2,1,2,4,3,2,2,2,3,3,4,3,5,4,3,2,2,1,1,4,2,1,1,3,2,3,1,4,2,3,2,1,1,2,3,2,2,3,158,67,3,1,1,2,2,2,2,3,3,5,5,1814
5,4,4,2,3,2,3,2,2,2,1,1,4,4,3,4,3,5,5,5,5,5,5,1,5,2,5,3,3,4,4,4,5,5,4,3,5,5,4,1,3,3,3,5,5,4,2,167,49,1,1,1,2,4,4,3,3,3,4,4,1816
3,4,3,3,2,3,4,2,2,2,2,2,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,2,4,3,4,3,1,2,3,3,3,3,3,1,3,3,3,4,3,3,1,173,73,2,2,1,2,2,2,2,2,3,3,3,1822
3,3,3,3,4,4,3,3,2,2,2,1,3,2,2,4,3,4,4,5,4,4,4,3,2,4,2,2,3,3,3,3,3,3,2,3,4,3,4,1,2,2,3,4,4,3,1,163,52,2,1,1,2,4,2,2,4,3,4,5,1823
4,4,3,2,4,2,2,3,4,2,1,2,4,4,3,4,3,4,4,5,3,4,5,3,4,4,8,2,4,3,5,4,4,5,3,3,5,4,2,1,3,3,2,4,4,2,1,150,52,2,1,1,2,3,3,2,5,4,4,5,1826
3,4,3,3,3,3,4,3,4,2,1,1,3,3,2,4,2,4,3,4,2,2,2,2,3,3,13,1,3,3,2,2,4,4,2,3,4,4,4,2,2,2,2,3,3,3,1,167,60,2,1,1,2,2,2,2,2,3,4,3,1827
3,4,3,2,3,4,3,3,4,1,2,2,3,2,4,4,2,4,5,5,5,4,3,1,4,2,2,2,2,3,5,4,2,2,3,3,1,1,4,2,2,2,3,3,4,3,1,162,57,3,1,1,2,5,3,3,4,3,4,5,1828
3,3,2,2,4,4,4,4,4,1,1,1,4,4,4,3,3,4,4,5,3,5,4,4,5,4,7,1,5,4,2,2,4,4,4,4,5,5,4,3,5,4,3,5,5,3,4,174,65,4,1,1,2,3,4,4,4,4,4,4,1830
3,4,3,4,3,3,4,3,4,1,1,1,3,5,3,4,2,4,4,5,3,5,4,3,4,1,1,1,4,3,4,3,5,4,5,3,4,3,3,5,4,4,2,5,3,4,3,160,55,3,1,1,2,4,4,4,4,2,5,5,1831
3,4,4,2,2,2,3,1,2,1,1,2,4,3,4,4,3,5,5,4,4,5,5,3,5,4,5,2,1,1,3,2,5,4,5,3,3,3,3,5,3,3,3,3,4,3,1,160,60,3,1,1,2,2,3,2,3,3,3,4,1832
4,3,2,5,2,4,1,4,5,2,1,2,3,1,1,2,3,3,1,3,1,1,1,5,1,1,-5,1,1,1,1,1,5,1,5,4,5,5,1,11,3,3,1,3,5,5,1,170,66,4,1,1,2,4,4,4,4,3,3,5,1834
4,2,2,3,4,3,3,4,5,1,1,1,4,1,4,4,3,4,5,4,4,4,4,2,4,4,2,1,4,3,2,2,2,1,3,3,5,2,2,2,2,3,4,4,4,4,1,173,85,3,1,1,2,4,3,3,4,3,4,5,1835
4,3,3,4,3,2,2,3,3,1,1,1,3,4,2,4,3,5,5,5,4,5,5,2,4,4,1,1,3,3,5,4,5,5,3,3,5,2,4,2,5,2,4,5,5,4,1,170,78,1,1,1,2,3,3,5,4,4,4,4,1836
4,3,2,2,2,3,2,2,2,1,1,2,3,3,3,4,3,4,4,5,5,4,3,2,4,2,2,1,4,4,4,4,2,2,3,2,4,3,4,2,3,3,3,4,4,3,1,175,60,2,1,1,2,5,3,4,5,3,4,5,1837
2,3,2,5,5,2,3,5,2,2,1,2,5,4,4,3,3,5,4,3,3,5,4,2,4,4,10,1,4,4,5,4,3,5,4,4,3,3,4,7,4,4,3,5,4,3,1,155,54,2,1,1,2,3,3,3,4,3,4,5,1838
3,3,2,3,2,3,2,3,4,2,1,2,4,2,3,3,3,3,3,5,5,3,3,3,4,3,2,1,2,2,4,2,2,2,4,3,4,3,4,2,2,2,3,3,2,4,1,150,46,1,2,2,2,1,1,1,2,2,1,2,1840
3,4,2,3,3,1,4,3,1,1,1,1,4,5,2,5,4,5,4,5,3,3,4,2,3,3,6,1,3,4,4,4,3,3,5,4,5,3,5,3,4,3,2,4,4,3,1,173,81,3,1,1,2,3,3,3,4,3,4,4,1842
5,4,4,3,4,5,4,5,3,1,1,1,3,3,3,4,3,5,5,5,5,5,4,1,5,5,4,1,5,4,4,3,3,2,3,3,5,5,4,1,4,3,3,5,4,3,1,161,62,1,1,1,2,3,3,3,4,3,4,4,1845
3,4,1,3,1,1,3,4,3,1,2,1,3,1,1,1,4,3,5,5,5,4,3,1,3,3,4,1,1,1,5,5,5,1,5,5,3,3,1,11,1,1,3,4,4,4,1,167,60,1,3,1,2,4,2,2,3,3,3,3,1846
3,3,3,3,4,5,2,4,3,1,1,1,3,4,2,5,3,4,5,5,5,5,3,4,5,3,2,1,4,3,4,3,3,3,4,3,2,1,4,2,2,2,3,3,3,2,1,158,44,2,1,1,2,4,3,3,4,2,4,4,1852
3,2,3,3,3,2,3,2,3,1,1,1,3,3,3,5,3,4,5,5,5,5,5,1,5,2,8,2,5,5,5,5,3,3,2,2,3,3,3,2,3,3,3,4,4,4,1,160,60,2,1,1,2,3,3,3,4,3,4,4,1853
3,2,2,4,2,4,4,2,3,1,1,1,5,2,2,4,3,4,4,5,4,5,5,2,4,3,6,2,4,3,3,3,3,3,5,4,3,3,4,2,2,2,3,4,4,3,3,163,44,2,1,1,2,5,2,2,5,3,4,5,1854
4,3,2,1,4,3,3,2,3,2,2,1,5,3,4,4,3,5,3,5,5,2,3,4,5,2,12,2,3,3,2,2,1,3,3,3,4,5,4,2,3,4,2,3,4,2,3,168,54,2,1,1,2,5,4,4,5,3,4,4,1860
3,4,3,3,3,3,3,4,4,1,1,1,3,3,3,5,3,4,5,5,4,4,4,3,3,3,5,2,4,3,3,3,4,3,5,3,3,3,4,2,3,3,3,4,4,3,3,160,50,1,1,1,2,4,3,2,4,3,4,4,1861
4,5,3,3,3,4,3,3,3,2,1,2,4,3,3,2,3,4,4,4,3,4,3,2,4,4,2,1,4,3,4,4,3,3,4,3,3,3,4,3,3,3,4,4,4,3,3,150,42,2,1,1,2,2,4,3,4,3,4,4,1863
3,3,3,3,4,3,4,3,3,2,1,1,4,4,3,3,3,4,4,5,2,5,5,2,4,3,13,1,4,2,1,1,4,3,5,3,4,3,3,2,3,2,4,4,3,2,3,160,45,1,2,2,2,2,2,2,4,4,3,3,1864
4,3,3,2,2,4,4,3,2,2,1,2,3,2,3,4,3,3,4,4,4,5,4,4,4,3,1,2,2,2,4,3,5,3,5,3,5,3,3,1,4,2,3,3,3,2,4,157,49,2,1,1,2,4,4,3,4,3,4,4,1865
4,3,4,3,2,4,2,4,4,1,2,2,3,4,4,2,3,5,4,5,5,5,4,3,4,3,4,4,4,4,4,3,4,3,4,2,5,5,3,1,4,4,4,5,4,3,1,160,47,2,1,1,2,4,3,3,3,3,3,4,1871
4,4,3,4,4,3,3,3,3,1,1,1,3,4,3,3,4,4,4,4,4,4,4,3,4,3,14,5,3,2,4,3,4,2,4,2,4,4,4,2,3,3,3,4,4,3,1,178,61,2,2,1,2,1,3,3,2,3,3,2,1872
4,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3,4,1,8,1,3,4,3,4,4,4,4,3,4,3,2,1,2,2,2,3,3,3,1,173,65,2,3,1,2,3,3,3,3,3,4,3,1873
3,3,3,5,2,3,4,2,3,2,1,2,3,2,2,3,3,4,3,4,3,5,4,4,4,3,8,2,3,3,3,3,4,4,4,3,1,1,4,1,3,2,3,3,3,2,3,162,46,3,1,1,2,3,4,2,4,3,4,4,1875
4,4,4,3,3,3,4,4,3,2,1,1,5,4,3,4,4,4,5,5,4,5,5,2,4,3,6,1,5,4,3,3,4,3,4,4,4,4,3,2,4,4,3,4,4,4,3,161,49,2,1,1,2,4,4,4,5,4,5,4,1876
4,3,3,4,2,4,5,3,3,1,1,1,4,4,3,4,3,5,5,5,5,5,5,2,4,3,13,2,5,4,3,4,3,4,2,3,4,2,5,2,2,4,4,4,4,4,3,163,80,2,1,1,2,4,3,3,4,3,4,5,1877
4,3,2,2,3,4,1,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,5,3,2,1,2,2,2,2,2,2,3,2,4,5,3,1,4,3,3,4,4,3,1,162,48,1,2,2,2,1,3,3,3,3,4,2,1879
4,4,4,2,2,2,1,3,4,1,1,1,5,4,4,5,3,5,3,5,5,3,4,4,3,3,3,2,5,4,3,2,5,4,3,2,3,2,4,9,3,3,4,4,4,4,2,165,51,1,1,1,2,4,3,4,5,4,4,5,1880
3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,3,3,3,3,4,4,4,3,3,3,3,4,2,3,2,3,3,3,3,3,3,4,2,4,3,2,2,2,4,4,2,1,163,62,2,1,1,2,3,2,3,3,3,4,4,1882
4,4,4,4,4,3,4,3,4,2,1,2,2,3,3,2,3,4,4,3,3,5,4,4,4,2,1,3,4,3,2,3,3,3,3,2,4,3,4,2,2,2,3,3,4,4,4,160,48,1,1,1,2,4,3,3,4,2,4,5,1883
3,3,3,4,3,4,4,3,3,1,1,1,4,4,4,4,4,4,4,5,5,5,4,3,4,3,12,3,3,4,5,4,2,2,2,2,4,3,4,2,2,2,3,3,3,4,1,177,60,2,1,1,2,4,2,2,4,3,4,5,1884
3,3,3,2,3,4,3,4,3,2,1,2,2,3,3,4,3,4,4,3,4,4,2,3,3,3,12,1,2,2,2,2,2,2,3,3,3,2,3,1,3,2,3,4,3,4,3,163,54,2,1,1,2,3,3,3,3,3,3,4,1886
3,3,2,3,2,4,3,2,3,2,2,2,3,3,3,5,3,4,4,5,4,4,3,3,5,3,6,2,3,3,5,4,1,1,1,1,5,5,5,5,3,3,3,3,3,4,1,155,45,3,1,1,2,4,3,3,3,3,3,3,1887
4,4,2,3,2,4,3,2,1,1,1,2,3,4,3,4,3,5,4,5,4,5,4,3,5,4,2,1,2,3,2,3,3,3,3,3,4,4,4,1,3,4,4,4,4,4,1,152,41,2,1,1,2,5,3,4,4,3,4,5,1890
5,5,3,3,4,3,4,4,4,1,1,1,3,3,3,4,3,4,5,5,3,4,5,1,4,3,2,4,3,3,5,5,5,3,1,1,1,1,4,2,2,4,3,4,5,3,3,153,47,2,1,1,2,4,3,4,5,4,4,5,1892
3,4,3,3,3,3,3,3,3,2,1,2,2,2,2,2,3,2,5,3,5,5,3,3,5,2,2,2,4,3,4,3,3,2,3,2,3,2,4,1,2,2,3,3,3,4,2,146,45,2,1,1,2,5,3,3,4,3,4,5,1894
2,3,2,3,2,3,3,3,2,2,1,2,2,3,3,4,3,3,3,4,3,5,4,3,3,4,5,1,3,2,3,3,4,3,4,3,4,3,3,7,3,3,3,3,3,3,4,162,54,2,2,1,2,2,2,2,3,4,4,4,1897
4,3,2,2,4,4,4,4,3,1,1,1,2,5,3,3,4,4,4,5,4,5,4,1,3,3,8,1,3,3,1,1,3,3,3,3,3,3,4,2,4,3,3,4,4,3,1,157,44,2,1,1,2,2,3,2,2,2,4,4,1899
4,3,3,4,3,3,4,3,3,1,1,1,3,4,3,4,3,3,4,4,4,4,4,2,4,3,3,1,4,3,4,3,4,3,4,3,2,2,2,2,3,3,3,3,3,4,1,159,-3,2,1,1,2,5,4,4,5,3,5,4,1902
5,5,3,3,4,5,5,5,4,1,1,1,4,3,5,5,3,4,5,5,5,5,4,3,5,4,4,2,5,4,5,4,4,3,4,3,5,4,5,11,2,4,4,4,5,5,1,175,80,2,1,1,2,4,3,4,4,4,4,4,1904
3,4,3,3,2,3,4,4,3,2,2,1,2,3,2,3,2,3,3,2,4,5,3,2,4,3,8,2,3,2,4,3,4,4,4,4,4,4,3,11,3,2,3,4,5,3,1,158,32,2,2,1,2,3,3,2,3,1,4,4,1905
2,1,1,1,1,1,1,3,3,2,2,2,4,4,4,4,3,4,3,2,4,4,4,2,4,1,10,1,1,1,1,1,1,1,1,1,1,1,3,7,1,1,2,4,2,3,1,175,98,1,3,3,2,1,2,2,3,1,2,1,1906
4,4,3,5,3,3,4,4,4,1,1,1,3,3,4,4,3,5,4,3,4,5,5,2,5,5,4,2,4,3,4,4,4,2,4,4,5,5,3,1,3,4,3,4,3,4,4,162,49,1,1,1,2,2,4,2,3,2,4,3,1908
3,3,2,3,2,3,3,2,2,2,1,2,3,2,3,3,3,3,3,4,4,4,2,2,3,3,1,2,2,3,2,2,2,2,2,2,2,2,4,1,2,3,3,3,3,3,1,155,50,2,1,1,2,5,2,3,4,3,3,4,1909
4,3,4,3,4,4,2,4,3,2,2,2,4,2,4,4,3,4,4,4,4,5,4,1,3,3,1,2,2,3,2,2,2,2,3,2,4,3,3,2,1,2,3,4,2,2,1,161,45,2,1,1,2,2,2,3,4,2,3,3,1911
3,3,2,3,3,3,4,2,3,1,1,1,2,4,4,4,2,3,4,5,3,3,4,4,4,1,8,2,2,2,3,2,5,3,4,3,5,5,3,2,4,3,4,3,5,3,1,172,65,2,1,1,1,1,4,3,4,1,4,4,1912
4,3,3,2,4,4,3,5,4,1,2,2,4,4,3,3,3,3,5,5,4,4,2,3,3,5,13,2,1,2,4,4,2,3,2,3,4,4,4,1,4,3,3,4,3,3,4,176,74,2,1,1,2,3,3,2,3,3,3,4,1916
4,4,4,1,3,3,4,3,3,1,1,1,3,3,3,4,3,4,5,4,3,4,3,2,4,4,14,2,3,1,3,3,3,2,4,4,3,4,3,2,3,3,3,4,4,4,1,160,46,1,1,1,2,3,3,2,3,3,4,4,1919
4,4,3,2,3,4,4,4,4,2,1,1,5,4,4,3,3,3,5,4,4,5,4,2,5,2,2,1,4,3,3,3,4,3,3,2,4,4,4,11,3,3,3,3,4,4,3,164,54,2,2,1,2,3,2,4,5,4,4,5,1921
3,3,4,5,2,4,5,4,4,1,1,1,5,5,5,5,4,5,2,1,4,2,3,4,3,4,3,4,4,3,5,3,5,3,3,3,3,2,4,2,5,4,3,5,3,4,1,169,55,4,1,1,2,3,3,2,4,3,3,3,1922
4,3,3,3,5,4,4,3,3,1,1,2,2,2,3,4,3,5,3,5,2,5,4,3,4,2,5,3,5,4,4,2,4,3,5,5,5,4,4,2,4,3,3,4,3,2,3,160,45,2,1,1,2,3,5,4,5,4,5,4,1923
3,3,2,3,2,1,2,2,2,2,2,2,1,1,1,3,2,3,3,2,3,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,1,1,2,1,2,2,2,3,3,2,3,166,60,3,2,1,2,2,2,1,2,1,3,2,1924
4,3,3,3,4,4,4,3,3,1,2,2,2,2,2,4,3,4,4,4,3,4,5,3,3,3,2,1,2,3,4,2,2,4,2,2,4,4,4,2,2,2,2,4,4,3,3,170,55,2,1,1,2,2,2,2,3,3,3,3,1925
4,3,4,4,3,4,4,3,4,1,1,1,3,5,4,4,3,5,5,5,5,4,5,2,4,3,13,2,1,2,3,2,1,1,1,1,1,1,5,11,5,4,3,5,4,4,3,168,80,3,2,1,2,3,3,3,3,3,3,3,1926
3,3,1,5,3,5,1,1,3,1,1,1,2,3,1,3,2,5,5,4,3,4,5,1,5,5,8,1,4,4,5,3,1,1,3,2,5,5,4,3,3,1,2,5,3,1,4,172,59,4,1,1,2,1,3,3,2,3,2,3,1927
4,4,2,2,3,3,3,4,4,2,1,2,3,3,3,4,2,4,4,3,4,3,3,2,3,1,13,1,4,3,4,3,2,2,4,4,4,2,2,2,3,3,2,4,3,3,1,161,50,2,1,1,2,4,3,3,4,1,3,5,1928
4,3,3,2,3,3,3,2,2,1,1,1,4,4,3,4,3,4,4,5,4,5,4,2,4,1,2,1,2,2,3,3,2,2,2,2,2,2,4,2,3,3,3,4,3,2,1,160,45,2,2,1,2,4,4,3,3,3,4,4,1929
4,3,4,3,4,3,1,3,2,1,2,1,3,1,2,3,3,4,4,4,3,4,3,2,3,3,12,1,3,3,2,2,2,2,2,2,3,3,3,2,1,2,3,4,3,2,4,162,54,3,3,1,2,1,4,3,4,3,3,2,1930
3,3,2,4,3,4,4,5,3,2,2,1,3,2,2,4,2,5,2,4,3,1,4,4,3,1,4,1,2,1,2,1,4,3,2,3,3,3,3,7,4,4,2,5,3,3,1,151,39,2,1,1,2,3,3,3,3,3,4,4,1931
3,3,3,3,2,2,2,3,1,1,1,1,3,2,3,3,3,3,5,4,5,5,3,1,4,4,5,1,2,2,2,2,3,2,2,2,4,4,4,3,2,3,4,3,3,3,3,155,48,3,1,1,2,3,3,3,4,3,3,3,1932
3,3,3,3,4,4,4,3,3,2,1,1,3,4,4,4,3,4,4,4,3,3,4,1,4,3,4,1,4,2,4,2,4,2,4,2,4,4,3,11,3,3,3,4,3,3,3,172,54,2,2,1,1,2,3,3,3,3,4,3,1933
2,4,3,4,4,4,4,1,3,2,1,2,2,4,3,4,3,4,4,4,4,5,4,1,5,2,2,1,1,1,5,5,4,2,4,3,3,2,3,11,4,3,3,3,3,2,3,156,59,3,1,1,2,2,4,4,4,3,5,5,1935
4,5,3,3,4,3,3,4,4,2,1,1,2,3,4,5,3,5,5,5,5,5,4,1,5,3,1,2,2,2,1,1,3,3,1,1,1,1,4,2,3,3,3,5,4,5,1,159,60,2,1,1,2,2,3,4,4,3,4,3,1936
4,3,4,3,2,2,3,3,3,1,2,1,4,4,3,4,2,3,2,4,2,3,3,3,1,1,1,1,5,4,2,3,1,1,1,1,3,2,4,7,2,1,2,4,4,3,1,173,60,2,1,1,2,5,4,3,4,3,4,4,1937
3,3,2,2,2,2,3,2,2,2,1,1,3,3,2,3,3,4,4,4,3,4,3,1,3,3,4,3,3,3,3,3,2,2,1,1,3,3,4,4,3,2,3,3,3,3,3,168,60,2,1,1,2,4,3,3,4,3,4,4,1941
4,4,2,3,4,4,4,4,3,1,1,1,3,2,3,5,3,3,-5,-5,-5,-5,-5,-5,-5,4,13,3,3,3,4,3,3,4,2,3,4,3,2,11,2,3,3,4,4,4,3,171,60,1,1,1,2,4,3,3,3,3,3,4,1942
3,3,3,3,3,3,3,3,3,1,1,1,3,2,2,3,3,4,4,5,4,3,3,2,3,2,2,2,4,3,3,2,3,2,3,2,4,2,4,2,2,2,3,3,3,3,3,167,50,2,1,1,2,3,3,3,4,3,5,5,1946
3,4,4,5,4,3,5,2,3,2,1,1,5,5,3,5,3,5,5,5,5,5,5,1,5,3,3,3,4,4,2,2,5,3,2,2,1,1,4,7,3,4,3,5,5,5,4,165,54,4,1,1,2,5,3,4,5,4,4,5,1947
3,3,4,4,4,3,2,5,4,2,1,2,3,4,3,3,3,5,4,4,4,4,4,1,4,3,8,1,2,2,4,3,2,2,2,2,4,4,4,7,3,3,3,4,4,4,3,168,48,1,1,1,2,1,3,1,2,4,4,4,1949
5,4,3,4,3,5,5,2,3,2,1,1,3,1,4,4,2,4,4,5,4,5,5,1,4,3,1,5,5,4,5,5,4,3,2,1,3,3,3,2,1,4,4,5,4,3,1,153,49,1,1,1,2,4,2,4,5,3,4,5,1950
