BYSID,GENDER,father_job,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,teacherRel_cate,AT_05,J007C
4440,2,4,2,1,1,2,1,3,3,1,2,3,3,2,1,0,1
4441,2,0,3,2,3,6,9,3,3,2,2,3,2,2,1,0,4
4447,2,5,9,2,1,4,5,3,3,1,2,2,2,2,1,0,1
4455,1,4,1,8,3,4,5,3,3,2,1,5,2,2,1,0,4
4456,1,4,1,7,1,4,1,3,3,1,3,4,2,2,1,0,4
4463,1,1,2,1,1,3,6,3,3,1,2,3,3,2,1,0,3
4465,1,5,8,3,1,4,1,3,2,1,2,3,3,3,1,0,4
4469,2,4,2,3,1,1,3,3,3,1,3,3,3,1,1,3,1
4471,2,0,1,2,4,1,3,2,2,2,2,2,2,2,2,0,1
4473,1,4,3,8,2,3,4,2,1,1,3,4,3,2,1,3,4
4474,1,4,8,1,2,1,8,3,3,2,4,3,4,3,1,0,4
4475,1,1,8,1,1,4,6,3,2,2,2,4,2,3,1,3,4
4476,1,4,2,1,1,1,4,3,5,2,3,4,2,1,1,0,3
4478,1,4,2,8,2,1,4,2,2,2,3,3,1,1,1,0,3
4479,2,1,1,2,1,1,2,4,4,2,3,3,3,2,1,1,2
4483,1,2,9,3,1,6,5,3,3,2,1,4,1,1,1,3,2
4486,2,5,1,6,3,1,6,3,2,2,3,3,2,3,1,0,1
4488,1,4,1,2,2,3,6,3,4,2,3,4,3,2,1,3,4
4490,2,5,1,3,2,6,9,3,4,1,4,4,2,2,1,0,3
4491,1,3,7,8,1,4,6,3,4,2,3,2,3,2,1,0,4
4494,1,4,6,1,2,4,3,3,3,2,3,3,2,2,1,0,4
4496,1,5,8,2,1,3,6,3,4,1,2,4,3,2,1,1,1
4500,2,4,1,7,1,6,2,3,2,1,3,2,1,1,2,0,4
4501,2,0,1,2,3,6,3,2,2,2,3,3,2,2,2,0,3
4505,2,4,9,1,1,6,1,2,1,2,2,4,3,1,2,3,1
4506,2,4,1,6,1,6,2,3,3,1,2,3,2,3,1,3,1
4508,2,4,2,9,1,2,3,3,3,1,3,4,3,1,1,0,4
4510,1,1,2,5,1,4,1,3,3,1,3,4,3,3,1,0,3
4516,2,4,8,1,1,3,9,3,3,2,3,3,2,2,1,3,4
4521,1,4,3,1,2,4,6,3,3,1,2,4,2,3,1,1,2
4522,1,0,1,6,1,9,4,3,4,1,3,3,3,2,1,0,3
4523,1,5,2,1,3,6,4,3,4,1,3,2,3,2,1,3,2
4526,1,4,2,3,1,4,8,2,3,2,2,3,2,2,1,1,2
4530,1,4,1,2,1,4,3,2,2,1,3,3,2,2,1,0,1
4531,2,4,2,1,1,1,4,3,2,1,3,2,2,3,1,0,4
4533,2,0,8,1,1,1,5,3,2,2,2,1,3,3,1,0,1
4534,1,0,2,1,1,4,3,3,2,1,3,2,2,1,1,0,4
4536,1,4,1,2,1,4,3,3,2,1,3,2,2,3,1,0,4
4537,1,4,1,2,1,4,1,3,4,2,2,4,2,2,1,0,3
4540,2,1,1,3,1,6,9,3,3,1,2,3,3,3,1,0,3
4541,2,4,3,1,1,4,6,2,3,2,2,2,1,1,1,0,1
4546,2,4,8,2,1,1,4,4,4,2,2,4,4,2,1,0,2
4547,2,3,1,8,2,3,9,3,3,1,2,3,2,1,1,0,1
4549,1,0,2,8,2,4,2,2,2,1,3,3,3,2,1,0,4
4550,2,4,10,8,1,1,4,2,2,2,1,2,2,2,1,0,3
4555,1,5,8,2,2,9,4,2,2,1,2,2,2,3,1,0,4
4559,2,4,1,6,1,5,6,4,5,1,4,4,1,1,1,0,4
4561,1,3,1,3,1,1,4,2,3,2,3,2,2,2,1,0,1
4563,2,0,2,1,1,4,6,2,3,2,3,3,2,2,1,0,4
4564,1,4,1,7,1,6,4,3,4,1,2,4,2,2,1,0,1
4567,1,4,3,2,1,1,3,3,2,2,3,2,2,2,1,3,3
4572,1,5,1,2,1,4,1,3,3,2,3,3,2,3,1,3,4
4573,1,0,1,2,5,4,1,3,2,1,3,4,2,2,1,0,2
4574,1,4,3,9,1,4,6,3,5,1,3,5,2,1,1,0,4
4577,2,5,6,8,1,3,5,3,3,2,2,3,2,1,1,0,3
4578,1,1,1,3,2,4,5,2,2,2,2,2,1,1,1,3,1
4579,1,2,1,2,2,4,1,3,3,1,2,3,2,1,1,3,4
4581,2,4,2,1,1,1,3,3,2,1,2,3,1,1,1,0,1
4583,1,0,1,7,1,8,3,3,4,2,3,3,3,2,1,0,1
4584,1,3,1,4,1,9,1,4,4,1,4,2,3,3,1,3,4
4586,2,0,2,6,1,3,1,3,3,2,3,3,3,3,1,0,2
4587,2,2,2,8,1,1,2,3,3,1,1,4,2,2,1,0,2
4588,1,5,6,1,1,3,6,2,2,2,2,2,2,1,2,3,2
4590,2,0,1,8,1,5,9,2,2,1,3,3,3,3,1,0,1
4592,1,0,1,2,1,4,2,3,4,2,3,3,2,3,1,0,4
4593,2,4,3,1,1,5,1,2,1,2,2,3,2,2,1,3,1
4594,1,0,1,8,1,3,1,3,2,2,1,4,2,2,2,0,4
4598,2,0,2,6,3,4,3,2,3,2,3,2,2,2,1,0,1
4604,2,4,2,3,1,1,3,3,3,1,4,3,3,2,1,0,4
4605,1,5,3,1,1,4,5,3,3,1,2,3,2,1,2,0,3
4608,1,4,1,2,1,4,2,2,2,1,2,4,1,1,1,0,4
4609,1,4,3,6,1,6,4,3,4,1,3,3,3,3,1,0,4
4610,1,5,1,9,1,3,4,3,3,1,3,2,1,3,1,3,4
4613,1,4,1,8,1,4,3,3,3,1,2,2,2,3,1,3,3
4614,2,4,1,3,1,5,3,3,3,1,2,3,2,1,2,0,4
4615,1,4,3,1,2,4,1,3,3,2,3,3,1,1,1,0,2
4621,1,4,6,1,1,4,5,3,3,2,2,2,2,3,1,2,4
4622,2,4,2,9,1,2,3,2,2,2,2,3,2,2,1,3,1
4627,1,3,2,1,5,1,9,3,3,1,3,3,3,2,1,1,3
4631,1,4,6,9,1,4,3,3,3,1,2,4,1,1,1,0,4
4633,2,4,2,1,1,1,3,2,3,3,2,1,1,1,1,0,1
4634,2,4,6,2,1,1,3,3,3,1,3,3,3,2,1,0,1
4636,1,4,1,3,1,4,1,3,2,2,3,2,3,2,1,0,4
4641,2,0,2,1,1,6,3,2,3,2,3,3,2,2,1,0,2
4646,2,0,8,3,2,3,1,4,3,1,2,5,1,1,1,0,4
4649,2,1,6,2,1,1,3,4,3,2,2,2,2,3,1,3,1
4650,1,4,1,8,1,1,4,3,3,2,3,2,3,1,1,0,1
4653,1,4,1,3,4,1,6,3,3,1,2,2,4,2,1,0,4
4660,1,0,1,10,1,4,3,2,2,1,3,3,2,2,1,0,1
4663,1,1,1,7,1,4,6,3,3,1,4,3,3,2,1,0,4
4664,2,4,1,7,7,1,6,3,4,2,3,2,2,3,1,0,1
4666,2,4,2,3,4,1,5,3,2,1,4,2,2,3,1,3,1
4669,1,4,2,8,1,4,6,4,4,1,3,4,2,4,1,3,4
4671,1,3,1,10,5,5,4,3,4,2,3,5,3,2,1,0,4
4672,1,5,2,1,3,4,2,2,1,1,3,2,2,2,1,3,4
4674,2,5,2,6,1,1,3,3,2,1,3,4,2,2,1,0,1
4675,1,4,1,2,1,4,3,3,3,2,2,3,2,2,1,0,4
4676,2,4,1,3,1,9,1,3,4,2,2,3,3,3,2,0,4
4688,2,0,1,8,1,5,9,1,1,1,3,3,2,1,1,0,3
4690,1,0,8,1,1,4,1,2,1,1,3,3,3,3,1,0,4
4691,1,5,6,2,4,3,4,3,3,1,2,3,3,3,1,0,4
4692,2,5,6,8,7,4,5,2,2,2,3,2,2,1,1,0,4
4693,1,5,1,5,1,1,4,4,3,1,3,4,3,3,1,0,2
4699,1,0,1,8,3,1,4,3,3,1,2,4,3,3,1,3,1
4701,2,3,1,2,1,3,1,3,3,1,3,3,2,3,1,3,1
4703,1,4,1,8,1,4,6,3,3,1,2,3,2,2,1,0,1
4704,2,0,2,3,1,6,9,3,5,2,3,3,3,3,2,3,3
4707,1,5,3,1,1,4,5,3,3,2,3,3,2,2,1,0,4
4709,1,0,9,8,1,1,6,3,3,1,3,3,2,3,1,0,4
4710,1,4,1,8,1,1,6,3,3,1,4,4,3,2,1,0,1
4711,1,4,3,8,1,4,9,2,2,2,3,2,2,1,1,0,4
4714,2,1,9,1,1,4,9,2,2,1,2,2,2,3,1,0,1
4715,1,2,1,3,1,9,6,2,3,2,1,2,2,2,1,0,3
4720,1,0,3,1,2,4,3,2,1,2,2,2,2,2,1,0,4
4721,1,0,5,1,3,6,1,2,4,2,3,2,3,2,2,0,1
4722,2,4,3,1,3,6,2,3,3,2,2,3,2,1,1,0,1
4727,2,1,3,1,2,4,5,4,4,1,2,3,3,2,1,0,4
4728,1,4,1,3,1,6,4,3,5,2,2,3,2,1,1,0,3
4731,1,0,8,5,1,1,7,2,1,2,4,4,3,2,1,0,3
4732,1,4,3,1,2,9,4,3,4,1,2,3,1,1,2,0,3
4733,1,4,8,2,1,5,4,3,3,1,3,4,3,3,1,0,4
4737,2,5,1,3,3,6,2,3,3,2,3,3,2,1,1,0,3
4741,2,0,2,8,1,2,3,4,5,1,3,4,3,2,1,0,3
4743,1,4,1,2,1,4,1,3,3,2,2,2,2,2,1,3,1
4745,2,0,1,2,1,1,6,3,2,1,3,3,3,2,1,3,1
4756,1,5,2,1,1,1,4,3,3,2,2,4,2,2,1,1,2
4759,1,3,2,1,1,3,1,3,3,2,5,3,2,2,1,0,3
4762,1,4,1,2,1,1,4,4,4,1,3,4,2,3,1,0,1
4765,1,1,1,8,3,4,3,2,2,1,3,3,2,2,1,0,4
4768,2,5,1,3,1,4,6,3,3,1,2,3,3,1,1,0,3
4772,2,3,3,2,1,1,9,3,4,1,3,4,3,2,1,0,1
4773,1,4,2,1,2,4,1,3,1,2,2,4,1,2,1,0,2
4777,1,5,2,3,6,4,3,3,2,1,3,3,3,2,1,0,4
4779,2,1,1,2,1,9,6,3,3,1,3,3,2,1,1,0,1
4785,2,4,5,6,4,6,4,3,3,2,2,3,3,2,1,0,1
4786,2,4,1,3,1,9,4,3,4,1,3,3,3,1,1,0,1
4787,2,5,3,1,2,5,6,3,3,2,3,3,2,1,1,0,4
4789,2,4,2,1,1,1,3,3,3,1,4,2,3,2,1,3,3
4790,1,4,6,2,1,5,4,3,2,1,4,3,3,2,1,0,4
4791,1,5,2,1,2,4,6,2,2,1,2,3,1,1,2,0,4
4792,1,0,1,8,1,2,1,3,4,2,2,3,3,1,1,1,1
4793,1,4,3,8,2,4,1,2,2,2,2,4,1,1,1,0,2
4796,1,4,1,8,1,4,3,3,2,1,3,2,2,4,1,0,1
4797,1,4,8,2,1,4,9,2,2,2,3,3,2,2,1,0,4
4799,1,0,2,8,2,4,3,2,1,1,2,2,2,1,1,0,3
4801,1,3,2,8,1,4,3,4,5,1,3,4,4,4,1,3,4
4802,1,1,3,9,4,6,4,2,3,2,2,2,2,2,2,0,2
4803,2,4,6,9,3,1,2,3,3,2,3,3,4,2,1,3,2
4804,2,4,8,1,1,1,2,3,3,2,2,3,2,1,1,0,3
4806,1,2,8,2,1,4,9,2,2,2,2,2,3,1,1,3,1
4808,2,5,1,4,1,1,4,1,1,2,2,2,2,2,2,3,1
4810,1,4,1,2,1,4,5,2,2,2,3,2,2,2,1,0,3
4812,2,3,1,7,2,1,3,3,3,2,3,3,2,3,1,3,1
4817,1,4,1,7,1,4,6,3,3,1,3,3,1,1,1,0,4
4820,1,4,1,2,1,1,6,3,3,1,3,4,2,2,1,0,4
4823,1,4,6,1,1,4,3,2,2,2,1,2,2,2,1,0,2
4825,1,0,2,8,1,4,3,2,1,2,1,1,1,3,1,0,4
4828,2,0,3,8,1,1,4,3,3,1,3,3,3,2,1,0,4
4829,1,4,1,6,3,1,6,3,3,2,2,4,3,2,2,0,2
4830,1,4,3,1,2,4,9,3,3,1,3,4,2,3,1,0,1
4833,1,0,8,7,3,8,3,3,2,1,4,3,3,2,1,0,4
4837,1,4,1,3,1,4,5,3,3,1,3,3,1,2,1,0,4
4840,2,4,1,3,1,4,5,2,3,1,2,2,1,1,2,0,3
4845,2,1,1,2,1,6,1,3,3,2,2,3,2,2,1,0,2
4846,1,3,2,6,1,4,5,3,3,1,2,2,2,2,1,0,4
4849,1,4,2,1,2,4,5,2,2,2,3,3,2,4,1,0,2
4857,1,0,7,1,1,3,1,3,3,2,3,3,3,2,1,0,4
4860,1,5,3,1,2,1,4,2,2,2,3,2,2,1,1,3,1
4862,1,0,1,7,1,6,4,2,4,2,2,2,2,1,2,0,1
4866,2,0,2,6,1,6,3,3,2,2,3,3,2,2,1,0,4
4868,1,5,1,2,1,5,4,2,2,2,3,3,3,2,1,0,4
4869,1,0,1,3,1,4,1,3,3,1,3,4,2,2,1,0,4
4872,2,4,8,3,2,3,9,2,3,2,3,2,2,2,1,0,1
4874,1,5,1,7,3,4,5,2,2,1,3,2,2,2,1,0,4
4879,1,4,10,6,1,4,6,3,1,1,4,4,3,3,1,0,4
4881,1,0,7,5,5,4,6,3,3,1,3,3,1,1,1,0,4
4884,1,5,2,1,1,4,1,3,3,1,3,2,2,3,1,0,3
4888,2,5,1,8,4,3,2,3,2,1,3,3,2,2,1,0,4
4890,2,4,1,3,1,5,3,3,2,1,2,3,1,2,1,0,1
4895,2,4,3,8,2,1,9,3,4,2,3,4,3,3,1,0,1
4903,1,4,5,6,5,9,4,3,3,1,4,3,3,3,1,0,1
4904,1,5,1,3,3,6,3,2,2,1,3,4,3,2,1,3,3
4907,2,4,1,3,1,3,6,2,1,1,3,3,1,1,1,0,2
4908,1,4,1,3,1,3,1,3,3,2,3,4,3,2,2,3,2
4909,2,4,2,8,3,1,3,3,3,2,3,2,2,2,1,0,1
4910,1,5,2,3,2,4,5,3,2,1,1,2,1,2,2,0,3
4913,1,4,3,1,2,1,6,3,3,1,3,3,3,1,1,0,1
4917,1,4,2,1,1,4,6,3,3,1,3,3,2,3,1,0,4
4918,1,4,2,9,1,4,2,2,1,1,2,1,1,1,1,0,4
4919,2,4,2,6,1,1,6,3,3,2,4,3,2,2,1,0,3
4927,2,1,8,7,1,1,6,3,4,2,3,2,1,2,1,1,2
4928,2,4,1,3,2,1,4,3,2,1,3,2,2,1,1,0,1
4930,2,4,4,9,4,3,4,2,1,2,3,4,3,2,1,0,1
4934,2,5,8,6,4,3,9,2,2,2,2,3,2,2,2,0,1
4937,1,0,3,7,2,4,1,3,3,2,3,3,1,1,2,3,4
4939,2,0,2,1,1,1,9,3,3,1,3,3,2,1,1,0,2
4945,2,4,1,8,3,5,4,3,3,2,3,2,2,1,1,0,3
4950,1,5,3,1,2,3,4,2,1,2,2,2,2,2,2,3,1
4953,2,5,1,8,6,3,5,3,3,2,3,3,3,3,1,0,1
4954,1,4,2,3,1,1,4,2,2,2,2,2,2,2,1,0,3
4955,1,4,8,2,3,4,5,3,3,2,3,3,1,2,1,0,3
4956,1,0,1,3,4,4,5,3,3,2,2,3,3,2,1,0,3
4957,2,0,1,3,7,6,9,3,3,2,2,4,2,2,1,0,3
4960,1,4,6,2,1,7,1,3,3,2,1,3,3,3,1,0,1
4962,2,5,8,1,3,1,2,1,1,2,3,1,1,1,1,0,3
4964,1,4,6,1,1,3,4,2,2,1,2,3,2,2,1,0,1
4968,2,1,1,2,1,1,4,3,3,1,3,3,3,3,1,0,1
4969,1,5,1,7,1,3,4,2,2,2,3,4,3,2,1,0,4
4971,1,4,2,8,2,1,9,3,3,2,3,4,3,2,1,3,2
4972,2,0,4,1,1,1,4,2,2,2,2,4,1,1,1,0,3
4974,1,3,3,1,1,4,3,2,1,2,3,3,1,1,1,0,2
4976,1,4,2,1,1,1,6,3,4,2,3,3,2,1,1,0,1
4977,1,0,2,1,1,4,5,3,3,2,2,3,2,2,1,0,1
4980,1,1,2,1,1,4,6,2,1,1,1,3,2,2,1,0,4
4981,2,1,2,10,1,1,2,3,3,1,3,3,2,2,1,0,1
4984,1,4,1,3,2,6,2,3,3,1,2,3,2,1,1,0,4
4986,2,0,1,8,1,3,4,3,3,1,4,3,3,3,1,0,4
4989,1,4,1,8,1,6,3,2,1,1,2,4,1,1,1,0,4
4991,1,0,1,3,2,4,3,2,2,2,3,3,2,3,1,0,4
4993,1,0,8,1,4,6,1,2,3,2,3,3,3,3,1,0,4
4994,1,2,2,8,1,4,6,3,3,2,3,3,3,2,1,0,1
4999,1,4,1,2,1,6,1,3,3,1,2,3,2,2,1,0,2
1001,1,1,6,8,1,4,6,3,3,2,2,3,2,2,1,3,4
1004,1,1,1,8,3,4,3,3,3,1,4,3,3,4,1,1,1
1007,1,4,1,9,1,4,6,3,4,1,2,2,2,3,1,2,2
1008,1,0,9,1,1,4,3,3,3,2,3,4,3,2,1,2,3
1010,1,3,1,2,1,2,4,3,3,2,3,3,2,3,1,1,1
1012,2,1,4,8,1,2,3,3,3,1,4,4,4,3,1,1,1
1014,2,1,2,8,1,3,1,2,2,2,2,3,2,3,1,1,3
1015,2,4,2,8,1,5,9,3,3,1,3,3,3,2,1,1,1
1019,1,0,1,3,1,4,3,3,3,1,3,3,2,2,1,1,3
1020,1,0,1,3,1,4,3,3,3,1,2,2,2,2,1,3,4
1021,1,4,2,8,1,4,1,3,3,1,2,3,3,2,1,0,1
1023,2,5,1,2,1,5,6,3,3,2,3,2,3,2,1,0,4
1025,2,4,6,2,8,5,4,3,3,1,3,2,2,4,1,2,3
1026,2,3,1,2,1,3,6,3,3,2,3,3,3,4,1,2,1
1029,2,4,2,6,1,4,6,3,3,1,3,3,3,3,1,0,1
1032,1,4,8,2,1,4,3,2,2,2,3,2,2,3,2,0,2
1034,2,3,1,3,1,3,5,3,2,1,4,3,3,3,1,1,1
1039,2,0,1,6,2,3,1,3,3,1,3,4,3,3,1,1,1
1040,2,4,3,1,2,6,9,3,3,1,2,3,2,2,1,0,3
1046,2,3,2,8,1,5,6,3,3,2,3,2,2,2,1,1,2
1047,2,3,10,8,1,4,6,3,3,2,3,3,3,4,1,2,4
1048,1,2,9,10,7,4,3,2,1,1,2,3,2,2,1,1,3
1056,2,5,2,3,1,5,3,4,5,2,2,2,3,1,1,1,2
1058,1,3,8,1,1,4,3,3,2,2,3,2,2,3,1,0,4
1059,2,4,1,7,1,3,1,3,3,1,3,3,4,4,1,1,1
1060,2,2,3,2,1,5,6,3,3,1,3,3,3,2,1,2,3
1061,2,3,2,8,4,6,5,3,3,2,2,2,3,1,1,0,2
1068,1,1,1,8,2,3,6,4,4,2,3,3,3,5,1,2,1
1071,1,4,2,1,1,4,5,2,2,1,2,3,1,2,2,2,4
1076,1,4,1,9,4,4,3,2,2,1,3,3,2,2,1,0,2
1078,1,4,2,1,1,4,1,3,3,2,3,2,3,2,2,0,3
1081,2,3,1,2,3,3,6,3,3,2,3,2,3,4,1,2,2
1084,1,0,2,1,1,2,3,4,5,1,2,3,2,2,1,0,2
1085,1,5,2,8,1,4,5,3,3,1,3,4,2,2,1,0,4
1087,1,1,1,3,1,1,4,3,3,1,2,3,3,4,1,1,1
1091,2,3,2,3,1,9,6,3,3,1,2,3,2,2,1,0,2
1095,1,5,8,7,9,4,5,2,2,1,3,2,2,3,1,0,4
1104,2,4,2,1,1,5,1,3,2,1,2,3,2,2,1,0,3
1107,2,4,2,8,1,3,6,3,3,1,2,3,3,3,1,1,3
1109,2,4,6,8,1,4,3,3,4,2,3,3,3,2,1,1,1
1110,2,0,1,4,1,2,6,3,4,3,4,3,2,1,1,0,3
1113,2,4,2,8,1,5,3,2,2,1,3,2,2,1,1,0,4
1114,1,4,7,1,1,4,9,3,4,1,2,4,3,3,1,0,1
1118,2,2,1,7,1,4,1,3,2,1,4,3,2,3,1,0,1
1119,2,1,2,1,1,1,4,3,4,2,3,3,3,3,1,1,3
1121,1,4,1,2,1,1,4,3,2,1,2,4,3,4,1,2,4
1122,2,0,3,1,2,4,3,2,2,2,2,3,3,2,2,0,1
1123,1,4,3,8,2,4,1,3,2,1,2,3,3,3,1,2,2
1124,2,3,2,3,1,3,4,3,3,1,3,3,3,2,2,1,3
1128,1,4,6,2,1,1,3,4,3,1,3,2,4,4,1,2,1
1129,2,5,8,9,1,4,1,3,3,1,3,3,3,2,1,1,3
1131,2,0,1,3,1,3,4,2,2,1,2,3,2,2,1,3,1
1138,2,1,3,1,1,6,3,3,3,2,2,3,3,2,1,1,3
1142,2,1,2,6,1,5,3,3,3,1,3,3,3,3,1,1,1
1146,1,1,1,2,1,4,3,2,2,1,3,2,3,3,1,2,1
1147,1,4,1,2,1,4,3,3,3,2,2,5,3,3,1,1,3
1148,2,4,2,10,1,6,1,3,3,2,4,3,3,3,1,0,1
1151,1,1,2,1,1,4,6,3,3,2,3,3,2,3,1,2,1
1153,1,2,1,10,1,3,5,2,3,1,4,2,3,2,1,0,4
1155,1,5,1,2,1,4,3,3,2,1,3,2,2,2,1,0,1
1156,1,4,3,1,2,4,5,3,3,2,2,3,2,4,2,2,4
1158,1,0,2,3,7,4,3,3,4,2,3,4,3,2,1,3,3
1159,1,4,1,9,1,4,3,3,2,1,2,2,3,4,1,2,3
1160,1,4,2,1,1,4,1,3,3,2,4,2,3,3,1,2,1
1165,2,4,1,9,1,6,9,2,2,1,2,4,1,1,1,0,3
1166,2,1,2,1,1,3,6,3,3,2,4,3,3,4,1,1,3
1167,2,1,1,3,2,1,4,4,4,1,2,3,4,4,1,1,1
1168,2,1,2,1,1,5,1,4,4,1,2,3,3,4,1,2,4
1169,2,1,1,7,1,5,6,3,3,1,2,1,1,3,1,1,2
1170,2,1,3,2,4,6,1,3,4,1,2,3,2,3,2,2,1
1171,2,4,2,3,2,3,9,3,4,2,2,3,4,3,1,1,1
1172,2,4,2,6,1,5,6,3,3,1,2,3,2,2,1,0,2
1176,2,4,1,9,1,1,5,3,3,1,3,3,2,2,2,1,3
1182,2,3,3,1,2,9,3,2,1,3,3,2,2,1,1,2,3
1183,2,5,1,7,1,6,5,3,3,2,2,2,2,2,1,3,3
1184,1,4,1,2,1,4,6,4,4,1,3,3,3,3,1,1,4
1185,1,5,8,7,1,4,5,2,2,2,2,3,3,3,1,0,4
1186,1,3,2,1,1,1,4,3,3,1,3,3,4,4,1,2,4
1191,1,0,9,2,2,4,5,3,3,2,2,3,2,1,1,2,3
1192,1,3,2,1,1,4,9,3,3,2,2,2,3,2,2,1,2
1193,2,4,1,2,1,1,2,3,3,1,4,3,2,2,1,0,3
1197,1,4,6,2,1,4,6,3,2,3,1,4,2,3,1,0,4
1199,1,3,1,2,2,4,6,2,2,2,3,2,2,3,1,1,3
1201,1,4,3,8,6,4,3,3,3,1,3,3,1,1,1,0,1
1205,1,4,5,8,2,4,3,3,2,1,3,2,3,3,1,2,1
1206,2,4,8,1,1,5,4,3,3,2,3,3,2,3,1,0,3
1209,1,4,3,1,1,3,4,3,3,2,3,2,2,2,1,0,4
1210,1,4,2,1,1,6,4,3,2,2,3,2,2,2,1,0,3
1213,2,5,2,3,1,6,5,3,3,2,3,3,2,2,1,0,4
1216,1,5,1,3,4,4,2,3,2,1,3,3,2,2,1,0,1
1218,1,4,1,2,1,4,3,4,5,1,2,4,4,4,1,1,3
1225,2,5,2,1,1,2,5,3,3,1,2,3,3,3,2,1,3
1227,2,4,4,1,1,6,3,3,3,2,2,2,2,2,1,3,2
1229,2,5,10,8,5,5,3,2,2,2,2,4,1,3,1,0,4
1232,1,4,8,2,1,4,1,3,3,2,2,4,3,2,2,1,2
1236,1,0,1,2,2,4,5,1,1,2,3,2,2,1,1,0,4
1238,1,4,1,3,1,9,6,3,3,1,2,3,2,3,1,2,4
1242,1,1,2,8,1,4,1,2,2,1,2,2,3,4,1,2,2
1243,1,5,3,1,3,4,3,3,2,1,2,3,3,3,1,1,1
1247,2,1,1,2,1,9,6,3,3,1,2,3,3,4,1,1,2
1248,2,1,2,9,1,5,4,2,2,2,3,3,2,2,1,2,2
1251,2,1,6,2,4,4,3,3,3,1,2,4,4,4,1,1,3
1252,2,1,1,6,1,6,3,3,3,1,3,2,3,2,1,0,2
1253,2,3,3,1,8,5,1,3,2,1,3,3,3,2,1,0,2
1261,1,5,9,2,1,3,4,2,2,1,2,2,5,3,1,1,1
1262,1,4,2,6,4,1,4,3,2,2,3,3,2,3,1,0,4
1275,1,4,8,2,1,4,1,2,1,2,2,2,2,2,1,0,1
1278,2,1,6,5,4,3,1,3,3,2,3,3,3,4,1,1,1
1284,2,4,1,3,1,9,5,2,3,1,2,3,1,1,2,1,1
1288,1,1,2,6,1,4,1,3,3,1,3,2,2,3,1,1,2
1290,2,4,1,2,2,5,9,2,2,3,2,2,2,3,2,2,3
1291,2,1,8,1,1,3,6,3,2,1,3,4,3,1,1,1,3
1292,2,4,3,1,1,1,4,2,2,2,2,3,1,2,1,0,1
1293,2,1,2,3,1,6,5,3,2,2,4,3,2,2,1,1,2
1296,1,4,1,2,1,4,6,2,3,1,3,3,3,3,1,2,4
1297,1,4,8,2,1,4,3,2,2,2,3,3,3,3,1,2,3
1298,1,0,8,10,7,4,5,3,4,1,2,3,2,2,1,0,1
1300,2,4,1,2,1,3,5,3,3,1,3,2,2,3,1,2,2
1304,1,2,9,8,1,4,5,1,1,2,2,2,1,1,2,0,3
1307,2,1,2,1,1,4,1,3,4,2,2,3,2,3,1,2,2
1309,1,0,10,1,5,4,5,3,3,1,2,3,3,3,1,0,3
1310,2,4,2,1,1,6,2,3,2,2,3,2,3,2,2,0,2
1313,2,1,3,9,1,2,3,3,2,1,3,3,3,3,1,2,2
1314,1,3,8,6,1,4,5,3,2,1,2,3,3,3,1,1,3
1315,1,1,1,3,1,4,1,3,2,1,3,3,2,3,1,2,3
1316,1,0,1,3,2,3,4,3,4,2,2,3,2,3,1,1,2
1318,2,0,8,1,2,3,4,2,2,2,3,4,2,3,1,2,2
1320,2,4,2,6,3,5,9,3,4,1,3,3,3,2,1,1,2
1321,2,0,2,6,1,5,4,3,3,2,3,2,1,1,1,0,3
1323,2,4,6,1,1,6,3,3,2,1,3,3,2,2,2,3,3
1324,2,5,2,6,1,4,5,2,2,1,2,2,2,1,1,0,1
1325,2,4,1,2,1,6,1,2,2,2,2,2,2,2,1,0,2
1326,2,4,8,1,9,3,1,3,3,1,2,3,4,3,1,1,2
1327,2,4,1,9,1,3,1,3,3,1,2,2,3,2,1,1,2
1329,2,4,6,2,1,3,6,3,4,1,3,3,3,2,1,1,1
1332,1,4,1,6,1,4,3,3,3,2,2,3,3,5,1,2,1
1333,2,4,2,1,1,5,6,3,4,2,2,2,2,2,1,0,1
1334,1,4,8,1,1,4,5,2,2,1,3,3,1,2,1,1,3
1335,1,4,8,1,1,4,5,3,3,2,3,3,4,3,1,1,4
1347,1,4,1,2,2,3,6,3,3,1,2,3,3,3,1,1,1
1349,2,1,1,8,1,5,3,3,2,2,3,3,3,2,2,1,2
1350,1,1,1,5,1,4,6,3,3,1,3,3,3,4,1,1,1
1351,2,4,2,6,1,5,6,3,3,1,3,3,3,3,1,1,2
1355,2,1,2,1,1,1,6,3,4,1,1,3,3,3,1,1,2
1357,2,1,2,6,1,3,2,3,2,1,2,4,3,2,1,1,1
1358,2,1,1,3,1,9,1,3,4,2,3,3,4,3,1,1,1
1359,2,3,1,2,1,1,5,3,3,1,3,2,3,3,1,1,1
1360,2,2,2,3,1,5,4,3,3,1,2,3,2,3,1,1,2
1363,1,0,1,2,4,4,2,3,2,1,2,2,3,2,1,1,3
1364,1,3,1,2,1,4,3,3,3,1,2,2,2,4,1,2,3
1366,1,1,3,6,2,9,4,2,2,2,1,1,1,1,2,0,4
1367,1,4,1,3,1,4,5,3,3,1,3,2,3,3,1,3,3
