BYSID,father_job,col_major,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,AT_05,GENDER,teacherRel_cate,J007C
1172,4,7,2,6,1,5,6,3,3,1,2,3,2,2,0,2,1,5
1176,4,2,1,9,1,1,5,3,3,1,3,3,2,2,1,2,2,6
1182,3,2,3,1,2,9,3,2,1,3,3,2,2,1,2,2,1,6
1183,5,2,1,7,1,6,5,3,3,2,2,2,2,2,3,2,1,1
1184,4,4,1,2,1,4,6,4,4,1,3,3,3,3,1,1,1,5
1185,5,4,8,7,1,4,5,2,2,2,2,3,3,3,0,1,1,8
1186,3,4,2,1,1,1,4,3,3,1,3,3,4,4,2,1,1,8
1191,0,1,9,2,2,4,5,3,3,2,2,3,2,1,2,1,1,6
1192,3,0,2,1,1,4,9,3,3,2,2,2,3,2,1,1,2,5
1193,4,0,1,2,1,1,2,3,3,1,4,3,2,2,0,2,1,5
1197,4,0,6,2,1,4,6,3,2,3,1,4,2,3,0,1,1,8
1199,3,2,1,2,2,4,6,2,2,2,3,2,2,3,1,1,1,6
1201,4,7,3,8,6,4,3,3,3,1,3,3,1,1,0,1,1,6
1205,4,5,5,8,2,4,3,3,2,1,3,2,3,3,2,1,1,1
1206,4,7,8,1,1,5,4,3,3,2,3,3,2,3,0,2,1,6
1209,4,0,3,1,1,3,4,3,3,2,3,2,2,2,0,1,1,8
1210,4,0,2,1,1,6,4,3,2,2,3,2,2,2,0,1,1,6
1213,5,0,2,3,1,6,5,3,3,2,3,3,2,2,0,2,1,8
1216,5,0,1,3,4,4,2,3,2,1,3,3,2,2,0,1,1,1
1218,4,4,1,2,1,4,3,4,5,1,2,4,4,4,1,1,1,6
1225,5,1,2,1,1,2,5,3,3,1,2,3,3,3,1,2,2,6
1227,4,5,4,1,1,6,3,3,3,2,2,2,2,2,3,2,1,5
1229,5,0,10,8,5,5,3,2,2,2,2,4,1,3,0,2,1,8
1232,4,5,8,2,1,4,1,3,3,2,2,4,3,2,1,1,2,5
1236,0,0,1,2,2,4,5,1,1,2,3,2,2,1,0,1,1,6
1238,4,7,1,3,1,9,6,3,3,1,2,3,2,3,2,1,1,8
1242,1,3,2,8,1,4,1,2,2,1,2,2,3,4,2,1,1,5
1243,5,5,3,1,3,4,3,3,2,1,2,3,3,3,1,1,1,5
1247,1,2,1,2,1,9,6,3,3,1,2,3,3,4,1,2,1,1
1248,1,0,2,9,1,5,4,2,2,2,3,3,2,2,2,2,1,6
1251,1,1,6,2,4,4,3,3,3,1,2,4,4,4,1,2,1,6
1252,1,7,1,6,1,6,3,3,3,1,3,2,3,2,0,2,1,5
1253,3,7,3,1,8,5,1,3,2,1,3,3,3,2,0,2,1,8
1261,5,0,9,2,1,3,4,2,2,1,2,2,5,3,1,1,1,6
1262,4,4,2,6,4,1,4,3,2,2,3,3,2,3,0,1,1,8
1275,4,0,8,2,1,4,1,2,1,2,2,2,2,2,0,1,1,6
1278,1,3,6,5,4,3,1,3,3,2,3,3,3,4,1,2,1,2
1284,4,4,1,3,1,9,5,2,3,1,2,3,1,1,1,2,2,5
1288,1,0,2,6,1,4,1,3,3,1,3,2,2,3,1,1,1,5
1290,4,0,1,2,2,5,9,2,2,3,2,2,2,3,2,2,2,5
1291,1,7,8,1,1,3,6,3,2,1,3,4,3,1,1,2,1,5
1292,4,2,3,1,1,1,4,2,2,2,2,3,1,2,0,2,1,5
1293,1,0,2,3,1,6,5,3,2,2,4,3,2,2,1,2,1,5
1296,4,4,1,2,1,4,6,2,3,1,3,3,3,3,2,1,1,5
1297,4,4,8,2,1,4,3,2,2,2,3,3,3,3,2,1,1,5
1298,0,0,8,10,7,4,5,3,4,1,2,3,2,2,0,1,1,6
1300,4,4,1,2,1,3,5,3,3,1,3,2,2,3,2,2,1,5
1304,2,0,9,8,1,4,5,1,1,2,2,2,1,1,0,1,2,6
1307,1,4,2,1,1,4,1,3,4,2,2,3,2,3,2,2,1,5
1309,0,0,10,1,5,4,5,3,3,1,2,3,3,3,0,1,1,6
1310,4,7,2,1,1,6,2,3,2,2,3,2,3,2,0,2,2,6
1313,1,6,3,9,1,2,3,3,2,1,3,3,3,3,2,2,1,5
1314,3,0,8,6,1,4,5,3,2,1,2,3,3,3,1,1,1,6
1315,1,0,1,3,1,4,1,3,2,1,3,3,2,3,2,1,1,6
1316,0,0,1,3,2,3,4,3,4,2,2,3,2,3,1,1,1,5
1318,0,4,8,1,2,3,4,2,2,2,3,4,2,3,2,2,1,5
1320,4,2,2,6,3,5,9,3,4,1,3,3,3,2,1,2,1,5
1321,0,5,2,6,1,5,4,3,3,2,3,2,1,1,0,2,1,5
1323,4,4,6,1,1,6,3,3,2,1,3,3,2,2,3,2,2,6
1324,5,4,2,6,1,4,5,2,2,1,2,2,2,1,0,2,1,5
1325,4,2,1,2,1,6,1,2,2,2,2,2,2,2,0,2,1,6
1326,4,0,8,1,9,3,1,3,3,1,2,3,4,3,1,2,1,5
1327,4,1,1,9,1,3,1,3,3,1,2,2,3,2,1,2,1,5
1329,4,2,6,2,1,3,6,3,4,1,3,3,3,2,1,2,1,1
1332,4,0,1,6,1,4,3,3,3,2,2,3,3,5,2,1,1,1
1333,4,7,2,1,1,5,6,3,4,2,2,2,2,2,0,2,1,6
1334,4,5,8,1,1,4,5,2,2,1,3,3,1,2,1,1,1,6
1335,4,0,8,1,1,4,5,3,3,2,3,3,4,3,1,1,1,8
1347,4,2,1,2,2,3,6,3,3,1,2,3,3,3,1,1,1,5
1349,1,6,1,8,1,5,3,3,2,2,3,3,3,2,1,2,2,5
1350,1,2,1,5,1,4,6,3,3,1,3,3,3,4,1,1,1,6
1351,4,2,2,6,1,5,6,3,3,1,3,3,3,3,1,2,1,5
1355,1,2,2,1,1,1,6,3,4,1,1,3,3,3,1,2,1,6
1357,1,2,2,6,1,3,2,3,2,1,2,4,3,2,1,2,1,1
1358,1,2,1,3,1,9,1,3,4,2,3,3,4,3,1,2,1,1
1359,3,1,1,2,1,1,5,3,3,1,3,2,3,3,1,2,1,6
1360,2,0,2,3,1,5,4,3,3,1,2,3,2,3,1,2,1,5
1363,0,2,1,2,4,4,2,3,2,1,2,2,3,2,1,1,1,6
1364,3,4,1,2,1,4,3,3,3,1,2,2,2,4,2,1,1,6
1366,1,7,3,6,2,9,4,2,2,2,1,1,1,1,0,1,2,6
1367,4,2,1,3,1,4,5,3,3,1,3,2,3,3,3,1,1,6
1371,4,2,1,2,1,6,3,3,3,1,1,2,2,2,0,2,1,6
1372,0,4,6,2,1,4,1,3,2,1,2,3,2,4,2,1,1,1
1378,1,5,8,2,3,3,5,3,2,2,2,3,2,3,2,2,2,2
1384,1,2,8,1,1,6,9,4,4,1,2,4,3,2,1,1,1,5
1387,3,7,1,10,8,4,2,4,4,2,3,3,3,2,1,1,1,5
1388,4,1,1,2,1,4,1,3,2,1,3,4,2,3,1,1,1,5
1389,2,5,10,2,5,4,4,3,3,1,3,4,3,4,2,1,1,2
1390,1,0,6,1,1,4,6,3,3,1,2,3,2,2,2,1,1,5
1391,1,6,2,3,1,2,3,2,3,2,2,3,3,2,1,1,1,2
1392,4,0,7,3,4,4,6,3,2,1,4,3,4,3,3,2,1,1
1393,0,3,2,9,1,1,5,2,2,2,2,3,2,2,0,2,2,2
1395,4,4,1,2,1,4,3,4,3,1,3,4,4,4,1,1,1,2
1399,2,1,9,1,6,4,1,3,3,2,2,4,3,3,1,2,1,6
1407,4,2,3,7,1,6,5,2,3,1,3,3,1,2,1,2,1,5
1410,4,4,3,9,2,5,9,3,3,2,2,3,2,2,2,2,2,1
1413,3,0,9,1,5,6,1,3,4,1,2,3,3,4,2,2,1,6
1415,4,0,8,1,1,4,5,3,3,2,2,3,3,3,0,2,1,5
1416,4,1,2,1,1,6,5,3,3,1,3,3,3,3,1,2,1,5
1418,3,1,3,1,1,5,1,2,2,2,3,2,2,1,1,2,2,6
1420,0,5,2,1,1,4,1,2,2,1,2,2,2,2,1,2,1,6
1422,1,2,2,3,1,2,5,3,3,1,2,4,3,3,1,2,1,6
1423,4,5,2,3,1,5,3,2,2,1,3,2,2,3,1,2,2,5
1425,0,2,1,8,1,3,9,2,1,1,1,2,1,1,0,2,1,6
1426,0,0,7,8,1,4,6,3,4,1,3,3,2,3,0,1,1,8
1434,4,2,3,2,1,4,5,3,2,1,2,3,2,3,3,2,1,1
1442,4,0,8,3,1,4,3,3,3,1,3,3,3,2,0,1,1,6
1448,4,6,2,3,1,1,9,3,3,1,2,3,3,3,0,2,1,5
1449,0,0,2,6,1,5,3,2,2,2,2,2,2,3,0,2,1,5
1455,3,5,8,3,7,9,6,3,3,2,2,4,3,3,1,1,1,8
1456,4,6,3,1,1,5,9,3,3,2,3,2,3,2,1,1,1,5
1459,5,0,3,2,2,4,5,2,2,2,2,2,3,4,2,1,1,8
1461,3,0,1,8,1,4,3,3,3,1,2,3,3,3,1,1,1,8
1467,4,4,1,2,2,4,3,2,2,1,3,2,1,3,3,1,1,6
1469,1,5,2,8,1,4,3,3,2,1,2,2,2,4,1,2,1,6
1470,4,0,8,6,1,4,1,3,3,1,3,3,2,2,0,1,1,5
1472,1,4,1,8,3,3,4,2,3,1,3,2,2,3,1,1,2,5
1478,4,0,2,1,1,4,3,2,2,1,3,3,3,3,2,1,1,8
1479,5,1,3,1,2,5,6,2,3,2,2,2,2,2,1,2,1,6
1480,1,4,1,2,1,5,3,3,3,2,3,3,3,2,2,2,1,6
1481,2,5,2,1,1,5,4,3,3,1,3,4,3,2,1,2,1,5
1482,1,2,2,1,1,1,4,3,2,1,2,3,3,2,1,2,1,5
1487,5,7,6,3,1,1,5,2,2,2,2,2,3,2,1,2,1,1
1490,4,2,2,1,1,5,1,3,2,1,2,3,2,2,1,2,1,5
1492,0,0,1,2,4,2,1,2,1,3,1,4,1,1,0,2,2,8
1496,0,0,1,3,3,4,5,3,3,1,3,2,3,1,0,2,1,1
1498,0,2,2,1,1,5,4,3,3,1,2,3,3,2,1,1,1,5
1500,4,0,1,8,7,4,3,3,4,2,3,3,3,3,0,1,1,6
1501,4,4,1,1,1,5,1,3,3,2,3,3,2,2,0,2,1,1
1503,1,4,2,9,1,4,3,3,3,1,2,3,3,2,2,1,1,5
1505,0,4,1,2,1,6,2,3,3,2,3,2,3,4,2,1,1,5
1507,0,0,2,3,1,6,4,3,3,2,1,4,1,2,1,1,1,6
1511,4,2,1,10,1,6,4,3,4,1,4,4,4,1,0,2,1,6
1515,2,0,2,9,1,4,6,2,2,1,2,1,1,2,2,1,1,5
1517,1,2,5,3,1,3,2,2,2,2,3,2,2,2,0,1,1,5
1519,5,4,8,1,1,4,1,3,2,1,2,3,4,3,1,1,1,5
1521,4,2,5,9,3,1,4,2,2,2,3,2,3,3,1,1,1,5
1522,1,3,2,1,1,1,9,2,3,2,3,3,3,3,1,2,1,2
1525,4,4,3,1,4,4,5,2,2,1,2,3,2,3,2,1,1,5
1527,1,4,6,3,8,4,1,3,2,2,3,3,3,4,2,1,1,8
1528,1,0,3,1,2,9,6,3,2,2,3,3,2,3,1,1,1,6
1529,0,2,1,4,1,5,6,2,1,2,3,1,2,2,1,2,1,6
1532,1,7,1,2,1,4,6,3,3,1,2,4,4,2,1,1,1,5
1534,2,0,1,8,1,4,5,3,3,1,3,2,2,2,2,1,1,5
1542,4,4,1,3,3,4,3,3,2,2,3,2,1,4,2,1,1,6
1549,4,3,6,3,1,5,3,3,3,1,2,3,4,2,1,2,1,6
1550,4,2,3,5,2,6,9,3,3,2,2,2,3,3,1,2,1,1
1552,4,4,6,7,4,6,3,3,3,2,2,2,2,3,0,2,1,8
1553,3,5,2,8,1,4,3,2,1,1,3,3,2,3,1,1,2,5
1556,1,6,1,2,1,4,1,3,3,1,3,2,3,4,2,1,1,5
1560,4,7,1,9,1,6,3,3,4,2,3,2,2,3,3,2,1,5
1562,1,2,2,5,1,1,4,3,3,1,3,3,2,4,0,2,1,6
1565,4,2,10,2,5,4,6,3,3,1,2,3,2,3,0,2,1,1
1566,5,4,8,1,1,4,5,3,2,1,3,3,3,3,2,1,1,8
1567,4,4,2,1,1,4,5,3,2,2,2,3,3,4,2,2,1,5
1568,1,0,2,3,2,4,6,3,3,1,2,3,3,2,1,1,1,6
1572,4,4,8,1,1,4,5,3,3,1,3,3,2,4,2,1,1,5
1575,1,2,1,3,8,4,3,3,3,2,2,3,3,3,2,2,2,6
1577,1,4,3,8,4,4,3,3,3,1,2,3,2,3,3,1,1,6
1579,1,0,3,10,4,3,9,3,3,1,1,3,3,3,2,2,1,5
1580,0,2,2,1,1,4,3,3,2,2,3,3,3,3,0,1,1,5
1582,4,2,6,10,1,3,2,3,2,1,3,2,3,3,1,2,1,5
1583,1,2,1,2,3,2,4,3,2,1,3,2,3,3,1,1,1,5
1585,1,1,2,1,1,2,5,3,3,2,3,3,3,2,1,2,1,5
1586,0,2,1,8,1,9,4,2,2,2,3,1,2,2,0,2,1,1
1589,4,3,9,2,6,3,2,3,3,2,3,3,3,3,2,2,1,2
1590,4,2,2,7,1,5,1,2,1,2,3,4,2,3,0,1,1,5
1591,4,0,3,2,1,4,3,3,3,1,2,3,2,3,0,1,1,6
1593,1,2,1,2,1,1,3,3,3,1,2,3,2,3,1,2,1,2
1596,3,0,3,9,3,1,4,3,3,1,1,4,4,4,2,1,1,2
1597,3,5,2,1,1,6,3,3,3,1,2,4,3,2,2,2,1,6
1598,4,5,1,9,1,4,1,2,1,1,2,2,3,3,2,1,1,8
1601,4,3,8,2,4,5,4,2,2,1,2,3,2,2,0,2,1,2
1602,0,1,1,2,1,2,3,2,2,1,2,4,3,3,1,2,1,5
1604,4,4,1,9,3,4,1,3,3,1,4,2,4,3,0,1,1,8
1606,5,1,2,8,1,5,3,2,2,2,3,2,3,2,1,2,1,6
1608,4,5,2,1,7,4,6,2,1,1,3,3,2,2,0,2,1,5
1609,1,4,2,3,1,4,3,2,2,1,3,3,2,3,3,1,1,6
1611,0,2,2,8,1,5,4,2,2,1,2,2,3,2,1,2,1,6
1614,4,0,1,2,1,3,4,3,2,1,2,3,2,2,0,1,1,6
1615,0,0,1,9,1,4,3,4,4,1,4,4,3,4,2,1,1,6
1621,5,0,1,6,2,9,6,3,3,2,2,2,2,2,0,2,1,1
1626,4,7,2,9,1,4,3,3,3,1,1,2,3,3,0,2,1,5
1627,5,1,5,6,1,6,4,3,4,1,2,3,3,4,1,2,1,2
1629,2,4,8,7,1,4,5,2,2,2,1,3,1,2,0,1,2,5
1631,4,2,1,7,9,3,5,3,3,2,1,2,3,2,0,2,1,5
1635,3,2,5,6,1,4,1,3,2,2,2,5,4,2,0,1,1,5
1636,1,7,2,6,1,4,8,3,3,2,4,3,3,2,1,2,1,6
1638,3,4,8,7,4,4,3,3,3,2,3,3,3,3,2,1,1,5
1640,3,0,1,8,2,6,3,2,2,2,2,2,3,2,1,2,1,6
1642,4,0,2,9,6,4,1,3,2,1,2,3,3,3,2,1,1,5
1643,1,4,6,3,4,4,3,2,2,2,2,1,2,3,3,1,1,5
1644,5,2,5,3,2,6,3,3,3,2,2,2,2,2,1,2,1,5
1648,5,4,8,2,1,5,4,3,2,2,2,2,2,3,0,2,1,5
1649,4,0,2,1,1,3,9,2,2,2,2,2,3,2,1,2,1,5
1650,5,0,8,2,1,3,5,3,3,1,3,3,2,1,0,2,1,8
1651,1,4,4,1,5,3,2,4,4,1,3,3,4,4,2,2,1,2
1658,4,4,1,3,1,9,4,3,3,2,3,2,2,3,2,1,1,5
1659,4,0,1,3,2,4,3,3,4,2,2,3,3,3,1,1,1,5
1664,4,7,8,7,1,4,3,4,4,1,4,4,3,2,1,1,1,5
1666,2,0,2,1,5,6,3,3,3,1,4,4,2,3,0,2,1,8
1667,0,0,2,1,1,7,6,3,3,1,3,3,2,2,0,2,1,5
1668,4,0,3,2,2,3,6,2,1,2,2,3,3,3,1,1,1,5
1669,1,0,2,1,3,4,1,3,2,2,2,3,2,4,1,2,1,5
1670,2,6,1,10,1,6,5,3,3,1,2,2,2,2,1,2,1,6
1672,4,7,1,3,2,5,9,3,3,1,2,3,2,2,0,2,1,5
1673,4,6,1,2,1,5,6,3,4,1,2,4,4,2,0,2,2,1
1680,4,2,1,3,2,4,1,3,3,1,3,2,2,3,3,2,1,1
1687,3,4,1,3,1,5,4,3,2,1,3,3,3,4,2,2,1,1
1688,1,7,2,8,1,4,5,3,3,1,3,4,2,4,0,1,1,2
1689,3,0,2,6,1,6,5,3,3,1,2,3,2,2,1,2,2,5
1690,4,4,1,9,1,4,3,3,2,1,3,3,2,4,2,1,1,5
1691,4,2,1,2,1,9,6,3,3,2,1,3,2,2,0,2,2,1
1695,4,0,8,3,1,4,8,2,1,1,2,2,2,2,0,1,1,5
1696,2,4,2,9,1,4,2,3,3,1,2,3,2,3,1,1,1,5
1698,5,0,1,2,1,4,2,2,2,2,2,3,2,3,0,1,1,8
1701,4,0,2,8,1,4,5,2,2,1,2,2,2,3,0,2,1,5
1703,0,0,2,1,1,6,9,2,3,2,4,2,2,1,0,2,1,5
1704,3,4,1,3,1,6,5,3,3,2,2,3,3,3,0,2,1,6
1713,3,4,8,3,4,4,5,3,3,1,3,3,3,3,0,1,2,8
1721,4,2,2,1,1,4,5,3,3,1,2,4,3,2,1,1,1,5
1728,4,3,4,1,1,3,6,3,3,2,3,2,4,3,1,2,1,2
1729,5,4,2,6,1,3,4,3,2,1,3,3,3,3,0,1,1,5
1730,3,4,2,9,1,4,1,2,3,1,2,3,2,2,1,1,1,5
1731,0,0,3,1,4,4,9,4,5,2,2,5,2,1,1,1,1,1
1733,2,4,2,8,1,4,3,3,2,2,3,3,2,3,2,1,1,6
1734,3,2,1,2,1,4,1,2,2,2,3,2,2,3,1,1,1,5
1735,1,4,1,9,1,4,1,3,4,1,3,3,3,3,2,1,1,6
1736,1,2,2,5,1,4,5,3,2,1,2,2,2,3,1,1,1,5
1737,3,5,1,2,1,9,6,3,3,1,3,3,3,3,2,2,1,5
1738,5,7,8,2,1,4,3,3,3,1,3,3,2,2,0,1,1,6
1739,2,2,1,2,1,4,6,2,2,2,3,3,3,2,1,1,1,5
1740,4,3,1,2,1,4,1,3,3,1,3,3,4,3,1,1,1,6
1742,1,1,6,7,1,4,3,2,2,2,2,2,2,2,1,2,1,6
1743,4,0,2,1,1,3,6,3,3,1,4,3,4,3,1,2,1,2
1745,2,2,1,8,1,3,6,3,3,2,2,3,2,1,3,2,1,5
1748,0,3,2,1,1,4,6,2,3,2,2,3,2,2,1,2,1,4
1752,1,7,2,6,8,3,5,3,2,1,2,3,3,3,1,2,1,1
1755,1,0,2,1,1,4,3,3,2,2,3,3,3,2,1,1,1,5
1756,4,4,3,1,1,4,5,1,1,1,2,1,1,1,2,1,2,5
1760,5,0,2,1,1,3,4,2,3,1,3,2,2,2,0,2,1,6
1761,5,0,8,3,1,5,6,2,2,2,2,3,2,2,0,2,1,8
1767,1,5,1,6,1,3,5,2,2,2,2,3,2,4,2,2,2,5
1768,4,4,1,8,1,3,6,3,3,2,4,3,4,3,1,2,1,6
1773,1,3,2,9,1,3,4,3,2,1,3,2,3,2,1,2,1,5
1776,1,2,2,3,1,4,3,2,2,2,2,2,1,1,1,2,1,1
1778,5,1,3,7,9,1,3,2,2,2,3,2,3,2,1,2,2,8
1779,4,0,2,7,1,3,9,2,2,2,3,3,2,3,0,2,1,6
1780,4,2,5,4,5,4,6,4,3,1,2,3,4,3,1,1,1,8
1781,4,5,2,3,1,4,3,3,2,1,3,3,3,3,1,1,1,5
1783,0,4,8,1,1,4,9,3,4,2,3,3,1,1,0,1,1,6
1790,4,0,1,3,2,6,9,3,4,1,2,3,2,3,1,2,1,8
1791,1,0,2,1,1,4,6,4,4,2,1,2,4,3,1,1,2,8
1792,4,7,1,7,1,4,9,3,3,1,2,3,3,3,0,2,1,5
1793,0,0,8,5,1,4,5,2,2,1,2,4,2,2,2,1,1,6
1795,5,2,2,3,1,4,3,3,3,1,3,2,4,3,1,1,1,5
1797,4,0,1,8,1,6,4,3,4,1,2,4,3,2,1,1,2,5
1798,1,2,6,2,4,1,3,3,3,1,2,4,3,3,1,2,1,2
1801,4,0,8,3,1,4,3,2,2,1,3,2,2,2,0,1,1,8
1802,0,0,6,8,6,4,3,3,3,1,3,3,3,2,0,1,1,5
1806,3,7,1,2,1,3,4,2,2,1,3,3,2,3,1,1,1,2
1810,5,7,2,6,1,3,2,3,3,1,3,3,4,3,0,2,1,5
1814,4,0,2,1,1,6,3,1,1,2,2,2,1,2,1,2,1,5
1816,4,0,4,5,1,3,8,4,3,1,2,3,3,3,1,1,1,6
1822,4,1,2,8,1,4,3,3,3,2,2,3,2,2,3,1,2,5
1823,1,2,1,8,3,4,3,3,2,1,3,3,2,3,1,1,1,5
1826,1,1,8,2,9,9,4,3,3,2,2,3,3,3,0,1,1,5
1827,4,0,9,2,6,4,5,2,2,1,3,2,2,3,3,1,1,2
1828,1,5,6,1,4,1,6,3,2,2,3,3,4,3,1,2,1,1
1830,0,2,6,10,2,4,1,4,4,3,3,3,3,3,0,1,1,6
1831,0,2,2,8,1,3,6,3,4,1,3,4,3,3,1,2,1,1
1832,0,7,1,2,1,5,6,3,3,1,2,3,2,1,1,2,1,1
1834,4,4,1,8,1,3,6,3,3,3,2,5,3,2,0,1,1,8
1835,4,2,1,2,2,4,1,3,2,2,3,4,2,4,1,1,1,8
1836,4,6,2,6,1,4,5,4,3,1,2,4,4,2,1,1,1,6
1837,4,4,1,3,2,3,4,3,3,1,2,3,3,3,2,1,1,6
1840,4,4,3,8,1,4,5,2,2,2,2,3,2,2,1,1,1,5
1842,3,4,8,4,1,4,3,3,3,2,2,3,3,3,2,1,1,5
1845,4,2,2,8,1,4,1,3,3,1,4,3,3,3,0,1,1,6
1846,3,1,1,3,1,4,5,3,1,1,2,4,3,2,1,1,1,6
1852,0,1,1,7,3,3,5,2,2,1,3,2,2,3,1,2,1,5
1853,4,5,2,8,1,4,9,3,3,1,2,4,4,5,2,2,1,8
1860,4,0,3,1,2,1,3,3,3,2,2,2,2,3,1,2,1,6
1861,5,4,2,6,1,3,4,3,3,1,3,3,3,4,2,2,1,1
1864,1,7,2,8,1,6,3,3,2,1,3,3,2,3,1,2,1,5
1871,1,7,8,6,1,4,1,4,4,2,3,3,3,4,1,1,1,6
1872,4,4,1,7,1,6,4,3,3,2,2,3,3,3,0,1,1,6
1873,4,3,1,8,1,4,3,2,2,2,2,3,3,3,2,1,1,8
1875,4,2,8,4,3,3,4,2,2,1,2,2,3,3,1,2,1,1
1876,3,5,1,2,1,3,1,3,4,1,3,4,3,4,2,2,1,6
1877,4,4,8,6,5,4,5,3,3,1,3,4,3,4,2,1,1,1
1879,4,0,3,1,2,5,4,3,3,1,3,3,2,2,1,1,2,8
1880,1,0,10,4,5,6,1,3,3,1,2,4,3,4,2,2,1,6
1882,4,4,1,3,1,3,1,2,2,2,2,2,3,2,0,1,1,6
1883,4,1,1,8,4,5,2,3,2,1,3,3,2,3,1,2,1,6
1884,5,4,1,8,1,1,4,2,2,1,3,4,3,3,1,1,1,6
1886,4,0,2,8,1,9,2,3,2,1,3,3,2,2,0,2,1,1
1890,1,1,2,1,1,3,1,3,3,1,2,4,3,3,2,2,1,6
1892,5,1,1,4,1,4,6,3,3,2,3,3,4,3,1,2,1,2
1894,5,0,10,2,5,5,4,2,2,2,3,3,3,3,0,2,1,6
1897,1,7,2,3,1,4,5,3,3,1,2,3,2,2,1,2,1,5
1899,4,5,3,7,1,4,6,3,3,2,3,3,1,3,1,1,1,1
1902,1,1,2,6,1,5,4,3,3,1,3,4,3,3,1,2,1,6
1904,3,2,6,9,4,7,4,4,3,1,4,5,3,4,1,1,1,6
1905,4,0,1,8,6,6,9,3,2,1,3,2,2,2,0,2,1,8
1906,4,2,3,5,2,6,4,1,1,1,2,3,1,1,0,1,2,8
1911,0,2,1,2,1,2,3,2,1,1,3,2,2,2,0,1,2,6
1912,0,0,2,3,1,3,6,3,3,2,3,3,2,2,0,1,1,2
1916,4,2,1,3,2,4,3,3,3,1,3,3,3,2,1,1,1,8
1919,3,2,8,10,1,1,9,3,3,1,3,3,2,2,1,2,1,5
1922,4,4,1,3,1,4,6,3,4,2,3,3,3,2,2,1,1,6
1923,1,0,2,6,1,6,9,3,3,2,3,2,3,3,0,2,1,2
1924,0,0,3,8,1,4,3,2,2,2,1,2,2,2,3,1,2,8
1925,4,4,8,3,1,4,6,2,2,2,3,2,3,2,0,1,1,6
1926,1,2,3,1,3,3,1,4,4,1,3,3,2,2,1,1,1,6
1927,4,4,3,8,9,9,6,3,2,3,2,1,2,3,0,1,1,6
1928,0,2,1,7,2,1,9,3,3,2,3,3,3,3,3,2,1,5
1931,1,7,8,2,1,4,3,3,4,2,3,2,2,1,0,2,1,6
1933,4,0,1,2,3,6,3,3,3,1,3,3,2,2,0,1,1,1
1935,4,0,8,1,1,5,1,3,3,2,3,2,4,1,0,2,1,1
1937,4,4,2,1,1,3,5,2,1,2,2,3,2,4,2,1,1,5
1941,1,1,1,6,1,4,1,3,2,1,2,3,2,2,1,1,1,8
1942,2,1,2,1,1,4,1,3,2,1,3,4,4,3,1,1,1,6
1946,4,4,1,8,1,5,3,2,2,2,3,3,2,3,2,2,1,1
1947,4,3,3,1,2,3,5,4,3,1,3,4,2,4,2,2,1,2
1949,3,7,9,7,4,4,3,3,3,1,3,3,3,2,1,1,1,1
1950,4,2,2,6,1,1,6,3,2,1,3,3,3,3,1,2,1,1
1951,1,4,1,3,1,1,6,4,4,1,3,3,3,3,0,1,1,8
1952,3,4,2,8,1,4,3,3,3,1,2,4,3,3,2,1,2,6
1954,1,0,1,3,2,6,1,3,3,1,3,3,4,3,1,1,1,1
1957,4,5,1,2,1,9,6,2,2,1,2,3,2,3,0,2,1,5
1958,0,2,2,3,1,5,9,3,4,1,2,3,2,2,1,2,1,6
1960,3,5,3,1,2,4,1,3,3,2,3,4,4,3,2,1,1,8
1964,5,6,8,10,1,9,6,2,2,1,3,2,2,2,1,2,1,2
1966,5,1,2,5,1,1,5,3,2,1,3,2,3,1,1,2,1,1
1976,2,2,1,6,1,4,6,3,2,2,3,5,4,2,0,1,1,6
1977,1,4,2,1,2,4,3,3,3,1,3,3,3,3,2,1,1,2
1983,5,7,8,1,1,6,3,3,3,2,3,3,2,2,1,2,1,8
1985,4,2,9,8,6,4,1,3,2,2,2,2,2,2,0,1,1,5
1993,3,0,3,2,2,3,9,3,4,1,2,3,3,3,1,2,1,1
1997,4,0,2,10,1,4,5,2,1,2,3,2,3,2,1,1,1,2
1999,4,4,2,7,1,4,1,3,3,1,3,2,3,2,0,1,1,5
2002,5,2,1,6,1,4,3,3,3,1,2,3,4,3,1,1,1,5
2007,4,4,2,6,1,4,3,2,2,2,3,2,2,2,0,1,2,8
2008,4,3,10,2,5,4,3,3,3,1,3,3,2,3,0,2,1,2
2010,4,1,3,6,3,4,5,3,2,1,1,4,3,3,1,2,1,6
2012,4,0,1,3,2,4,1,2,2,1,2,2,2,2,1,1,1,8
2013,1,7,4,2,1,6,4,3,3,1,3,3,3,4,1,2,1,2
2018,3,0,3,1,3,4,5,3,3,2,2,3,3,3,2,1,1,5
2021,5,7,1,3,1,1,5,3,3,1,3,3,3,3,1,2,1,6
2022,3,4,3,1,3,4,6,2,2,2,3,3,2,3,1,1,1,5
2024,0,0,2,6,1,4,6,2,2,1,3,3,2,2,1,1,2,6
2030,4,0,1,6,1,4,1,3,4,2,3,4,2,3,3,2,1,1
2031,0,3,2,7,1,3,4,3,2,2,2,4,4,4,1,2,1,2
2033,0,7,2,1,1,9,4,3,2,1,2,3,2,3,1,2,1,5
