BYSID,J007C
3707,1032
3707,1331
3707,1032
3707,1032
3707,1045
3707,1032
3707,1032
3707,1032
3708,1623
3708,2030
3708,223
3708,2253
3708,2253
3709,1031
3709,252
3709,1032
3711,1661
3711,2272
3711,220
3711,215
3711,677
3711,1032
3711,677
3712,2271
3712,1041
3712,853
3712,1932
3712,1962
3712,1962
3714,1250
3714,1333
3714,1333
3714,1313
3714,1250
3714,1043
3714,1319
3714,1031
3714,156
3715,1529
3715,1529
3717,1970
3717,1970
3717,1970
3717,1970
3717,1970
3717,1970
3717,1970
3721,242
3721,242
3721,242
3721,242
3721,242
3722,1132
3722,1331
3722,220
3722,220
3722,1331
3722,462
3723,241
3723,228
3723,242
3723,1331
3723,1213
3723,1045
3725,1970
3725,1970
3725,1970
3725,1045
3725,1032
3725,1032
3725,231
3725,677
3728,2329
3728,1264
3732,1970
3732,1970
3732,1970
3732,1970
3732,224
3732,224
3736,1331
3736,1032
3736,1032
3736,1032
3736,1032
3736,1032
3737,671
3737,671
3737,1320
3737,671
3737,671
3737,671
3737,671
3740,1331
3740,1331
3740,1045
3740,223
3740,1581
3746,1970
3746,1032
3746,1032
3746,1031
3746,1470
3746,1470
3746,1470
3746,1721
3746,1721
3747,1250
3747,1250
3747,1250
3747,1032
3747,1032
3747,1032
3748,1112
3748,1112
3748,1112
3748,1119
3748,228
3750,1331
3750,1723
3750,1725
3750,1725
3752,2410
3752,2410
3752,2410
3753,1032
3753,2026
3753,2026
3753,2026
3754,1970
3754,1970
3755,1331
3755,1331
3755,959
3755,1033
3755,1014
3755,332
3755,1320
3755,242
3755,242
3755,1033
3756,952
3756,1119
3758,232
3758,2027
3758,2028
3763,1970
3763,1045
3763,1045
3763,1045
3763,2272
3763,1723
3763,2271
3765,1331
3765,1331
3765,1412
3765,1412
3765,1468
3765,1412
3765,1412
3766,959
3766,220
3766,220
3766,2212
3766,252
3766,1111
3766,1111
3766,1721
3768,1970
3768,1970
3768,1970
3768,1970
3768,1521
3768,1521
3769,1222
3769,1331
3769,1463
3769,1463
3770,911
3771,241
3771,241
3771,1332
3771,156
3771,156
3772,1331
3772,1045
3772,1045
3772,1032
3772,1847
3772,1833
3772,2028
3772,232
3777,677
3777,663
3777,663
3777,663
3777,663
3777,663
3779,241
3779,232
3779,242
3779,241
3780,252
3780,228
3780,1032
3780,1032
3780,453
3780,854
3781,1320
3781,464
3781,241
3781,241
3782,1581
3782,1582
3782,952
3782,1510
3782,1510
3784,232
3784,1032
3784,228
3784,1032
3784,1032
3784,1032
3784,228
3787,959
3787,1450
3787,1460
3787,220
3787,220
3793,1970
3793,1970
3793,1045
3793,677
3793,677
3793,677
3793,677
3795,712
3795,1045
3796,232
3796,232
3796,232
3796,1033
3796,242
3796,242
3796,242
3797,1114
3797,845
3798,2272
3798,2032
3798,2030
3807,1313
3807,1310
3807,942
3807,942
3807,1650
3807,1650
3808,2271
3808,252
3808,231
3808,232
3809,1032
3809,252
3809,1332
3809,1332
3809,1332
3811,1331
3811,1032
3811,1032
3811,1031
3811,232
3812,854
3812,855
3812,855
3812,855
3812,854
3812,854
3817,1045
3817,1032
3817,677
3817,227
3817,220
3817,252
3822,1014
3822,1250
3822,1014
3827,1119
3827,1032
3827,1683
3828,1970
3828,1970
3828,1970
3828,156
3828,221
3830,1045
3830,1332
3830,1032
3830,1332
3830,677
3830,640
3832,1724
3832,1510
3833,1043
3833,939
3833,224
3834,1970
3834,1970
3834,1970
3834,1331
3834,1320
3834,1320
3834,1320
3834,1033
3834,1331
3834,1320
3834,1032
3835,1045
3835,1219
3835,1219
3835,1212
3835,1212
3835,1212
3835,1212
3835,1212
3835,1212
3839,1045
3839,323
3839,321
3839,323
3839,1043
3839,220
3839,1032
3839,1045
3839,241
3840,1331
3840,1331
3840,1045
3840,1331
3842,2272
3842,2272
3842,252
3842,1682
3844,1970
3844,1521
3844,1960
3845,220
3845,220
3845,220
3845,1032
3847,1032
3848,1970
3848,1970
3848,1250
3849,1032
3849,1032
3849,1043
3849,1032
3849,1521
3849,1052
3849,1521
3849,1521
3849,1520
3849,1550
3850,1250
3850,1331
3850,1333
3850,1331
3850,959
3850,1970
3850,1521
3852,1970
3852,1970
3852,1114
3852,2271
3852,1970
3853,453
3853,453
3853,453
3853,453
3854,1970
3854,1970
3854,1970
3854,1970
3854,1970
3854,1970
3854,1970
3854,1970
3855,1269
3855,1264
3855,1264
3856,663
3856,663
3856,663
3856,1032
3856,1032
3856,663
3856,663
3856,663
3857,2410
3857,2410
3857,2410
3857,2410
3857,2410
3859,1132
3859,1132
3859,1331
3859,1119
3859,224
3859,220
3860,1970
3860,1970
3860,1970
3860,1970
3860,1970
3860,1970
3860,1970
3863,1264
3863,1264
3863,1264
3864,1961
3866,1250
3867,1970
3867,1970
3867,1970
3867,1970
3867,1332
3867,2127
3872,220
3872,251
3872,220
3872,1970
3872,1970
3874,1250
3874,1250
3874,1112
3875,242
3875,1033
3876,228
3879,1044
3879,1112
3879,1932
3879,1032
3879,1032
3881,1310
3882,221
3882,1014
3884,1460
3884,1970
3884,1522
3884,1522
3884,1522
3885,661
3885,661
3885,661
3885,661
3885,661
3888,1970
3888,1250
3888,1044
3888,1044
3888,1250
3888,156
3888,1670
3888,1670
3888,1670
3888,1623
3889,1219
3889,1970
3889,1970
3892,252
3892,1264
3893,232
3893,1032
3893,1032
3893,1032
3893,1032
3893,1032
3893,1032
3893,1032
3893,1032
3895,1920
3895,1581
3895,1670
3895,1670
3896,1333
3896,959
3896,1333
3896,1333
3897,1250
3897,1250
3897,1031
3897,1250
3897,323
3899,1970
3899,1970
3899,232
3899,1032
3899,1032
3899,1331
3899,453
3900,1114
3900,225
3900,224
3901,1032
3901,1320
3901,1032
3901,1032
3901,1032
3901,1032
3902,220
3902,231
3902,220
3902,231
3902,231
3903,1045
3903,951
3903,1520
3903,2030
3903,1920
3904,1970
3904,224
3904,224
3904,224
3906,1583
3906,1522
3906,1522
3907,1320
3907,1014
3907,850
3907,1032
3908,1114
3908,1043
3908,1043
3908,959
3908,959
3908,959
3909,2410
3909,1470
3909,1470
3909,220
3909,1412
3910,1045
3910,1045
3911,1032
3911,1463
3911,1510
3911,1510
3911,1510
3911,1510
3913,1970
3913,1970
3913,1970
3913,1970
3913,1970
3913,1970
3917,855
3917,1222
3917,856
3917,856
3917,855
3917,854
3917,854
3917,854
3919,2024
3919,252
3919,252
3919,223
3920,220
3921,1032
3921,1032
3921,640
3922,851
3922,851
3922,851
3922,851
3923,1031
3923,2128
3923,242
3923,242
3923,1031
3925,1250
3925,1033
3925,1052
3925,225
3925,225
3926,1331
3926,1331
3926,1331
3926,2028
3926,1264
3926,1264
3927,1331
3927,252
3927,413
3927,421
3927,1213
3929,1970
3929,1970
3929,2272
3929,2272
3929,2272
3929,1970
3929,1970
3931,1970
3931,1970
3931,1970
3931,1970
3931,1970
3931,1970
3931,1970
3931,2271
3931,1970
3937,1582
3937,1670
3937,1583
3937,1583
3939,252
3941,453
3941,453
3941,464
3941,722
3941,711
3941,722
3941,722
3942,1331
3944,1962
3944,1970
3944,1950
3944,855
3944,855
3944,855
3944,855
3944,855
3944,855
3944,855
3944,855
3945,1970
3945,1970
3945,1032
3945,1214
3945,1214
3945,232
3945,1032
3946,640
3946,640
3946,640
3946,640
3948,1970
3948,1032
3948,1213
3948,1213
3948,1213
3948,1032
3948,1970
3948,224
3948,224
3948,1729
3948,224
3949,220
3949,220
3949,1032
3949,1043
3949,1045
3949,1332
3949,2127
3950,252
3950,232
3950,1014
3950,221
3950,226
3951,252
3951,252
3951,252
3951,252
3951,252
3952,1014
3952,1014
3952,1014
3952,1521
3952,1970
3952,1014
3952,1014
3954,1521
3954,1521
3954,1521
3955,141
3955,1520
3955,2330
3956,1970
3956,1970
3956,1970
3957,1043
3957,1119
3957,1119
3958,1970
3958,1970
3958,1113
3958,1119
3958,1033
3958,1032
3959,1045
3959,1331
3959,1331
3959,1331
3959,1331
3959,220
3960,1539
3960,2272
3960,1539
3960,1430
3960,1032
3960,1044
3960,1650
3960,1650
3962,1264
3962,1264
3962,225
3962,1510
3962,225
3962,220
3963,1032
3963,952
3963,225
3963,1970
3964,221
3964,224
3968,1682
3968,1682
3968,1682
3968,1682
3968,1682
3969,232
3969,232
3969,226
3969,226
3969,226
3969,219
3969,219
3971,1331
3971,252
3971,1331
3971,422
3971,422
3971,422
3973,252
3973,1032
3973,1319
3973,1032
3973,1031
3973,156
3974,952
3974,224
3974,224
3976,252
3976,1032
3977,677
3977,1970
3977,1970
3977,2272
3977,1970
3977,1045
3977,232
3977,2028
3977,712
3978,1410
3978,1416
3978,1411
3978,1411
3978,1411
3981,1970
3981,1920
3983,1331
3983,1331
3983,1045
3983,1310
3983,2121
3984,640
3984,663
3984,663
3984,663
3985,1331
3985,1970
3985,1970
3985,1032
3986,1121
3986,1132
3986,1939
3986,1939
3986,1264
3986,1032
3986,1332
3990,1331
3990,1415
3990,1415
3990,1415
3990,1939
3990,1415
3990,141
3991,1045
3991,1014
3991,225
3992,1014
3992,1331
3992,220
3992,1250
3993,1250
3993,1032
3993,1970
3993,1970
3993,1970
3994,323
3994,323
3994,323
3994,323
3994,323
3994,321
3994,228
3998,1970
3999,1522
4005,1032
4005,1970
4005,841
4005,1043
4005,1045
4005,1032
4005,1213
4005,1213
4005,1045
4005,220
4006,228
4006,220
4006,220
4006,220
4006,220
4007,220
4007,677
4007,640
4007,1032
4007,677
4007,677
4007,640
4007,677
4007,677
4008,1900
4008,1970
4008,251
4008,220
4008,220
4008,220
4013,679
4013,1970
4016,232
4016,232
4016,252
4016,252
4016,220
4016,225
4016,220
4016,220
4017,2320
4017,225
4017,225
4017,242
4017,1583
4018,1970
4018,1970
4018,1529
4018,1970
4018,1911
4018,1970
4018,1962
4018,1970
4019,220
4019,232
4019,230
4019,220
4019,231
4019,221
4019,231
4020,252
4020,232
4020,677
4020,651
4020,651
4020,651
4022,1250
4022,1215
4023,1970
4023,1911
4023,1911
4023,1911
4023,224
4023,224
4023,224
4024,1551
4024,1551
4024,1551
4024,1551
4027,1670
4027,225
4027,225
4027,959
4028,1045
4028,1331
4028,1250
4028,1550
4030,1132
4030,1132
4030,930
4030,1014
4030,1045
4030,1720
4031,2272
4031,2125
4031,2272
4031,2272
4031,1970
4031,252
4031,677
4031,677
4032,1032
4032,1032
4032,1032
4032,2271
4035,1250
4035,1045
4035,242
4035,1119
4038,1939
4038,1551
4038,1551
4038,1921
4038,1550
4038,1670
4041,959
4041,1332
4041,1332
4041,1331
4041,1330
4041,1331
4041,1331
4043,232
4043,232
4043,225
4043,225
4043,228
4043,1032
4044,1970
4044,1014
4044,1250
4044,220
4044,2242
4044,232
4045,1970
4045,1250
4045,1032
4045,1970
4045,1032
4045,1970
4045,1970
4045,1970
4045,1970
4047,1032
4047,1045
4047,1032
4047,721
4047,721
4047,721
4047,721
4048,1045
4048,232
4048,232
4048,1045
4049,1970
4053,952
4053,952
4053,952
4053,252
4056,1032
4056,1460
4056,1460
4057,1045
4057,1045
4057,1045
4057,856
4057,853
4057,853
4057,1510
4058,1970
4058,1970
4058,1970
4058,1970
4058,232
4058,1032
4058,1032
4058,241
4058,1032
4059,220
4059,242
4059,1032
4059,1032
4059,252
4059,241
4059,1331
4059,252
4059,232
4059,1332
4059,1045
4060,1032
4060,1032
4060,2272
4060,2123
4060,156
4060,1032
4060,1682
4061,2023
4061,2023
4061,2023
4061,2023
4061,2022
4061,2023
4064,1970
4064,1032
4064,1032
4064,252
4064,220
4064,252
4064,220
4068,231
4068,231
4068,231
4068,231
4068,231
4069,1583
4069,1583
4069,1582
4069,2271
4069,1581
4069,1583
4069,1581
4069,1961
4071,1045
4071,1045
4071,1045
4071,1032
4073,1032
4073,1032
4073,1032
4073,1032
4073,1032
4076,1970
4076,1032
4076,1250
4076,1250
4076,1032
4079,323
4079,321
4079,320
4079,323
4079,323
4079,323
4080,1970
4080,1032
4080,1031
4080,1331
4080,1031
4080,1032
4080,1032
4080,1332
4081,1032
4081,223
4081,1331
4081,1970
4081,1583
4082,1032
4082,1970
4082,1970
4082,1032
4082,232
4082,1331
4082,2272
4085,1045
4085,1032
4085,1032
4085,252
4085,1032
4085,1032
4085,1032
4085,1032
4085,1032
4085,1032
4085,232
4088,1219
4088,1219
4088,1219
4088,1212
4088,1212
4092,1331
4092,252
4092,220
4092,220
4093,1032
4093,855
4093,855
4093,855
4093,855
4096,2272
4096,1121
4100,1970
4100,1650
4100,2410
4100,2410
4102,1250
4102,221
4102,1014
4103,959
4103,1582
4103,1463
4103,2222
4103,1463
4103,1463
4103,1463
4104,322
4104,322
4108,651
4108,651
4111,2272
4111,1970
4111,1970
4111,1970
4111,677
4111,677
4111,677
4111,640
4111,677
4112,1970
4112,1045
4112,223
4112,223
4112,220
4113,1331
4113,847
4113,232
4113,232
4113,232
4119,1583
4119,1970
4119,1583
4119,1583
4119,1970
4119,2253
4119,2253
4119,2253
4119,224
4119,959
4120,1331
4120,1331
4120,1331
4120,1331
4125,241
4125,1045
4125,1043
4125,1043
4129,1250
4129,1045
4129,959
4129,851
4129,1032
4130,1331
4133,1970
4133,1931
4133,1931
4135,220
4135,232
4135,221
4135,220
4135,221
4135,221
4135,221
4135,221
4140,232
4140,232
4140,231
4140,231
4140,231
4140,232
4143,241
4143,854
4145,220
4145,1032
4145,1331
4145,1032
4145,220
4145,232
4145,321
4148,1331
4148,1250
4148,1331
4148,1331
4148,1331
4148,1032
4149,1032
4149,1921
4149,1950
4149,1950
4149,1950
4151,1911
4151,1911
4151,1331
4151,252
4151,323
4151,323
4151,321
4152,2325
4152,2325
4152,170
4152,220
4153,1032
4153,1032
4153,1032
4153,1320
4153,1032
4153,1032
4153,1032
4153,221
4153,221
4154,1970
4154,1970
4154,1970
4154,1970
4154,1970
4154,1970
4155,1032
4155,532
4155,532
4158,677
4158,677
4158,677
4158,677
4158,677
4160,1331
4160,252
4160,232
4160,232
4160,232
4160,220
4160,220
4160,232
4166,1331
4166,224
4166,223
4168,1970
4168,1970
4168,1970
4168,1970
4168,1213
4168,1970
4168,1032
4168,1213
4169,220
4169,1970
4169,1970
4169,1521
4169,1962
4169,1962
4171,1045
4171,1045
4171,1314
4171,1314
4171,1314
4172,1910
4172,1510
4172,1510
4172,224
4173,252
4173,156
4183,221
4183,1970
4183,1970
4183,1032
4183,1032
4183,1032
4183,1032
4189,1250
4189,1250
4189,2253
4189,2272
4189,2129
4189,1581
4190,2121
4190,2121
4190,2121
4190,2121
4190,2121
4190,2121
4191,2410
4192,2271
4192,1583
4192,1670
4192,1672
4192,1672
4192,1672
4193,1032
4193,251
4193,721
4193,453
4193,241
4193,241
4193,1033
4195,721
4195,721
4195,721
4195,721
4198,223
4199,959
4200,1332
4200,1332
4200,1332
4200,1310
4201,640
4201,228
4201,220
4201,220
4201,220
4201,220
4202,464
4202,464
4202,464
4202,464
4202,464
4202,464
4202,464
4202,460
4203,2241
4203,252
4204,2123
4204,1114
4207,1331
4207,1045
4207,1723
4207,1581
4207,1014
4207,1581
4207,1682
4208,1970
4208,1970
4208,1970
4208,1970
4208,1970
4208,1970
4210,1032
4210,1262
4210,1032
4211,1250
4211,1250
4211,1264
4211,659
4211,1725
4213,1331
4213,872
4213,889
4213,870
4213,1331
4213,1331
4213,1331
4213,1331
4215,2029
4215,1112
4215,2026
4217,1032
4217,1032
4217,1032
4217,1032
4218,252
4218,252
4218,252
4218,252
4218,252
4218,661
4218,661
4218,661
4219,1333
4219,1725
4219,1623
4219,1333
4219,1490
4219,1490
4219,1540
4221,2121
4221,2121
4221,2121
4223,1032
4223,1032
4223,1032
4223,1032
4223,1032
4225,1970
4225,1970
4225,1970
4225,1212
4225,1212
4225,1212
4225,1212
4226,1583
4226,252
4226,252
4226,1032
4226,1331
4229,220
4229,252
4229,1264
4229,1264
4232,679
4232,679
4232,679
4233,721
4233,721
4233,721
4233,721
4233,721
4233,721
4233,721
4234,1932
4234,1264
4234,1650
4235,881
4235,881
4240,252
4241,1970
4241,1581
4241,1581
4241,1581
4242,1521
4245,1582
4245,1582
4245,1582
4245,1250
4248,1970
4248,640
4248,640
4248,640
4248,640
4249,1532
4249,1532
4249,1532
4249,1532
4249,1532
4251,1119
4251,2410
4251,2410
4251,2410
4253,856
4253,856
4253,1410
4253,2222
4254,1650
4254,1463
4254,1582
4254,1582
4254,1582
4255,1650
4255,1672
4255,1672
4256,2023
4257,1043
4258,1032
4258,1112
4258,1112
4258,1112
4258,1112
4259,224
4259,224
4259,1583
4260,252
4260,1970
4260,1970
4260,1970
4260,1970
4260,1970
4264,224
4264,1962
4264,222
4264,222
4265,1250
4265,1032
4265,1661
4265,1962
4265,1490
4265,1581
4267,232
4267,142
4267,228
4267,220
4267,232
4267,220
4271,1331
4271,1032
4271,252
4271,1032
4271,1032
4271,1032
4272,1331
4272,1331
4272,1331
4272,1331
4272,855
4273,1970
4273,1970
4273,1970
4273,1970
4273,1970
4273,462
4273,220
4274,1250
4274,1045
4274,1045
4274,1331
4274,252
4275,1114
4275,1264
4275,1724
4275,1724
4276,1970
4276,1970
4276,1970
4276,1219
4278,1043
4278,1119
4278,1119
4278,1112
4278,241
4278,2241
4278,2241
4279,1939
4279,2123
4281,1930
4282,1331
4282,1250
4283,1014
4283,889
4283,252
4283,840
4283,1032
4283,889
4283,1111
4283,1014
4283,959
4283,242
4284,1264
4284,1264
4284,1222
4284,712
4284,1014
4286,2020
4291,1119
4291,252
4291,220
4291,1970
4291,252
4291,1111
4293,220
4293,252
4294,1521
4294,1521
4294,1521
4295,1032
4295,1332
4296,1032
4296,2028
4296,1031
4296,1032
4297,1529
4297,1490
4297,1461
4297,1720
4297,1685
4297,1685
4297,1721
4298,1970
4298,2012
4298,2033
4298,242
4298,220
4299,1331
4299,2322
4299,1939
4305,1264
4306,959
4306,959
4306,1581
4306,1583
4307,1970
4310,1623
4310,1113
4310,1112
4310,1112
4312,1112
4312,1032
4312,1032
4312,1032
4318,1032
4318,1232
4318,1232
4319,1032
4319,251
4319,251
4319,251
4319,251
4319,251
4319,251
4321,677
4321,677
4321,677
4321,677
4321,677
4321,677
4323,1032
4323,1032
4323,1032
4323,1032
4323,1032
4323,1032
4323,1032
4323,1032
4323,1032
4324,1032
4324,228
4324,228
4324,228
4324,227
4324,228
4324,228
4327,1045
4327,2028
4327,1970
4329,663
4329,677
4329,679
4329,670
4329,1250
4330,722
4330,1114
4330,252
4331,1970
4331,1970
4331,252
4331,252
4331,252
4331,252
4331,252
4331,252
4337,1583
4337,1319
4337,1121
4337,252
4337,1264
4337,2032
4337,2034
4337,2031
4337,220
4337,1045
4339,1621
4340,1970
4340,1333
4340,1331
4340,1333
4340,2129
4340,1521
4340,1521
4342,1331
4342,241
4342,677
4342,640
4342,640
4342,1331
4342,640
4347,1970
4347,252
4347,252
4347,228
4347,252
4347,220
4347,228
4347,220
4347,220
4347,855
4347,855
4349,1939
4349,1939
4349,1930
4349,1930
4349,1932
4349,1932
4349,1932
4351,1333
4354,1250
4354,1045
4354,1331
4354,1521
4355,1319
4355,1330
4356,1970
4356,1962
4356,1962
4358,889
4358,889
4358,889
4358,862
4360,850
4360,852
4360,851
4360,851
4364,322
4364,332
4364,1331
4364,1032
4364,220
4366,721
4366,721
4366,721
4366,721
4366,721
4367,252
4367,241
4367,231
4367,220
4367,1014
4367,231
4367,223
4367,231
4370,464
4370,464
4370,1032
4370,1332
4370,1332
4370,862
4370,2127
4372,1970
4372,2272
4372,1970
4372,1970
4372,1690
4372,1521
4372,1521
4375,1583
4375,1581
4375,1582
4375,1014
4375,1583
4376,1441
4376,242
4376,1460
4376,1540
4376,1539
4377,873
4378,1045
4378,1970
4378,1045
4379,1661
4379,1661
4379,1540
4379,959
4379,959
4380,2125
4380,1331
4380,1331
4380,1331
4380,677
4382,1250
4382,232
4382,223
4382,232
4382,232
4382,232
4382,232
4385,1331
4385,252
4385,227
4385,227
4385,228
4388,663
4389,1045
4390,1470
4393,1045
4393,1032
4393,1970
4393,1970
4394,721
4394,721
4394,453
4394,453
4394,453
4394,453
4395,232
4395,1332
4395,231
4395,1970
4395,1119
4395,1119
4395,232
4395,1970
4395,677
4395,1032
4395,220
4395,220
4398,1970
4398,1970
4398,1970
4398,1970
4399,2261
4399,2261
4400,1510
4400,2272
4402,1540
4402,1540
4402,1540
4402,1540
4402,1540
4407,232
4407,232
4407,1045
4407,1045
4407,252
4408,1331
4408,1529
4408,1045
4410,1250
4410,1045
4410,1581
4410,1970
4410,1970
4410,1939
4411,722
4411,722
4411,722
4411,678
4411,721
4411,721
4411,721
4413,1044
4413,1033
4413,1045
4420,1415
4420,2272
4420,952
4420,2020
4421,1032
4423,1045
4423,1032
4423,1045
4423,241
4423,221
4423,241
4423,241
4424,1582
4424,1583
4424,1583
4426,232
4426,242
4426,232
4426,1331
4426,252
4426,1114
4426,220
4426,231
4426,231
4431,1970
4431,1970
4431,1970
4431,1970
4431,1970
4431,1970
4431,1970
4431,856
4431,856
4432,1032
4432,220
4432,232
4432,220
4436,1219
4436,1032
4436,1032
4436,232
4436,1032
4436,1045
4436,677
4436,640
4436,640
4436,677
4436,1331
4440,217
4440,464
4441,1970
4441,2272
4442,232
4442,232
4442,677
4442,640
4442,677
4443,712
4443,712
4443,712
4443,712
4443,712
4445,1045
4445,663
4445,663
4445,663
4445,663
4445,663
4447,252
4447,232
4447,232
4447,252
4447,252
4447,232
4447,232
4452,1331
4452,1032
4452,952
4452,1970
4452,1970
4452,1970
4452,677
4455,241
4455,2271
4455,1581
4455,1510
4456,1920
4456,1583
4456,1950
4456,1950
4457,1463
4457,2222
4457,2222
4461,846
4461,842
4461,842
4461,846
4461,846
4461,846
4461,1032
4463,217
4463,225
4463,1032
4465,959
4465,1970
4465,1521
4465,1521
4469,1331
4469,2272
4469,442
4469,421
4469,1032
4469,242
4471,1331
4471,1970
4471,1970
4471,2272
4471,220
4471,220
4471,241
4472,855
4472,855
4472,855
4473,2020
4473,2020
4474,1529
4475,1510
4476,1331
4476,1250
4476,1250
4476,1250
4476,1332
4476,1250
4476,1331
4476,1331
4476,1331
4476,1490
4476,1045
4476,1331
4476,1045
4476,1932
4476,1523
4476,1014
4476,1014
4478,1250
4478,1250
4478,1333
4478,1032
4478,1582
4478,930
4478,930
4479,1331
4483,1331
4486,321
4486,323
4486,323
4486,323
4486,323
4486,323
4487,1490
4487,1469
4487,679
4487,2310
4488,2020
4488,2027
4490,1032
4490,1032
4490,1032
4490,1032
4490,1213
4490,1214
4490,1032
4490,1032
4490,1032
4491,1032
4491,1521
4491,1521
4491,1939
4491,1032
4494,1970
4494,224
4494,1970
4496,1331
4496,1333
4496,1331
4496,520
4496,520
4500,2272
4500,2272
4500,2272
4500,2272
4500,2272
4500,1722
4500,2272
4501,232
4501,242
4501,2028
4501,1032
4501,1032
4505,1332
4505,251
4505,221
4506,1221
4506,242
4506,1221
4506,228
4506,228
4507,228
4507,228
4507,232
4507,228
4507,251
4507,2222
4507,228
4507,330
4507,251
4507,677
4507,677
4508,1970
4508,1970
4508,1970
4508,1970
4508,1970
4508,1970
4508,1970
4509,879
4509,879
4509,874
4509,879
4509,1114
4510,1014
4513,1490
4513,1466
4513,1044
4513,227
4513,1939
4513,1920
4513,1521
4513,1551
4513,224
4514,1670
4514,1970
4514,1331
4514,252
4514,1250
4514,221
4514,855
4514,855
4516,1970
4516,1970
4516,1970
4516,1970
4516,1970
4516,1970
4516,1970
4521,1114
4522,1032
4522,1032
4522,1032
4522,1032
4523,1310
4523,1332
4523,1310
4524,2272
4524,1331
4524,1583
4524,677
4524,677
4526,1264
4528,1490
4528,1490
4528,1623
4528,1623
4528,2340
4528,1970
4528,1970
4528,1970
4530,1031
4530,1031
4530,154
4531,2012
4533,232
4533,231
4533,232
4533,231
4533,231
4534,1583
4534,1581
4534,1550
4534,1553
4534,1553
4536,1970
4536,1970
4536,1970
4536,1970
4536,1725
4536,1725
4537,1650
4537,1650
4537,2028
4537,1970
4537,1970
4537,2326
4537,1032
4540,241
4540,677
4540,677
4540,677
4540,677
4540,1033
4541,1970
4541,1970
4541,1970
4541,1970
4541,224
4541,224
4541,224
4541,224
4545,1331
4545,1032
4545,252
4545,252
4545,852
4545,1051
4545,241
4545,220
4545,677
4546,1032
4546,1331
4547,241
4547,2121
4547,232
4547,232
4547,232
4549,1250
4549,952
4549,1490
4549,2127
4549,1939
4549,1970
4549,1970
4549,1529
4549,1961
4550,232
4550,1032
4550,1032
4550,1032
4550,1032
4550,1032
4550,1032
4550,1032
4555,223
4555,2272
4558,1331
4558,453
4558,721
4558,721
4558,721
4559,2271
4559,1723
4559,677
4559,1970
4559,1970
4559,1970
4559,1970
4560,1264
4560,464
4560,1032
4560,844
4560,464
4560,844
4561,939
4561,223
4561,223
4563,1970
4563,1970
4563,1970
4563,1970
4563,1970
4563,1970
4563,1970
4563,1970
4564,1970
4564,1581
4564,1581
4564,224
4564,224
4564,224
4566,1970
4566,1970
4566,1045
4566,1045
4566,242
4566,1032
4566,220
4566,640
4567,1045
4567,1045
4567,1045
4567,1032
4572,2025
4572,2025
4572,2025
4573,1331
4573,1331
4573,1332
4573,1331
4574,1510
4577,2272
4577,252
4577,1331
4577,1331
4577,1331
4577,1045
4578,2271
4578,1583
4578,1581
4578,224
4579,1662
4579,1662
4581,462
4581,451
4581,450
4581,452
4581,220
4581,220
4583,1032
4583,2410
4583,2410
4584,1331
4584,1962
4584,1911
4586,1331
4586,1250
4586,1250
4586,1045
4586,1331
4586,1331
4586,1331
4586,1331
4586,1320
4586,1310
4587,1219
4587,1212
4587,1212
4588,1264
4588,1331
4590,241
4590,461
4590,252
4590,222
4590,461
4590,224
4590,224
4592,2266
4592,959
4592,1920
4593,252
4593,1581
4593,252
4593,252
4593,224
4593,220
4593,220
4594,1331
4594,1970
4594,722
4594,722
4594,1331
4594,1114
4594,2264
4598,220
4598,1032
4598,251
4604,1970
4604,1970
4604,1970
4604,1970
4604,1970
4604,1970
4604,1970
4604,1970
4605,1014
4605,959
4605,959
4608,1264
4608,1662
4608,1661
4608,1622
4609,1582
4609,1045
4609,942
4609,942
4609,1650
4609,1582
4610,1331
4610,1045
4610,1552
4610,1552
4613,1051
4614,1970
4614,252
4614,2120
4614,252
4614,224
4614,1911
4615,1331
4615,1032
4615,220
4615,224
4615,1650
4615,1331
4619,1463
4619,1463
4619,1533
4619,1463
4619,1463
4619,1463
4621,1682
4622,220
4622,232
4622,232
4622,232
4622,232
4622,232
4623,862
4623,862
4627,1043
4627,1043
4628,1540
4628,1540
4628,1540
4628,1540
4628,1581
4628,722
4631,1970
4631,1970
4631,1581
4631,1970
4631,1970
4631,1970
4631,1970
4633,712
4633,712
4633,711
4633,711
4633,220
4634,241
4636,1911
4639,851
4639,851
4639,851
4639,851
4641,1045
4641,1045
4641,1214
4646,1970
4646,1970
4646,224
4646,1911
4649,2212
4649,2212
4649,1331
4649,1331
4649,332
4649,1111
4649,220
4650,2410
4650,224
4653,1033
4653,1510
4656,1032
4656,851
4656,851
4656,241
4656,856
4658,1583
4658,252
4660,1520
4660,1932
4660,1520
4660,220
4663,1119
4663,1012
4663,1333
4663,156
4663,1962
4664,241
4664,232
4664,242
4664,242
4664,242
4664,242
4666,1583
4666,224
4666,224
4669,1045
4669,1264
4669,1583
4671,2272
4671,1416
4671,225
4671,1333
4671,2129
4672,959
4672,2030
4674,1583
4674,2272
4674,1970
4674,1970
4674,2272
4674,224
4675,941
4675,1490
4675,1313
4675,1551
4676,2271
4676,1970
4676,1970
4676,1970
4676,1970
4679,711
4679,711
4679,711
4679,711
4684,677
4684,640
4684,640
4684,228
4684,677
4688,1032
4688,1032
4688,242
4688,242
4688,1032
4690,1045
4690,1970
4690,1962
4691,2212
